Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,43.70,+ 0.40,+0.92%,"474,316"
2,2883 凱基金,30.40,-0.45,-1.46%,"313,924"
3,00981A主動統一台股增長,27.11,+ 0.98,+3.75%,"231,797"
4,2610 華航,22.45,+ 0.05,+0.22%,"230,583"
5,5880 合庫金,26.90,-0.70,-2.54%,"225,025"
6,00712 復華富時不動產,8.84,-0.06,-0.67%,"200,332"
7,2882 國泰金,100.50,-1.00,-0.99%,"159,464"
8,2002 中鋼,18.85,-0.10,-0.53%,"150,032"
9,2867 三商壽,9.82,-0.08,-0.81%,"146,781"
10,2353 宏碁,28.80,-0.05,-0.17%,"136,202"
11,2884 玉山金,38.45,-0.20,-0.52%,"118,420"
12,2812 台中銀,20.65,+ 0.15,+0.73%,"117,965"
13,00918 大華優利高填息30,32.97,+ 0.24,+0.73%,"112,640"
14,00632R元大台灣50反1,10.60,+ 0.16,+1.53%,"95,764"
15,2105 正新,30.30,-0.15,-0.49%,"90,925"
16,6505 台塑化,67.70,-3.10,-4.38%,"90,129"
17,2881 富邦金,129.50,-0.50,-0.38%,"86,956"
18,2603 長榮,207.50,+ 3.50,+1.72%,"86,081"
19,4938 和碩,86.60,+ 2.20,+2.61%,"80,624"
20,3045 台灣大,112.00,-0.50,-0.44%,"73,669"
21,009816凱基台灣TOP50,14.61,-0.04,-0.27%,"72,468"
22,2834 臺企銀,18.20,0.00,0.00%,"72,195"
23,2324 仁寶,36.35,+ 0.35,+0.97%,"64,751"
24,2891 中信金,64.80,-0.10,-0.15%,"57,959"
25,3231 緯創,186.00,+ 10.00,+5.68%,"57,671"
26,1301 台塑,53.80,-1.20,-2.18%,"55,998"
27,2615 萬海,86.10,+ 1.40,+1.65%,"55,211"
28,2006 東和鋼鐵,80.40,+ 5.80,+7.77%,"48,435"
29,00992A主動群益科技創新,15.59,+ 0.77,+5.20%,"45,362"
30,2609 陽明,50.80,0.00,0.00%,"40,824"
31,2303 聯電,118.00,-3.00,-2.48%,"38,497"
32,5876 上海商銀,44.65,-0.80,-1.76%,"35,410"
33,3576 聯合再生,16.65,+ 0.35,+2.15%,"33,408"
34,9907 統一實,15.05,+ 0.05,+0.33%,"32,193"
35,2606 裕民,63.00,+ 0.40,+0.64%,"31,857"
36,009805台新美國電力基建,15.85,+ 0.12,+0.76%,"31,524"
37,2885 元大金,68.00,-0.10,-0.15%,"28,837"
38,6176 瑞儀,86.20,+ 3.90,+4.74%,"28,733"
39,2646 星宇航空,21.35,-0.30,-1.39%,"28,566"
40,2889 國票金,15.55,-0.05,-0.32%,"27,986"
41,00999A主動野村臺灣高息,10.35,+ 0.19,+1.87%,"27,931"
42,00753L中信中國50正2,9.98,+ 0.15,+1.53%,"26,524"
43,00980A主動野村臺灣優選,22.13,+ 0.67,+3.12%,"26,060"
44,5871 中租-KY,113.00,+ 1.50,+1.35%,"24,692"
45,00900 富邦特選高股息30,18.25,+ 0.01,+0.05%,"24,464"
46,2357 華碩,799.00,-11.00,-1.36%,"24,433"
47,2385 群光,106.00,0.00,0.00%,"24,131"
48,3005 神基,114.50,+ 0.50,+0.44%,"23,821"
49,3034 聯詠,519.00,0.00,0.00%,"22,945"
50,2412 中華電,139.00,-0.50,-0.36%,"21,965"
