Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2409 友達,31.45,+ 1.90,+6.43%,"252,659","152,398","100,261"
2,2883 凱基金,30.05,-0.65,-2.12%,"105,794","49,564","56,229"
3,00712 復華富時不動產,8.79,-0.06,-0.68%,"83,223","34,499","48,724"
4,00632R元大台灣50反1,10.21,+ 0.05,+0.49%,"122,421","75,584","46,837"
5,2887 台新新光金,36.85,+ 1.00,+2.79%,"118,129","73,479","44,650"
6,00919 群益台灣精選高息,29.97,+ 0.03,+0.10%,"84,818","46,440","38,378"
7,2892 第一金,33.60,-0.50,-1.47%,"54,130","31,508","22,622"
8,00665L富邦恒生國企正2,8.50,-0.12,-1.39%,"56,527","35,210","21,317"
9,5880 合庫金,25.15,+ 0.05,+0.20%,"34,540","15,326","19,214"
10,1718 中纖,14.20,-0.05,-0.35%,"32,830","13,637","19,193"
11,2332 友訊,24.05,+ 2.15,+9.82%,"28,104","11,311","16,792"
12,2324 仁寶,36.60,+ 1.10,+3.10%,"38,052","22,469","15,583"
13,00953B群益優選非投等債,9.72,+ 0.02,+0.21%,"54,678","39,765","14,912"
14,00918 大華優利高填息30,31.94,+ 0.06,+0.19%,"23,698","9,635","14,063"
15,2884 玉山金,34.75,0.00,0.00%,"64,468","51,093","13,375"
16,2801 彰銀,24.05,+ 0.15,+0.63%,"30,249","17,111","13,138"
17,2377 微星,145.00,+ 3.00,+2.11%,"19,210","6,555","12,655"
18,2880 華南金,38.85,-0.85,-2.14%,"24,266","11,847","12,418"
19,009824群益美國科技巨頭,10.05,+ 0.16,+1.62%,"25,330","13,050","12,279"
20,2867 三商壽,8.86,0.00,0.00%,"28,990","17,550","11,439"
21,2408 南亞科,435.50,+ 39.50,+9.97%,"44,115","33,175","10,939"
22,3006 晶豪科,237.00,+ 21.50,+9.98%,"14,659","5,423","9,236"
23,2356 英業達,69.80,+ 3.60,+5.44%,"40,807","31,773","9,033"
24,00940 元大台灣價值高息,12.53,-0.01,-0.08%,"23,802","15,138","8,663"
25,6202 盛群,73.30,+ 5.30,+7.79%,"13,012","5,097","7,914"
26,1216 統一,78.40,-0.20,-0.25%,"37,543","29,734","7,809"
27,00753L中信中國50正2,8.99,-0.10,-1.10%,"25,751","18,661","7,089"
28,2886 兆豐金,46.70,-0.10,-0.21%,"40,213","33,456","6,757"
29,5876 上海商銀,42.80,+ 0.25,+0.59%,"15,271","9,209","6,062"
30,2812 台中銀,20.60,0.00,0.00%,"14,215","8,227","5,987"
31,2637 慧洋-KY,83.00,+ 3.00,+3.75%,"9,951","4,111","5,840"
32,6505 台塑化,58.80,-0.60,-1.01%,"12,206","6,647","5,558"
33,009819中信數據及電力,10.16,+ 0.16,+1.60%,"11,759","6,660","5,098"
34,00637L元大滬深300正2,20.85,+ 0.12,+0.58%,"21,770","16,708","5,062"
35,2458 義隆,183.50,-2.50,-1.34%,"11,206","6,213","4,993"
36,8046 南電,"1,215.00",+ 110.00,+9.95%,"13,061","8,134","4,927"
37,2105 正新,32.40,+ 0.20,+0.62%,"12,618","7,759","4,859"
38,1536 和大,55.00,+ 5.00,+10.00%,"7,844","3,315","4,528"
39,8039 台虹,154.00,+ 14.00,+10.00%,"11,101","6,582","4,519"
40,2603 長榮,194.50,-1.50,-0.77%,"18,965","14,916","4,048"
41,00402A主動安聯美國科技,9.75,+ 0.10,+1.04%,"12,014","7,977","4,036"
42,2882 國泰金,96.30,-1.70,-1.73%,"38,714","34,989","3,725"
43,00713 元大台灣高息低波,60.55,0.00,0.00%,"9,821","6,109","3,711"
44,00999A主動野村臺灣高息,10.70,+ 0.07,+0.66%,"15,659","11,989","3,670"
45,2486 一詮,259.00,+ 17.50,+7.25%,"7,440","4,017","3,422"
46,2634 漢翔,58.00,-1.60,-2.68%,"15,474","12,145","3,329"
47,6919 康霈*,107.50,+ 3.00,+2.87%,"11,687","8,409","3,277"
48,2465 麗臺,89.50,+ 8.10,+9.95%,"4,983","1,822","3,161"
49,00673R期元大S＆P原油反1,14.87,-0.33,-2.17%,"22,710","19,552","3,158"
50,00650L復華香港正2,15.35,-0.18,-1.16%,"10,766","7,657","3,109"
