Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.45,-0.48,-4.39%,"547,777"
2,00981A主動統一台股增長,29.84,-1.36,-4.36%,"287,109"
3,2002 中鋼,18.60,-0.40,-2.11%,"269,578"
4,2303 聯電,155.00,-11.00,-6.63%,"268,085"
5,2887 台新新光金,34.90,+ 0.60,+1.75%,"250,333"
6,2618 長榮航,42.40,-1.15,-2.64%,"209,935"
7,1301 台塑,57.30,-3.10,-5.13%,"196,899"
8,1314 中石化,9.77,-0.63,-6.06%,"171,301"
9,2834 臺企銀,18.10,+ 0.10,+0.56%,"166,454"
10,2610 華航,22.00,-0.45,-2.00%,"150,433"
11,5880 合庫金,24.90,+ 0.05,+0.20%,"138,987"
12,2882 國泰金,97.00,+ 3.60,+3.85%,"129,940"
13,00712 復華富時不動產,8.87,+ 0.03,+0.34%,"87,655"
14,00918 大華優利高填息30,31.67,-0.39,-1.22%,"87,219"
15,2449 京元電子,317.00,-34.00,-9.69%,"73,584"
16,2812 台中銀,20.65,+ 0.10,+0.49%,"71,240"
17,2801 彰銀,23.50,0.00,0.00%,"70,514"
18,2867 三商壽,8.73,-0.01,-0.11%,"68,752"
19,1802 台玻,64.60,-3.30,-4.86%,"62,806"
20,00992A主動群益科技創新,17.71,-0.89,-4.78%,"59,850"
21,6005 群益證,38.05,-0.40,-1.04%,"51,782"
22,00919 群益台灣精選高息,29.62,-0.14,-0.47%,"51,123"
23,2609 陽明,51.10,-1.90,-3.58%,"47,980"
24,00999A主動野村臺灣高息,10.73,-0.30,-2.72%,"47,674"
25,2885 元大金,69.80,+ 1.40,+2.05%,"43,650"
26,2891 中信金,70.20,-1.20,-1.68%,"43,510"
27,2006 東和鋼鐵,68.90,+ 0.30,+0.44%,"36,005"
28,00983A主動中信ARK創新,12.53,+ 0.06,+0.48%,"35,718"
29,6176 瑞儀,91.20,-0.80,-0.87%,"35,146"
30,2353 宏碁,32.00,-0.80,-2.44%,"34,064"
31,00940 元大台灣價值高息,12.52,-0.22,-1.73%,"30,786"
32,1717 長興,77.10,-8.30,-9.72%,"29,529"
33,2401 凌陽,31.25,-1.45,-4.43%,"28,969"
34,2890 永豐金,41.10,+ 0.10,+0.24%,"28,488"
35,6213 聯茂,379.00,-17.00,-4.29%,"27,336"
36,3711 日月光投控,651.00,-28.00,-4.12%,"25,931"
37,1313 聯成,13.05,-0.50,-3.69%,"25,638"
38,2634 漢翔,58.40,-1.90,-3.15%,"25,087"
39,2637 慧洋-KY,79.00,+ 0.60,+0.77%,"24,194"
40,2897 王道銀行,10.55,0.00,0.00%,"23,852"
41,1102 亞泥,36.30,-0.25,-0.68%,"23,065"
42,8033 雷虎,207.00,-15.00,-6.76%,"22,949"
43,2515 中工,14.00,-0.25,-1.75%,"22,552"
44,1909 榮成,10.75,+ 0.10,+0.94%,"21,891"
45,2889 國票金,15.30,+ 0.10,+0.66%,"19,720"
46,3036 文曄,214.00,-5.00,-2.28%,"19,683"
47,2323 中環,11.50,-0.40,-3.36%,"19,302"
48,2103 台橡,24.65,+ 0.45,+1.86%,"18,961"
49,009805新光美國電力基建,16.81,+ 0.01,+0.06%,"18,920"
50,8046 南電,"1,030.00",-45.00,-4.19%,"18,749"
