Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00981A主動統一台股增長,29.73,-0.64,-2.11%,"849,034"
2,00403A主動統一升級50,10.27,-0.18,-1.72%,"814,331"
3,00991A主動復華未來50,17.93,-0.31,-1.70%,"482,457"
4,2618 長榮航,42.15,-0.25,-0.59%,"258,412"
5,00992A主動群益科技創新,18.68,-0.19,-1.01%,"246,262"
6,2002 中鋼,19.05,0.00,0.00%,"221,704"
7,3231 緯創,185.50,+ 3.50,+1.92%,"192,493"
8,1216 統一,76.60,+ 0.40,+0.52%,"186,521"
9,2609 陽明,57.50,-0.10,-0.17%,"186,180"
10,2883 凱基金,35.50,+ 0.55,+1.57%,"182,418"
11,009816凱基台灣TOP50,15.65,-0.24,-1.51%,"167,335"
12,00407A主動凱基台灣,9.78,-0.21,-2.10%,"154,657"
13,1605 華新,38.20,-0.55,-1.42%,"147,587"
14,1402 遠東新,29.10,-0.30,-1.02%,"146,231"
15,2603 長榮,234.50,-3.50,-1.47%,"137,917"
16,2886 兆豐金,49.00,+ 0.50,+1.03%,"136,535"
17,00405A主動富邦台灣龍耀,8.78,-0.15,-1.68%,"134,136"
18,00631L元大台灣50正2,35.93,-1.33,-3.57%,"134,010"
19,2324 仁寶,39.70,-0.20,-0.50%,"128,231"
20,2892 第一金,36.25,+ 0.35,+0.97%,"125,530"
21,00400A主動國泰動能高息,15.17,-0.20,-1.30%,"123,517"
22,2615 萬海,112.00,-2.50,-2.18%,"122,599"
23,2408 南亞科,518.00,0.00,0.00%,"117,314"
24,00632R元大台灣50反1,9.91,+ 0.18,+1.85%,"108,585"
25,2027 大成鋼,49.55,-0.25,-0.50%,"99,700"
26,3045 台灣大,116.00,+ 0.50,+0.43%,"99,500"
27,2356 英業達,66.60,0.00,0.00%,"89,868"
28,0056 元大高股息,55.10,+ 0.25,+0.46%,"84,424"
29,2890 永豐金,42.15,+ 0.65,+1.57%,"82,381"
30,5880 合庫金,26.30,+ 0.70,+2.73%,"81,561"
31,2344 華邦電,179.00,+ 3.00,+1.70%,"80,738"
32,0052 富邦科技,62.05,-1.00,-1.59%,"80,313"
33,5876 上海商銀,45.35,+ 0.85,+1.91%,"67,101"
34,2301 光寶科,315.00,+ 14.50,+4.83%,"66,539"
35,009821野村稀土關鍵資源,14.79,-0.37,-2.44%,"66,098"
36,4904 遠傳,102.50,+ 1.50,+1.49%,"65,547"
37,2887 台新新光金,41.20,+ 0.90,+2.23%,"63,796"
38,3037 欣興,973.00,+ 2.00,+0.21%,"59,268"
39,00988A主動統一全球創新,15.71,-0.46,-2.84%,"58,599"
40,00999A主動野村臺灣高息,11.54,-0.08,-0.69%,"57,416"
41,009802富邦旗艦50,19.75,-0.74,-3.61%,"55,463"
42,00982A主動群益台灣強棒,23.00,-0.34,-1.46%,"52,245"
43,1326 台化,72.80,-1.50,-2.02%,"52,116"
44,2354 鴻準,66.30,+ 0.40,+0.61%,"51,985"
45,1102 亞泥,35.00,-0.15,-0.43%,"51,235"
46,2353 宏碁,32.15,+ 0.40,+1.26%,"49,445"
47,2881 富邦金,143.50,-1.50,-1.03%,"49,402"
48,1717 長興,80.80,-3.90,-4.60%,"49,326"
49,2845 遠東銀,13.00,0.00,0.00%,"48,658"
50,2606 裕民,75.10,+ 0.10,+0.13%,"48,588"
