Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00991A主動復華未來50,20.05,-0.68,-3.28%,"27,206","142,256","-115,050"
2,00981A主動統一台股增長,31.20,-1.06,-3.29%,"23,089","117,147","-94,057"
3,1718 中纖,15.20,+ 0.25,+1.67%,"21,169","84,226","-63,056"
4,00407A主動凱基台灣,9.85,-0.17,-1.70%,"28,651","89,434","-60,783"
5,00405A主動富邦台灣龍耀,9.15,-0.29,-3.07%,"14,607","58,178","-43,570"
6,1714 和桐,20.90,-1.85,-8.13%,"11,854","50,245","-38,391"
7,00400A主動國泰動能高息,15.00,-0.30,-1.96%,"10,171","43,067","-32,896"
8,00988A主動統一全球創新,20.83,-0.50,-2.34%,"11,235","43,552","-32,317"
9,00403A主動統一升級50,10.93,-0.21,-1.89%,"28,416","58,964","-30,547"
10,6770 力積電,72.60,-0.80,-1.09%,"7,942","37,370","-29,428"
11,1326 台化,67.60,-0.40,-0.59%,"11,266","38,945","-27,679"
12,00992A主動群益科技創新,18.60,-0.50,-2.62%,"6,273","31,965","-25,692"
13,00927 群益半導體收益,42.60,+ 0.08,+0.19%,"11,798","36,428","-24,630"
14,2344 華邦電,183.00,-1.50,-0.81%,"8,351","31,093","-22,741"
15,2634 漢翔,60.30,+ 0.30,+0.50%,"5,525","25,774","-20,248"
16,00997A主動群益美國增長,13.14,-0.12,-0.90%,"11,833","29,872","-18,038"
17,00990A主動元大AI新經濟,19.32,-0.44,-2.23%,"5,936","20,874","-14,938"
18,009816凱基台灣TOP50,15.65,-0.10,-0.63%,"16,141","30,905","-14,764"
19,1409 新纖,30.25,-0.75,-2.42%,"21,001","35,460","-14,459"
20,00984A主動安聯台灣高息,16.76,-0.14,-0.83%,"4,631","18,798","-14,166"
21,3042 晶技,224.50,-24.50,-9.84%,"8,818","22,604","-13,786"
22,00961 FT臺灣永續高息,12.91,+ 0.13,+1.02%,"3,700","15,603","-11,903"
23,2337 旺宏,144.50,+ 2.00,+1.40%,"2,632","14,405","-11,772"
24,1314 中石化,10.40,+ 0.52,+5.26%,"67,042","76,358","-9,315"
25,1312 國喬,14.15,-0.95,-6.29%,"5,993","15,204","-9,210"
26,2303 聯電,166.00,-4.50,-2.64%,"15,616","24,590","-8,973"
27,2332 友訊,19.50,-0.50,-2.50%,"3,174","11,581","-8,406"
28,9904 寶成,24.35,-0.10,-0.41%,"3,414","11,505","-8,090"
29,2317 鴻海,242.00,+ 1.50,+0.62%,"7,879","15,610","-7,730"
30,00406A主動中信台灣收益,10.23,-0.25,-2.39%,"4,180","11,566","-7,386"
31,2208 台船,20.30,-0.50,-2.40%,"3,559","10,896","-7,336"
32,1301 台塑,60.40,-1.70,-2.74%,"9,206","16,520","-7,313"
33,1802 台玻,67.90,-0.90,-1.31%,"2,039","9,149","-7,110"
34,3231 緯創,158.00,-1.00,-0.63%,"7,242","14,318","-7,076"
35,00632R元大台灣50反1,9.92,+ 0.04,+0.40%,"15,634","21,905","-6,271"
36,1304 台聚,14.70,-0.80,-5.16%,"4,908","11,156","-6,248"
37,2484 希華,95.80,-0.60,-0.62%,"3,666","9,306","-5,640"
38,2474 可成,196.00,-4.00,-2.00%,"1,951","7,334","-5,383"
39,3715 定穎投控,165.00,-7.00,-4.07%,"1,302","6,618","-5,316"
40,00929 復華台灣科技優息,31.36,+ 0.02,+0.06%,"3,844","9,052","-5,207"
41,3037 欣興,917.00,-50.00,-5.17%,"2,257","7,120","-4,863"
42,8112 至上,89.50,+ 0.40,+0.45%,"3,241","8,090","-4,849"
43,2882 國泰金,93.40,-0.20,-0.21%,"26,267","31,067","-4,799"
44,0056 元大高股息,53.25,+ 0.40,+0.76%,"16,359","20,921","-4,561"
45,00892 富邦台灣半導體,45.48,-0.78,-1.69%,"2,167","6,549","-4,381"
46,1455 集盛,10.90,-0.10,-0.91%,"2,338","6,706","-4,367"
47,1447 力鵬,9.51,-0.48,-4.80%,"5,462","9,821","-4,359"
48,00996A主動兆豐台灣豐收,15.65,-0.58,-3.57%,"3,091","7,159","-4,067"
49,8422 可寧衛*,28.60,+ 0.25,+0.88%,"5,175","9,235","-4,060"
50,009821野村稀土關鍵資源,14.35,-0.06,-0.42%,"3,507","7,512","-4,004"
