Rank,Stock,Price,Change,ChangePercent,NetSell
1,3481 群創,45.45,-0.60,-1.30%,"-84,822"
2,0050 元大台灣50,103.80,-0.85,-0.81%,"-67,456"
3,009816凱基台灣TOP50,15.12,-0.13,-0.85%,"-66,131"
4,00403A主動統一升級50,9.87,-0.05,-0.50%,"-48,397"
5,6770 力積電,70.80,+ 2.40,+3.51%,"-45,866"
6,2887 台新新光金,36.50,-0.75,-2.01%,"-41,679"
7,1303 南亞,180.00,-12.00,-6.25%,"-40,458"
8,2884 玉山金,38.15,+ 0.15,+0.39%,"-36,706"
9,2891 中信金,63.60,-1.40,-2.15%,"-35,280"
10,2409 友達,25.25,-0.35,-1.37%,"-29,627"
11,00631L元大台灣50正2,34.11,-0.73,-2.10%,"-26,876"
12,1301 台塑,57.00,-2.40,-4.04%,"-26,356"
13,2885 元大金,62.40,-1.60,-2.50%,"-26,285"
14,2317 鴻海,243.50,-2.00,-0.81%,"-25,380"
15,2634 漢翔,68.60,-0.70,-1.01%,"-22,115"
16,3231 緯創,175.50,0.00,0.00%,"-22,054"
17,2834 臺企銀,16.35,-0.20,-1.21%,"-20,308"
18,2492 華新科,265.00,-1.00,-0.38%,"-19,044"
19,00919 群益台灣精選高息,30.65,-0.15,-0.49%,"-16,343"
20,2890 永豐金,38.95,-0.65,-1.64%,"-16,260"
21,1326 台化,57.10,-3.00,-4.99%,"-15,519"
22,6505 台塑化,69.90,-5.90,-7.78%,"-14,107"
23,00990A主動元大AI新經濟,15.12,-0.26,-1.69%,"-12,379"
24,00400A主動國泰動能高息,14.31,-0.15,-1.04%,"-12,255"
25,8039 台虹,265.00,-17.00,-6.03%,"-12,219"
26,00981A主動統一台股增長,28.47,-0.25,-0.87%,"-11,861"
27,8070 長華*,49.00,+ 0.20,+0.41%,"-9,924"
28,2327 國巨*,551.00,-3.00,-0.54%,"-8,774"
29,2324 仁寶,41.60,+ 2.65,+6.80%,"-8,548"
30,2481 強茂,134.00,+ 1.00,+0.75%,"-8,451"
31,00407A主動凱基台灣,9.34,-0.07,-0.74%,"-8,158"
32,00830 國泰費城半導體,82.10,-1.75,-2.09%,"-7,479"
33,4938 和碩,89.30,+ 0.70,+0.79%,"-7,387"
34,3702 大聯大,111.00,0.00,0.00%,"-6,789"
35,5388 中磊,77.60,0.00,0.00%,"-6,776"
36,2323 中環,10.70,-0.15,-1.38%,"-6,718"
37,2332 友訊,20.35,+ 0.15,+0.74%,"-6,672"
38,00406A主動中信台灣收益,9.36,-0.07,-0.74%,"-6,422"
39,00918 大華優利高填息30,33.89,+ 0.02,+0.06%,"-6,344"
40,009820元大納斯達克精選,9.73,-0.05,-0.51%,"-6,067"
41,2377 微星,144.00,+ 2.50,+1.77%,"-6,043"
42,2376 技嘉,341.00,+ 1.50,+0.44%,"-6,039"
43,0056 元大高股息,52.30,-0.10,-0.19%,"-5,898"
44,2486 一詮,249.00,+ 5.50,+2.26%,"-5,834"
45,2359 所羅門,145.50,-4.50,-3.00%,"-5,208"
46,3042 晶技,177.50,-12.50,-6.58%,"-5,179"
47,1708 東鹼,49.80,-1.60,-3.11%,"-5,153"
48,4958 臻鼎-KY,435.50,-5.50,-1.25%,"-4,835"
49,3673 TPK-KY,63.10,-0.20,-0.32%,"-4,824"
50,2855 統一證,46.20,-0.90,-1.91%,"-4,764"
