Rank,Stock,Price,Change,ChangePercent,NetSell
1,00632R元大台灣50反1,9.91,+ 0.18,+1.85%,"-175,482"
2,6770 力積電,70.70,-2.80,-3.81%,"-111,665"
3,3231 緯創,185.50,+ 0.50,+0.27%,"-103,789"
4,2887 台新新光金,42.65,+ 0.50,+1.19%,"-87,702"
5,00919 群益台灣精選高息,32.48,-0.07,-0.22%,"-85,697"
6,2324 仁寶,37.80,-0.85,-2.20%,"-82,254"
7,2884 玉山金,46.30,+ 1.35,+3.00%,"-76,989"
8,3481 群創,47.70,-1.65,-3.34%,"-67,316"
9,00712 復華富時不動產,8.38,-0.15,-1.76%,"-66,001"
10,009816凱基台灣TOP50,15.88,-0.15,-0.94%,"-64,961"
11,9904 寶成,24.20,+ 0.10,+0.41%,"-53,553"
12,00631L元大台灣50正2,35.98,-1.17,-3.15%,"-52,249"
13,00685L群益臺灣加權正2,11.84,-0.42,-3.43%,"-48,112"
14,6919 康霈*,79.50,-6.10,-7.13%,"-42,079"
15,1303 南亞,234.50,-9.50,-3.89%,"-41,983"
16,8112 至上,84.60,-1.30,-1.51%,"-40,591"
17,00918 大華優利高填息30,35.34,-0.04,-0.11%,"-39,573"
18,2891 中信金,67.10,-0.20,-0.30%,"-36,281"
19,4938 和碩,91.00,0.00,0.00%,"-35,365"
20,2317 鴻海,248.00,-3.00,-1.20%,"-35,054"
21,1409 新纖,24.45,-0.70,-2.78%,"-31,740"
22,3036 文曄,191.00,-1.50,-0.78%,"-31,041"
23,009828中信台日韓PCB,9.45,-0.14,-1.46%,"-30,902"
24,2481 強茂,150.00,-4.50,-2.91%,"-30,589"
25,2634 漢翔,63.80,0.00,0.00%,"-29,156"
26,2327 國巨*,544.00,-28.00,-4.90%,"-26,947"
27,8039 台虹,272.00,-3.00,-1.09%,"-24,496"
28,5388 中磊,71.70,+ 0.60,+0.84%,"-23,986"
29,2332 友訊,19.00,+ 0.15,+0.80%,"-23,726"
30,2376 技嘉,349.00,-2.50,-0.71%,"-21,906"
31,2492 華新科,311.50,-22.50,-6.74%,"-21,112"
32,3033 威健,41.55,-0.50,-1.19%,"-20,606"
33,4958 臻鼎-KY,495.00,+ 0.50,+0.10%,"-20,453"
34,2449 京元電子,263.00,-8.50,-3.13%,"-19,647"
35,2356 英業達,62.00,-0.60,-0.96%,"-18,531"
36,009820元大納斯達克精選,9.77,-0.14,-1.41%,"-18,170"
37,3706 神達,80.10,-1.90,-2.32%,"-17,862"
38,2308 台達電,"1,620.00",-55.00,-3.28%,"-17,441"
39,1101 台泥,24.50,-0.30,-1.21%,"-17,348"
40,00830 國泰費城半導體,81.35,-1.70,-2.05%,"-17,099"
41,3605 宏致,122.50,-5.50,-4.30%,"-16,339"
42,6505 台塑化,83.60,-2.60,-3.02%,"-16,331"
43,00680L元大美債20正2,6.19,-0.12,-1.90%,"-15,686"
44,2645 長榮航太,173.00,+ 0.50,+0.29%,"-14,303"
45,6257 矽格,211.50,-5.50,-2.53%,"-13,345"
46,2353 宏碁,31.10,-0.40,-1.27%,"-13,238"
47,4906 正文,35.90,-0.45,-1.24%,"-13,204"
48,1714 和桐,15.35,-1.15,-6.97%,"-12,826"
49,4763 材料*-KY,48.85,+ 0.50,+1.03%,"-12,451"
50,2301 光寶科,277.00,-14.00,-4.81%,"-12,240"
