Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2330 台積電,"1,840.00",-10.00,-0.54%,"99,109,745","72,170,579","26,939,166"
2,2408 南亞科,234.00,-26.00,-10.00%,"38,541,047","22,281,324","16,259,723"
3,2344 華邦電,110.00,-12.00,-9.84%,"38,511,029","24,351,328","14,159,701"
4,2368 金像電,988.00,-17.00,-1.69%,"25,100,965","12,628,302","12,472,663"
5,2308 台達電,"1,475.00",+ 20.00,+1.37%,"23,433,815","12,161,365","11,272,450"
6,3665 貿聯-KY,"1,825.00",+ 105.00,+6.10%,"18,030,409","8,180,038","9,850,371"
7,3661 世芯-KY,"3,375.00",+ 155.00,+4.81%,"14,060,259","5,861,967","8,198,291"
8,2449 京元電子,308.00,-8.00,-2.53%,"14,752,395","7,687,952","7,064,442"
9,3450 聯鈞,285.50,+ 6.50,+2.33%,"11,167,871","4,652,746","6,515,125"
10,7769 鴻勁,"4,105.00",-55.00,-1.32%,"10,475,384","4,248,423","6,226,960"
11,1717 長興,66.70,+ 4.00,+6.38%,"6,819,921","1,112,343","5,707,578"
12,2379 瑞昱,479.50,+ 3.00,+0.63%,"6,856,392","1,341,386","5,515,005"
13,3034 聯詠,385.00,+ 11.50,+3.08%,"7,064,678","1,711,579","5,353,099"
14,2489 瑞軒,38.65,-4.25,-9.91%,"5,895,354","965,775","4,929,579"
15,8110 華東,63.20,+ 4.00,+6.76%,"5,462,262","1,021,511","4,440,751"
16,3231 緯創,130.00,+ 2.50,+1.96%,"8,517,267","4,509,480","4,007,787"
17,2329 華泰,62.10,+ 1.80,+2.99%,"6,276,463","2,591,080","3,685,383"
18,2404 漢唐,930.00,+ 15.00,+1.64%,"6,123,901","2,709,405","3,414,496"
19,3481 群創,26.25,-1.05,-3.85%,"13,368,818","10,227,334","3,141,484"
20,6285 啟碁,173.50,+ 0.50,+0.29%,"5,047,353","1,957,319","3,090,033"
21,2912 統一超,217.00,+ 2.50,+1.17%,"3,919,218","1,045,022","2,874,195"
22,8996 高力,911.00,-40.00,-4.21%,"5,633,288","3,217,820","2,415,468"
23,2615 萬海,79.00,+ 0.50,+0.64%,"3,219,041","876,345","2,342,696"
24,3036 文曄,254.00,+ 4.00,+1.60%,"4,681,357","2,368,114","2,313,242"
25,6139 亞翔,593.00,+ 6.00,+1.02%,"3,468,606","1,258,684","2,209,922"
26,4977 眾達-KY,200.50,+ 8.50,+4.43%,"5,851,700","3,700,222","2,151,477"
27,2369 菱生,35.75,+ 3.25,+10.00%,"3,630,541","1,508,894","2,121,646"
28,2603 長榮,214.00,-3.50,-1.61%,"5,089,845","3,069,555","2,020,289"
29,4919 新唐,109.00,+ 9.60,+9.66%,"3,900,521","1,969,286","1,931,235"
30,1303 南亞,78.40,-5.80,-6.89%,"6,344,330","4,425,713","1,918,616"
31,8112 至上,88.30,-3.40,-3.71%,"4,091,667","2,401,197","1,690,469"
32,2890 永豐金,32.15,+ 0.45,+1.42%,"2,419,021","757,142","1,661,879"
33,6426 統新,169.00,-5.00,-2.87%,"2,432,882","790,964","1,641,918"
34,2412 中華電,134.00,-1.50,-1.11%,"3,214,434","1,613,619","1,600,814"
35,2887 台新新光金,24.65,+ 0.20,+0.82%,"3,076,243","1,490,668","1,585,575"
36,6770 力積電,75.50,+ 0.50,+0.67%,"39,714,524","38,154,676","1,559,847"
37,3711 日月光投控,344.00,-3.00,-0.86%,"7,838,784","6,305,209","1,533,575"
38,6438 迅得,173.00,+ 15.50,+9.84%,"1,767,512","306,891","1,460,620"
39,3044 健鼎,363.00,-3.00,-0.82%,"3,285,505","1,964,345","1,321,159"
40,3583 辛耘,430.00,+ 13.50,+3.24%,"2,520,278","1,255,967","1,264,310"
41,3033 威健,35.75,+ 0.55,+1.56%,"1,758,899","498,761","1,260,137"
42,2385 群光,124.50,+ 4.00,+3.32%,"1,869,421","633,889","1,235,532"
43,1809 中釉,32.45,-0.05,-0.15%,"1,443,648","254,079","1,189,568"
44,2609 陽明,56.10,-0.40,-0.71%,"2,880,013","1,728,551","1,151,462"
45,4967 十銓,261.50,-9.50,-3.51%,"9,598,338","8,477,159","1,121,178"
46,7750 新代,"1,340.00",-100.00,-6.94%,"1,393,923","414,929","978,994"
47,8033 雷虎,152.00,+ 1.00,+0.66%,"1,090,064","122,390","967,673"
48,6415 矽力*-KY,286.00,+ 5.50,+1.96%,"2,893,814","1,941,160","952,653"
49,2481 強茂,94.80,-6.20,-6.14%,"2,411,166","1,460,944","950,221"
50,6781 AES-KY,"1,100.00",+ 100.00,+10.00%,"1,725,459","787,500","937,958"
