Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00981A主動統一台股增長,29.58,+ 0.28,+0.96%,"324,515","766,280","-441,765"
2,2317 鴻海,253.50,+ 1.50,+0.60%,"128,768","240,330","-111,563"
3,1802 台玻,70.80,-0.40,-0.56%,"148,214","245,896","-97,682"
4,2489 瑞軒,44.25,-0.15,-0.34%,"52,071","129,770","-77,699"
5,1303 南亞,90.30,-3.50,-3.73%,"74,376","151,794","-77,418"
6,00919 群益台灣精選高息,25.43,+ 0.52,+2.09%,"230,065","297,928","-67,864"
7,2887 台新新光金,24.00,+ 0.05,+0.21%,"88,192","150,860","-62,668"
8,00991A主動復華未來50,17.87,+ 0.21,+1.19%,"69,482","115,051","-45,570"
9,00891 中信關鍵半導體,34.34,+ 0.58,+1.72%,"55,069","96,246","-41,176"
10,2313 華通,249.50,-0.50,-0.20%,"65,354","105,195","-39,842"
11,00878 國泰永續高股息,27.89,+ 0.56,+2.05%,"84,222","121,117","-36,894"
12,2301 光寶科,203.50,+ 18.50,+10.00%,"53,993","90,201","-36,208"
13,0056 元大高股息,44.72,+ 0.86,+1.96%,"74,925","106,691","-31,767"
14,2454 聯發科,"3,420.00",-10.00,-0.29%,"8,465","39,638","-31,173"
15,00982A主動群益台灣強棒,22.73,+ 0.47,+2.11%,"85,468","116,048","-30,580"
16,00992A主動群益科技創新,18.04,+ 0.04,+0.22%,"120,237","149,689","-29,452"
17,3231 緯創,146.00,-0.50,-0.34%,"43,322","71,829","-28,507"
18,00400A主動國泰動能高息,13.88,+ 0.09,+0.65%,"80,912","109,275","-28,363"
19,2449 京元電子,339.00,+ 10.50,+3.20%,"30,226","57,121","-26,895"
20,3714 富采,71.40,-1.90,-2.59%,"29,673","55,637","-25,964"
21,8110 華東,51.10,-0.80,-1.54%,"19,633","45,484","-25,851"
22,6239 力成,230.50,-4.00,-1.71%,"22,862","48,490","-25,628"
23,00631L元大台灣50正2,33.06,+ 1.17,+3.67%,"222,405","248,016","-25,611"
24,3715 定穎投控,189.00,+ 2.50,+1.34%,"19,074","44,004","-24,930"
25,2337 旺宏,164.50,-7.50,-4.36%,"235,421","258,576","-23,155"
26,00918 大華優利高填息30,24.89,+ 0.55,+2.26%,"49,676","72,081","-22,406"
27,2342 茂矽,45.95,+ 4.15,+9.93%,"16,080","38,069","-21,989"
28,2382 廣達,344.00,-2.50,-0.72%,"23,383","44,809","-21,426"
29,2486 一詮,278.00,-10.00,-3.47%,"3,599","23,969","-20,370"
30,2399 映泰,43.50,-1.30,-2.90%,"19,221","39,574","-20,352"
31,2354 鴻準,63.30,-1.00,-1.56%,"63,752","83,281","-19,529"
32,3037 欣興,896.00,+ 38.00,+4.43%,"26,519","44,744","-18,225"
33,3016 嘉晶,118.50,+ 4.00,+3.49%,"4,613","22,663","-18,050"
34,009820元大納斯達克精選,9.83,+ 0.13,+1.34%,"26,127","43,955","-17,828"
35,00929 復華台灣科技優息,25.08,+ 0.68,+2.79%,"68,754","86,213","-17,458"
36,00996A主動兆豐台灣豐收,14.07,+ 0.30,+2.18%,"13,991","31,297","-17,305"
37,8112 至上,86.90,+ 0.10,+0.12%,"12,653","29,907","-17,255"
38,2329 華泰,62.30,-0.10,-0.16%,"19,325","36,531","-17,205"
39,00980A主動野村臺灣優選,23.49,+ 0.24,+1.03%,"17,782","34,788","-17,006"
40,3033 威健,42.90,+ 0.50,+1.18%,"36,046","51,739","-15,693"
41,2417 圓剛,51.60,-2.20,-4.09%,"6,682","22,151","-15,469"
42,2367 燿華,61.40,+ 0.50,+0.82%,"32,406","47,501","-15,095"
43,3535 晶彩科,132.00,-4.50,-3.30%,"6,626","21,427","-14,801"
44,00994A主動第一金台股優,17.78,+ 0.25,+1.43%,"19,186","33,426","-14,239"
45,8131 福懋科,70.30,-2.50,-3.43%,"13,773","27,975","-14,202"
46,2388 威盛,75.60,-4.40,-5.50%,"17,707","31,339","-13,631"
47,00680L元大美債20正2,6.99,+ 0.04,+0.58%,"23,362","36,516","-13,154"
48,00632R元大台灣50反1,11.09,-0.23,-2.03%,"141,849","154,688","-12,838"
49,00988A主動統一全球創新,18.87,+ 0.04,+0.21%,"82,782","95,566","-12,783"
50,1597 直得,180.50,+ 2.50,+1.40%,"2,226","14,886","-12,660"
