Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2409 友達,31.45,+ 1.90,+6.43%,"188,929"
2,00403A主動統一升級50,10.48,+ 0.07,+0.67%,"34,040"
3,2618 長榮航,39.60,-0.25,-0.63%,"33,990"
4,3045 台灣大,108.50,0.00,0.00%,"24,916"
5,00405A主動富邦台灣龍耀,8.77,+ 0.20,+2.33%,"23,517"
6,00981A主動統一台股增長,29.95,+ 0.20,+0.67%,"18,114"
7,00919 群益台灣精選高息,29.97,+ 0.03,+0.10%,"16,276"
8,2408 南亞科,435.50,+ 39.50,+9.97%,"15,430"
9,2353 宏碁,32.50,+ 0.20,+0.62%,"14,906"
10,2884 玉山金,34.75,0.00,0.00%,"11,749"
11,2324 仁寶,36.60,+ 1.10,+3.10%,"10,472"
12,8150 南茂,117.00,+ 10.50,+9.86%,"9,365"
13,6202 盛群,73.30,+ 5.30,+7.79%,"8,460"
14,3006 晶豪科,237.00,+ 21.50,+9.98%,"8,259"
15,00400A主動國泰動能高息,14.25,+ 0.08,+0.56%,"7,740"
16,5880 合庫金,25.15,+ 0.05,+0.20%,"7,583"
17,2412 中華電,133.50,-1.00,-0.74%,"6,976"
18,2887 台新新光金,36.85,+ 1.00,+2.79%,"6,127"
19,2495 普安,52.50,+ 1.30,+2.54%,"5,951"
20,00982A主動群益台灣強棒,24.02,+ 0.19,+0.80%,"5,933"
21,2801 彰銀,24.05,+ 0.15,+0.63%,"5,773"
22,2317 鴻海,237.50,0.00,0.00%,"5,743"
23,009816凱基台灣TOP50,15.23,-0.03,-0.20%,"5,677"
24,4904 遠傳,95.00,+ 1.80,+1.93%,"5,580"
25,2377 微星,145.00,+ 3.00,+2.11%,"5,299"
26,00990A主動元大AI新經濟,17.96,+ 0.08,+0.45%,"5,260"
27,00953B群益優選非投等債,9.72,+ 0.02,+0.21%,"4,984"
28,1718 中纖,14.20,-0.05,-0.35%,"4,699"
29,1536 和大,55.00,+ 5.00,+10.00%,"4,607"
30,2615 萬海,80.40,+ 1.00,+1.26%,"4,551"
31,2889 國票金,15.80,+ 0.10,+0.64%,"4,377"
32,00991A主動復華未來50,19.51,+ 0.41,+2.15%,"4,171"
33,8039 台虹,154.00,+ 14.00,+10.00%,"4,099"
34,2356 英業達,69.80,+ 3.60,+5.44%,"3,748"
35,2486 一詮,259.00,+ 17.50,+7.25%,"3,680"
36,2637 慧洋-KY,83.00,+ 3.00,+3.75%,"3,612"
37,2371 大同,27.70,+ 0.70,+2.59%,"3,584"
38,2886 兆豐金,46.70,-0.10,-0.21%,"3,521"
39,00631L元大台灣50正2,36.78,-0.36,-0.97%,"3,460"
40,00993A主動安聯台灣,13.34,+ 0.05,+0.38%,"3,347"
41,00891 中信關鍵半導體,36.47,+ 0.31,+0.86%,"3,267"
42,2441 超豐,144.50,+ 6.50,+4.71%,"3,253"
43,2401 凌陽,33.00,+ 1.00,+3.13%,"3,137"
44,009805台新美國電力基建,16.60,+ 0.06,+0.36%,"3,111"
45,2867 三商壽,8.86,0.00,0.00%,"2,983"
46,3005 神基,112.00,+ 4.50,+4.19%,"2,866"
47,2634 漢翔,58.00,-1.60,-2.68%,"2,777"
48,9945 潤泰新,25.85,+ 0.35,+1.37%,"2,743"
49,6285 啟碁,260.50,+ 9.00,+3.58%,"2,694"
50,3714 富采,63.70,+ 1.80,+2.91%,"2,559"
