Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,10.82,+ 0.12,+1.12%,"2,695,339","10,557,972","-7,862,633"
2,00981A主動統一台股增長,31.70,+ 0.16,+0.51%,"2,001,099","4,282,212","-2,281,113"
3,009816凱基台灣TOP50,15.40,+ 0.20,+1.32%,"1,118,615","2,316,101","-1,197,485"
4,00999A主動野村臺灣高息,11.16,+ 0.26,+2.39%,"529,032","1,331,957","-802,925"
5,00631L元大台灣50正2,37.78,+ 0.84,+2.27%,"810,753","1,510,608","-699,855"
6,00991A主動復華未來50,19.95,+ 0.31,+1.58%,"539,645","1,191,781","-652,136"
7,00988A主動統一全球創新,21.99,-0.12,-0.54%,"478,261","1,106,147","-627,885"
8,00992A主動群益科技創新,18.57,+ 0.22,+1.20%,"1,000,253","1,433,876","-433,623"
9,0050 元大台灣50,105.50,+ 0.10,+0.09%,"685,079","1,076,090","-391,011"
10,2002 中鋼,19.10,0.00,0.00%,"343,408","716,410","-373,001"
11,00400A主動國泰動能高息,14.95,+ 0.12,+0.81%,"446,671","809,365","-362,693"
12,009819中信數據及電力,10.79,+ 0.41,+3.95%,"269,520","625,884","-356,363"
13,00632R元大台灣50反1,10.22,-0.13,-1.26%,"760,569","1,070,331","-309,761"
14,00982A主動群益台灣強棒,24.35,+ 0.01,+0.04%,"473,893","772,713","-298,820"
15,00891 中信關鍵半導體,36.42,+ 0.37,+1.03%,"358,707","650,834","-292,127"
16,2892 第一金,27.75,+ 0.30,+1.09%,"610,671","791,094","-180,423"
17,00673R期元大S＆P原油反1,12.82,-0.29,-2.21%,"331,095","495,954","-164,859"
18,2409 友達,23.80,+ 0.80,+3.48%,"1,335,844","1,487,752","-151,907"
19,00984D主動聯博全球非投,10.10,-0.01,-0.10%,"142,598","274,560","-131,962"
20,2890 永豐金,30.45,+ 0.45,+1.50%,"437,230","567,935","-130,705"
21,9904 寶成,25.80,+ 0.35,+1.38%,"155,525","285,951","-130,426"
22,2801 彰銀,20.45,+ 0.20,+0.99%,"228,757","356,485","-127,727"
23,00953B群益優選非投等債,9.58,0.00,0.00%,"378,762","505,081","-126,318"
24,2812 台中銀,18.40,-0.05,-0.27%,"127,423","243,450","-116,027"
25,1402 遠東新,25.05,-0.60,-2.34%,"491,623","603,223","-111,600"
26,00990A主動元大AI新經濟,20.20,+ 0.05,+0.25%,"309,301","420,610","-111,308"
27,2834 臺企銀,16.20,-0.05,-0.31%,"367,679","472,914","-105,235"
28,00935 野村臺灣新科技50,62.40,+ 1.15,+1.88%,"129,540","225,032","-95,492"
29,5880 合庫金,22.85,0.00,0.00%,"176,342","270,050","-93,707"
30,00994A主動第一金台股優,18.65,+ 0.17,+0.92%,"131,221","219,920","-88,699"
31,1802 台玻,74.80,+ 2.90,+4.03%,"452,673","531,089","-78,415"
32,2449 京元電子,318.00,-10.50,-3.20%,"266,528","337,500","-70,972"
33,00996A主動兆豐台灣豐收,15.72,+ 0.43,+2.81%,"144,759","213,584","-68,824"
34,2330 台積電,"2,355.00",0.00,0.00%,"286,973","350,284","-63,311"
35,009805新光美國電力基建,16.47,-0.19,-1.14%,"186,488","248,089","-61,601"
36,00980A主動野村臺灣優選,24.90,+ 0.42,+1.72%,"162,191","221,573","-59,381"
37,2880 華南金,32.85,+ 2.35,+7.70%,"508,246","560,933","-52,687"
38,1301 台塑,50.00,+ 2.55,+5.37%,"162,518","213,614","-51,095"
39,8112 至上,91.40,+ 2.80,+3.16%,"123,328","173,743","-50,415"
40,00664R國泰臺灣加權反1,1.65,-0.02,-1.20%,"328,480","378,770","-50,289"
41,2371 大同,30.25,+ 0.45,+1.51%,"129,036","178,725","-49,688"
42,2884 玉山金,31.45,+ 0.50,+1.62%,"590,856","639,669","-48,813"
43,00753L中信中國50正2,9.69,-0.01,-0.10%,"180,375","226,903","-46,527"
44,9907 統一實,16.20,+ 0.25,+1.57%,"40,714","86,295","-45,581"
45,00662 富邦NASDAQ,122.75,+ 0.65,+0.53%,"60,158","105,172","-45,013"
46,2845 遠東銀,12.10,+ 0.25,+2.11%,"99,964","144,311","-44,346"
47,2402 毅嘉,69.90,+ 0.50,+0.72%,"52,346","95,934","-43,587"
48,3711 日月光投控,601.00,-10.00,-1.64%,"207,225","250,762","-43,537"
49,2633 台灣高鐵,25.10,+ 0.25,+1.01%,"196,289","239,555","-43,265"
50,1102 亞泥,33.80,-0.20,-0.59%,"229,002","270,714","-41,711"
