Rank,Stock,Price,Change,ChangePercent,NetBuy
1,6770 力積電,74.00,+ 2.80,+3.93%,"152,979"
2,00403A主動統一升級50,10.33,+ 0.32,+3.20%,"132,725"
3,2409 友達,30.35,+ 0.35,+1.17%,"53,533"
4,2344 華邦電,179.50,+ 9.50,+5.59%,"51,003"
5,2303 聯電,156.00,+ 8.50,+5.76%,"44,286"
6,00631L元大台灣50正2,37.65,+ 1.24,+3.41%,"40,624"
7,2408 南亞科,525.00,+ 37.00,+7.58%,"39,050"
8,1314 中石化,8.96,0.00,0.00%,"32,438"
9,2609 陽明,61.00,-1.00,-1.61%,"31,079"
10,00405A主動富邦台灣龍耀,8.87,+ 0.44,+5.22%,"27,953"
11,00406A主動中信台灣收益,9.59,+ 0.28,+3.01%,"25,412"
12,2449 京元電子,291.50,+ 26.50,+10.00%,"24,519"
13,2412 中華電,145.50,+ 0.50,+0.34%,"23,332"
14,00981A主動統一台股增長,29.07,+ 0.94,+3.34%,"23,002"
15,6257 矽格,244.50,+ 22.00,+9.89%,"22,600"
16,00400A主動國泰動能高息,15.00,+ 0.43,+2.95%,"17,934"
17,2885 元大金,70.00,+ 1.00,+1.45%,"17,921"
18,8150 南茂,94.00,+ 7.30,+8.42%,"17,514"
19,2834 臺企銀,18.35,-0.40,-2.13%,"14,187"
20,00407A主動凱基台灣,9.70,+ 0.35,+3.74%,"13,837"
21,2892 第一金,39.80,-0.95,-2.33%,"12,736"
22,3711 日月光投控,638.00,+ 24.00,+3.91%,"12,284"
23,2880 華南金,47.65,-0.25,-0.52%,"11,605"
24,009824群益美國科技巨頭,10.19,+ 0.14,+1.39%,"11,513"
25,2489 瑞軒,44.15,+ 0.95,+2.20%,"11,502"
26,00409A主動復華全球50,9.78,+ 0.25,+2.62%,"11,228"
27,2615 萬海,120.50,0.00,0.00%,"10,897"
28,2353 宏碁,31.95,-0.45,-1.39%,"10,744"
29,2337 旺宏,121.00,+ 4.50,+3.86%,"10,450"
30,5880 合庫金,27.30,-0.25,-0.91%,"9,855"
31,00891 中信關鍵半導體,36.37,+ 0.96,+2.71%,"9,320"
32,2305 全友,58.70,+ 4.40,+8.10%,"8,812"
33,00685L群益臺灣加權正2,12.42,+ 0.44,+3.67%,"8,756"
34,2891 中信金,69.50,-1.70,-2.39%,"8,679"
35,1718 中纖,10.60,-0.30,-2.75%,"8,206"
36,6168 宏齊,38.85,+ 3.50,+9.90%,"7,836"
37,6239 力成,284.00,+ 9.50,+3.46%,"7,825"
38,3714 富采,67.40,+ 1.90,+2.90%,"7,300"
39,1727 中華化,106.00,+ 1.00,+0.95%,"7,266"
40,1312 國喬,14.70,-0.25,-1.67%,"6,891"
41,2371 大同,29.20,-0.50,-1.68%,"6,889"
42,3042 晶技,184.50,+ 6.00,+3.36%,"6,822"
43,2883 凱基金,39.30,-0.35,-0.88%,"6,654"
44,00935 野村臺灣新科技50,58.55,+ 2.00,+3.54%,"6,600"
45,1101 台泥,24.35,-0.10,-0.41%,"6,469"
46,3605 宏致,154.00,+ 14.00,+10.00%,"6,405"
47,00991A主動復華未來50,17.45,+ 0.49,+2.89%,"6,302"
48,2605 新興,36.10,-1.05,-2.83%,"6,033"
49,3717 聯嘉投控,25.10,+ 2.20,+9.61%,"5,957"
50,6226 光鼎,45.70,+ 1.85,+4.22%,"5,710"
