Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,3481 群創,64.40,+ 5.80,+9.90%,"861,089","239,833","621,256"
2,00403A主動統一升級50,11.03,+ 0.28,+2.60%,"741,911","337,857","404,054"
3,2002 中鋼,19.10,+ 0.35,+1.87%,"387,667","44,850","342,817"
4,6116 彩晶,18.80,+ 0.55,+3.01%,"362,004","31,780","330,224"
5,2409 友達,28.15,+ 1.90,+7.24%,"828,312","559,043","269,269"
6,1301 台塑,51.70,+ 3.75,+7.82%,"188,509","18,657","169,852"
7,2303 聯電,145.50,+ 5.50,+3.93%,"308,000","171,758","136,242"
8,2344 華邦電,218.50,+ 19.50,+9.80%,"338,004","226,916","111,088"
9,00981A主動統一台股增長,31.50,+ 0.62,+2.01%,"244,224","140,864","103,360"
10,2890 永豐金,39.80,+ 3.45,+9.49%,"148,015","66,734","81,281"
11,2408 南亞科,459.50,+ 22.50,+5.15%,"180,896","101,278","79,618"
12,2492 華新科,561.00,+ 19.00,+3.51%,"68,150","5,978","62,171"
13,6770 力積電,74.20,+ 4.00,+5.70%,"245,700","187,706","57,994"
14,1802 台玻,71.30,+ 2.00,+2.89%,"121,469","71,855","49,615"
15,6919 康霈*,109.00,+ 9.90,+9.99%,"53,935","4,909","49,026"
16,8150 南茂,104.00,+ 9.10,+9.59%,"73,252","27,191","46,061"
17,00991A主動復華未來50,20.68,+ 0.66,+3.30%,"98,442","52,706","45,736"
18,2449 京元電子,308.50,+ 28.00,+9.98%,"52,543","8,685","43,859"
19,1303 南亞,139.00,+ 12.50,+9.88%,"134,285","92,092","42,192"
20,2886 兆豐金,45.50,+ 0.40,+0.89%,"72,607","33,120","39,487"
21,2884 玉山金,35.40,-0.10,-0.28%,"98,206","60,281","37,924"
22,2327 國巨*,"1,080.00",+ 96.00,+9.76%,"93,656","56,181","37,475"
23,00712 復華富時不動產,8.60,-0.09,-1.04%,"70,456","34,660","35,796"
24,2880 華南金,38.35,+ 0.25,+0.66%,"67,937","32,920","35,017"
25,00919 群益台灣精選高息,30.81,+ 0.46,+1.52%,"172,964","139,153","33,811"
26,00405A主動富邦台灣龍耀,9.64,+ 0.25,+2.66%,"126,705","94,815","31,890"
27,4904 遠傳,108.50,-1.00,-0.91%,"42,316","12,994","29,322"
28,2317 鴻海,268.50,-3.50,-1.29%,"68,997","42,755","26,242"
29,00992A主動群益科技創新,18.98,+ 0.33,+1.77%,"75,683","49,503","26,180"
30,00665L富邦恒生國企正2,8.40,-0.41,-4.65%,"57,201","31,083","26,118"
31,1605 華新,39.00,+ 0.30,+0.78%,"61,750","36,776","24,974"
32,2324 仁寶,37.75,+ 0.45,+1.21%,"71,746","47,028","24,718"
33,9904 寶成,26.15,-0.30,-1.13%,"43,192","19,911","23,281"
34,2915 潤泰全,53.30,+ 0.90,+1.72%,"25,797","2,851","22,946"
35,3711 日月光投控,613.00,+ 18.00,+3.03%,"36,192","13,317","22,875"
36,2891 中信金,71.90,+ 0.90,+1.27%,"59,339","36,671","22,669"
37,1409 新纖,25.60,-2.35,-8.41%,"40,190","17,990","22,199"
38,00982A主動群益台灣強棒,24.83,+ 0.69,+2.86%,"42,978","21,303","21,675"
39,00753L中信中國50正2,8.93,-0.31,-3.35%,"30,152","10,011","20,141"
40,2330 台積電,"2,410.00",+ 25.00,+1.05%,"49,983","30,059","19,923"
41,2369 菱生,36.85,+ 2.35,+6.81%,"25,394","5,646","19,748"
42,2426 鼎元,81.80,+ 7.40,+9.95%,"39,099","19,375","19,725"
43,6239 力成,363.50,+ 18.50,+5.36%,"62,260","42,825","19,435"
44,2356 英業達,67.70,+ 0.20,+0.30%,"38,002","18,860","19,142"
45,2478 大毅,234.00,+ 6.50,+2.86%,"36,382","18,754","17,627"
46,4958 臻鼎-KY,642.00,+ 3.00,+0.47%,"53,928","36,308","17,620"
47,3576 聯合再生,18.00,-1.15,-6.01%,"39,457","22,116","17,341"
48,1216 統一,74.50,-1.50,-1.97%,"28,282","10,988","17,294"
49,3312 弘憶股,62.80,+ 1.20,+1.95%,"22,888","5,644","17,244"
50,2388 威盛,81.40,+ 6.20,+8.24%,"26,512","9,326","17,185"
