Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00631L元大台灣50正2,33.80,-2.87,-7.83%,"69,549","330,007","-260,458"
2,00403A主動統一升級50,10.13,-0.28,-2.69%,"38,558","202,922","-164,364"
3,0050 元大台灣50,100.95,-3.20,-3.07%,"42,784","185,527","-142,742"
4,009816凱基台灣TOP50,14.68,-0.51,-3.36%,"41,213","182,297","-141,083"
5,00919 群益台灣精選高息,29.48,-1.19,-3.88%,"17,396","93,061","-75,664"
6,00981A主動統一台股增長,29.89,-0.92,-2.99%,"23,075","94,383","-71,307"
7,00918 大華優利高填息30,29.61,-1.33,-4.30%,"12,470","78,337","-65,866"
8,2409 友達,24.40,-2.70,-9.96%,"9,999","52,262","-42,262"
9,00988A主動統一全球創新,20.25,-1.21,-5.64%,"22,954","58,787","-35,833"
10,00990A主動元大AI新經濟,18.90,-1.35,-6.67%,"15,376","50,616","-35,240"
11,2303 聯電,121.00,-10.50,-7.98%,"68,964","104,160","-35,195"
12,2002 中鋼,18.65,-0.65,-3.37%,"37,702","63,869","-26,166"
13,0056 元大高股息,49.45,-2.35,-4.54%,"10,062","33,533","-23,470"
14,1605 華新,35.80,-3.75,-9.48%,"22,560","42,948","-20,387"
15,2609 陽明,51.70,-2.80,-5.14%,"16,831","32,910","-16,078"
16,2610 華航,19.05,-0.90,-4.51%,"15,566","30,401","-14,834"
17,0052 富邦科技,58.85,-2.15,-3.52%,"9,469","22,798","-13,328"
18,00935 野村臺灣新科技50,57.50,-2.40,-4.01%,"4,283","16,738","-12,454"
19,2324 仁寶,38.60,-2.80,-6.76%,"28,825","40,783","-11,957"
20,00991A主動復華未來50,18.69,-0.53,-2.76%,"16,746","28,441","-11,695"
21,6770 力積電,67.50,-7.10,-9.52%,"20,765","32,179","-11,414"
22,1301 台塑,45.85,-3.05,-6.24%,"4,967","16,113","-11,146"
23,2330 台積電,"2,295.00",-70.00,-2.96%,"10,048","21,154","-11,106"
24,2449 京元電子,288.50,-21.00,-6.79%,"5,750","15,888","-10,138"
25,1326 台化,48.75,-4.05,-7.67%,"2,800","12,705","-9,904"
26,1802 台玻,62.00,-5.60,-8.28%,"3,210","13,080","-9,869"
27,6005 群益證,40.55,-4.50,-9.99%,"6,029","15,192","-9,162"
28,00929 復華台灣科技優息,28.08,-1.86,-6.21%,"5,069","14,067","-8,997"
29,00663L國泰臺灣加權正2,97.65,-9.00,-8.44%,"2,678","11,388","-8,709"
30,00896 中信綠能及電動車,27.77,-1.19,-4.11%,"2,678","11,087","-8,409"
31,1504 東元,71.60,-6.80,-8.67%,"3,954","12,180","-8,226"
32,2618 長榮航,36.40,-1.30,-3.45%,"13,654","21,532","-7,877"
33,00830 國泰費城半導體,87.90,-6.05,-6.44%,"3,386","11,206","-7,820"
34,2312 金寶,35.40,-3.90,-9.92%,"2,993","10,616","-7,622"
35,2855 統一證,53.20,-5.90,-9.98%,"11,380","18,639","-7,259"
36,2356 英業達,69.20,-7.60,-9.90%,"3,443","10,535","-7,091"
37,2317 鴻海,269.50,-15.00,-5.27%,"19,827","26,851","-7,024"
38,00712 復華富時不動產,8.69,-0.02,-0.23%,"7,768","14,702","-6,933"
39,3481 群創,48.35,-5.35,-9.96%,"11,196","18,039","-6,843"
40,2834 臺企銀,16.45,-0.45,-2.66%,"14,417","20,876","-6,458"
41,1717 長興,71.30,-6.10,-7.88%,"2,679","9,078","-6,399"
42,2327 國巨*,751.00,-18.00,-2.34%,"4,253","10,591","-6,338"
43,8112 至上,84.70,-7.90,-8.53%,"2,362","8,333","-5,970"
44,9105 泰金寶-DR,10.35,-1.10,-9.61%,"4,372","10,227","-5,854"
45,00982A主動群益台灣強棒,22.59,-1.15,-4.84%,"4,559","10,067","-5,508"
46,2489 瑞軒,43.60,-4.80,-9.92%,"1,357","6,494","-5,137"
47,00685L群益臺灣加權正2,266.85,-24.70,-8.47%,"1,778","6,719","-4,941"
48,00637L元大滬深300正2,20.65,-1.04,-4.79%,"4,794","9,689","-4,895"
49,2885 元大金,62.00,-3.30,-5.05%,"13,046","17,934","-4,888"
50,1708 東鹼,44.20,-4.90,-9.98%,"1,535","6,294","-4,759"
