Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2303 聯電,153.50,-2.50,-1.60%,"155,725"
2,2883 凱基金,29.80,-0.25,-0.83%,"140,334"
3,2882 國泰金,96.70,+ 0.40,+0.42%,"131,917"
4,2409 友達,29.25,-2.20,-7.00%,"124,114"
5,2618 長榮航,40.75,+ 1.15,+2.90%,"113,797"
6,00712 復華富時不動產,8.87,+ 0.08,+0.91%,"92,333"
7,00403A主動統一升級50,10.38,-0.10,-0.95%,"79,499"
8,2881 富邦金,127.00,+ 2.50,+2.01%,"76,640"
9,2353 宏碁,31.95,-0.55,-1.69%,"68,651"
10,2887 台新新光金,35.75,-1.10,-2.99%,"61,525"
11,2324 仁寶,36.65,+ 0.05,+0.14%,"56,253"
12,2105 正新,32.85,+ 0.45,+1.39%,"52,661"
13,5880 合庫金,25.20,+ 0.05,+0.20%,"50,215"
14,2884 玉山金,34.60,-0.15,-0.43%,"39,188"
15,2812 台中銀,20.65,+ 0.05,+0.24%,"37,836"
16,00918 大華優利高填息30,31.88,-0.06,-0.19%,"34,808"
17,4938 和碩,82.60,-0.10,-0.12%,"31,680"
18,1314 中石化,8.85,-0.05,-0.56%,"28,985"
19,1216 統一,78.50,+ 0.10,+0.13%,"28,952"
20,2634 漢翔,63.80,+ 5.80,+10.00%,"28,254"
21,2301 光寶科,222.00,+ 8.50,+3.98%,"27,473"
22,2867 三商壽,8.83,-0.03,-0.34%,"26,135"
23,6505 台塑化,63.10,+ 4.30,+7.31%,"22,197"
24,8033 雷虎,249.50,+ 22.50,+9.91%,"22,170"
25,2332 友訊,25.95,+ 1.90,+7.90%,"21,722"
26,00919 群益台灣精選高息,29.71,-0.26,-0.87%,"21,245"
27,2603 長榮,195.00,+ 0.50,+0.26%,"20,925"
28,6239 力成,312.50,-7.50,-2.34%,"20,485"
29,2889 國票金,15.85,+ 0.05,+0.32%,"19,924"
30,2371 大同,28.10,+ 0.40,+1.44%,"19,005"
31,2327 國巨*,816.00,-84.00,-9.33%,"18,570"
32,3005 神基,115.00,+ 3.00,+2.68%,"18,423"
33,1717 長興,72.60,-1.20,-1.63%,"17,601"
34,00999A主動野村臺灣高息,10.56,-0.14,-1.31%,"17,587"
35,4958 臻鼎-KY,646.00,+ 58.00,+9.86%,"16,796"
36,1313 聯成,12.30,-0.20,-1.60%,"16,350"
37,00631L元大台灣50正2,36.86,+ 0.08,+0.22%,"16,013"
38,6176 瑞儀,90.00,-0.60,-0.66%,"15,614"
39,1909 榮成,10.25,-0.05,-0.49%,"14,970"
40,2880 華南金,39.00,+ 0.15,+0.39%,"13,503"
41,1710 東聯,16.10,-0.30,-1.83%,"13,007"
42,2357 華碩,704.00,+ 20.00,+2.92%,"12,417"
43,2637 慧洋-KY,84.70,+ 1.70,+2.05%,"12,125"
44,2615 萬海,79.20,-1.20,-1.49%,"11,794"
45,3036 文曄,211.00,-0.50,-0.24%,"11,015"
46,3033 威健,50.90,+ 1.30,+2.62%,"10,723"
47,00662 富邦NASDAQ,121.15,+ 0.25,+0.21%,"10,405"
48,1609 大亞,40.10,+ 1.00,+2.56%,"10,357"
49,2103 台橡,23.30,+ 0.25,+1.08%,"10,237"
50,2515 中工,13.50,-0.40,-2.88%,"10,005"
