Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.70,+ 0.09,+0.85%,"357,098"
2,2344 華邦電,197.00,+ 8.00,+4.23%,"119,252"
3,2892 第一金,31.80,+ 0.50,+1.60%,"101,478"
4,00981A主動統一台股增長,30.82,-0.02,-0.06%,"91,911"
5,2303 聯電,141.00,-0.50,-0.35%,"84,893"
6,2887 台新新光金,32.30,+ 0.70,+2.22%,"82,810"
7,2618 長榮航,39.75,-0.20,-0.50%,"82,799"
8,2890 永豐金,35.30,+ 0.10,+0.28%,"81,906"
9,2801 彰銀,22.80,+ 0.15,+0.66%,"76,880"
10,2891 中信金,70.80,+ 0.70,+1.00%,"74,394"
11,00992A主動群益科技創新,18.51,+ 0.27,+1.48%,"63,776"
12,2408 南亞科,425.00,+ 29.50,+7.46%,"61,986"
13,2884 玉山金,35.20,+ 0.55,+1.59%,"61,535"
14,00631L元大台灣50正2,37.31,+ 0.24,+0.65%,"46,331"
15,2610 華航,21.20,-0.20,-0.93%,"45,030"
16,5880 合庫金,24.60,+ 0.45,+1.86%,"44,693"
17,00990A主動元大AI新經濟,20.89,+ 0.42,+2.05%,"43,544"
18,1303 南亞,115.00,-2.00,-1.71%,"37,441"
19,00991A主動復華未來50,19.84,+ 0.15,+0.76%,"34,289"
20,2834 臺企銀,17.50,+ 0.20,+1.16%,"33,186"
21,00400A主動國泰動能高息,14.72,+ 0.09,+0.62%,"29,446"
22,3576 聯合再生,19.00,-2.00,-9.52%,"29,046"
23,2880 華南金,37.45,+ 0.75,+2.04%,"27,425"
24,3481 群創,53.30,+ 1.90,+3.70%,"27,030"
25,2845 遠東銀,12.95,+ 0.10,+0.78%,"26,312"
26,00982A主動群益台灣強棒,23.97,-0.15,-0.62%,"26,278"
27,00405A主動富邦台灣龍耀,9.37,+ 0.03,+0.32%,"25,983"
28,2867 三商壽,8.53,+ 0.16,+1.91%,"25,915"
29,3045 台灣大,120.50,+ 1.00,+0.84%,"25,164"
30,1802 台玻,68.20,+ 0.80,+1.19%,"23,802"
31,6116 彩晶,16.60,+ 0.10,+0.61%,"22,667"
32,2609 陽明,51.00,-0.20,-0.39%,"22,272"
33,00983A主動中信ARK創新,11.94,+ 0.22,+1.88%,"22,153"
34,00999A主動野村臺灣高息,11.13,+ 0.01,+0.09%,"20,796"
35,1605 華新,39.15,-0.85,-2.13%,"20,710"
36,00940 元大台灣價值高息,12.36,-0.07,-0.56%,"20,408"
37,1326 台化,52.10,+ 0.50,+0.97%,"19,585"
38,2882 國泰金,109.50,+ 5.50,+5.29%,"17,819"
39,2637 慧洋-KY,78.40,-0.80,-1.01%,"16,336"
40,1714 和桐,17.95,+ 1.25,+7.49%,"16,293"
41,3702 大聯大,109.00,+ 1.50,+1.40%,"16,225"
42,2401 凌陽,30.75,-0.70,-2.23%,"15,515"
43,00878 國泰永續高股息,32.91,+ 0.30,+0.92%,"14,984"
44,2337 旺宏,166.50,+ 7.50,+4.72%,"14,954"
45,009816凱基台灣TOP50,15.51,+ 0.13,+0.85%,"14,951"
46,1216 統一,75.60,-0.70,-0.92%,"14,584"
47,2027 大成鋼,41.70,-1.95,-4.47%,"14,103"
48,2489 瑞軒,45.90,+ 0.90,+2.00%,"13,662"
49,6005 群益證,39.75,-0.30,-0.75%,"13,411"
50,00891 中信關鍵半導體,36.62,+ 0.47,+1.30%,"13,078"
