Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2317 鴻海,263.00,-14.50,-5.23%,"565,376"
2,2303 聯電,118.50,-9.00,-7.06%,"557,588"
3,2882 國泰金,99.90,-4.10,-3.94%,"372,683"
4,0056 元大高股息,49.62,-1.63,-3.18%,"328,836"
5,2881 富邦金,122.50,-2.50,-2.00%,"328,129"
6,2027 大成鋼,42.50,-0.40,-0.93%,"285,818"
7,3481 群創,44.30,-4.80,-9.78%,"278,227"
8,00919 群益台灣精選高息,30.24,-0.48,-1.56%,"268,841"
9,00878 國泰永續高股息,31.60,-0.71,-2.20%,"256,194"
10,2890 永豐金,33.00,-1.25,-3.65%,"207,666"
11,2609 陽明,50.60,-1.00,-1.94%,"196,549"
12,2344 華邦電,149.00,-7.50,-4.79%,"191,899"
13,2887 台新新光金,28.90,-0.65,-2.20%,"187,845"
14,6770 力積電,64.40,-7.10,-9.93%,"183,422"
15,2891 中信金,68.20,-1.00,-1.45%,"178,192"
16,009820元大納斯達克精選,10.00,-0.20,-1.96%,"148,064"
17,00900 富邦特選高股息30,18.81,-0.61,-3.14%,"121,905"
18,00992A主動群益科技創新,17.47,-0.82,-4.48%,"118,721"
19,1303 南亞,94.80,-4.40,-4.44%,"116,596"
20,2408 南亞科,333.00,-30.00,-8.26%,"109,495"
21,2356 英業達,66.20,-4.40,-6.23%,"105,757"
22,1605 華新,34.80,-1.70,-4.66%,"104,330"
23,2301 光寶科,213.00,-11.00,-4.91%,"103,530"
24,00940 元大台灣價值高息,12.04,-0.32,-2.59%,"103,457"
25,3231 緯創,158.00,-7.50,-4.53%,"101,016"
26,2867 三商壽,8.16,-0.11,-1.33%,"97,497"
27,2337 旺宏,135.00,-10.50,-7.22%,"85,567"
28,2884 玉山金,33.65,-0.55,-1.61%,"83,268"
29,00929 復華台灣科技優息,28.12,-1.31,-4.45%,"78,632"
30,00891 中信關鍵半導體,33.51,-1.44,-4.12%,"72,973"
31,2312 金寶,34.85,-2.35,-6.32%,"69,971"
32,00982A主動群益台灣強棒,22.50,-0.98,-4.17%,"69,493"
33,6005 群益證,38.25,-2.40,-5.90%,"68,819"
34,6116 彩晶,14.40,-1.20,-7.69%,"65,164"
35,3702 大聯大,109.00,-1.50,-1.36%,"64,507"
36,2492 華新科,407.50,-32.50,-7.39%,"60,064"
37,00918 大華優利高填息30,30.10,-0.78,-2.53%,"56,583"
38,00939 統一台灣高息動能,20.71,-0.33,-1.57%,"55,814"
39,00953B群益優選非投等債,9.56,+ 0.01,+0.10%,"55,311"
40,6282 康舒,58.50,-4.70,-7.44%,"55,182"
41,00915 凱基優選高股息30,30.00,-0.62,-2.02%,"53,667"
42,2885 元大金,62.30,-2.50,-3.86%,"51,655"
43,00993A主動安聯台灣,12.94,-0.56,-4.15%,"50,830"
44,00922 國泰台灣領袖50,38.34,-1.31,-3.30%,"43,429"
45,3033 威健,50.20,-0.80,-1.57%,"41,180"
46,1326 台化,46.20,-2.05,-4.25%,"40,289"
47,2606 裕民,68.60,-0.50,-0.72%,"36,923"
48,2615 萬海,83.10,-1.60,-1.89%,"36,053"
49,00945B凱基美國非投等債,14.44,+ 0.02,+0.14%,"35,561"
50,3189 景碩,660.00,-54.00,-7.56%,"34,789"
