Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00919 群益台灣精選高息,23.93,+ 0.21,+0.89%,"1,685,716","548,718","1,136,997"
2,00940 元大台灣價值高息,9.79,+ 0.05,+0.51%,"1,128,771","280,393","848,377"
3,00878 國泰永續高股息,23.28,+ 0.30,+1.31%,"1,167,465","401,702","765,762"
4,00929 復華台灣科技優息,20.00,+ 0.21,+1.06%,"919,982","279,373","640,608"
5,2887 台新新光金,22.90,+ 0.75,+3.39%,"2,400,487","1,971,315","429,172"
6,00939 統一台灣高息動能,15.79,+ 0.17,+1.09%,"435,313","116,562","318,750"
7,2303 聯電,69.30,+ 4.50,+6.94%,"1,352,433","1,098,431","254,002"
8,00900 富邦特選高股息30,14.49,+ 0.10,+0.69%,"387,800","150,689","237,111"
9,2883 凱基金,18.30,+ 0.45,+2.52%,"554,965","330,965","223,999"
10,00712 復華富時不動產,9.60,-0.10,-1.03%,"439,689","236,282","203,406"
11,00680L元大美債20正2,7.28,+ 0.02,+0.28%,"489,627","310,539","179,087"
12,2610 華航,22.50,+ 0.15,+0.67%,"435,362","274,920","160,442"
13,2337 旺宏,76.20,+ 6.90,+9.96%,"667,321","507,871","159,449"
14,00715L期街口布蘭特正2,22.55,+ 0.83,+3.82%,"589,090","446,306","142,783"
15,6770 力積電,60.60,+ 2.10,+3.59%,"1,135,438","992,718","142,719"
16,1303 南亞,81.70,+ 4.60,+5.97%,"663,839","549,355","114,484"
17,00713 元大台灣高息低波,52.10,+ 0.45,+0.87%,"226,818","113,900","112,918"
18,2867 三商壽,7.97,+ 0.08,+1.01%,"307,621","204,021","103,600"
19,1605 華新,40.20,+ 1.35,+3.47%,"794,202","690,691","103,511"
20,00982A主動群益台灣強棒,15.36,+ 0.11,+0.72%,"435,398","335,082","100,316"
21,2884 玉山金,33.65,+ 0.40,+1.20%,"926,608","827,409","99,199"
22,2618 長榮航,38.50,-0.30,-0.77%,"399,632","302,094","97,537"
23,00936 台新永續高息中小,17.63,-0.07,-0.40%,"150,508","55,284","95,223"
24,00918 大華優利高填息30,23.39,+ 0.12,+0.52%,"365,196","272,493","92,703"
25,2882 國泰金,77.10,+ 0.50,+0.65%,"508,613","416,701","91,912"
26,2892 第一金,29.05,-0.15,-0.51%,"800,803","714,348","86,454"
27,00915 凱基優選高股息30,24.12,+ 0.24,+1.01%,"132,733","49,155","83,577"
28,2327 國巨*,287.00,-4.50,-1.54%,"267,119","183,779","83,339"
29,2891 中信金,51.00,+ 0.50,+0.99%,"622,049","540,474","81,574"
30,1101 台泥,26.25,+ 0.55,+2.14%,"465,416","392,737","72,678"
31,2890 永豐金,29.30,+ 0.30,+1.03%,"401,368","331,865","69,503"
32,00688L國泰20年美債正2,7.27,+ 0.03,+0.41%,"213,809","145,508","68,300"
33,2609 陽明,54.30,0.00,0.00%,"221,637","157,520","64,117"
34,00922 國泰台灣領袖50,28.48,+ 0.09,+0.32%,"187,056","125,503","61,552"
35,6282 康舒,58.80,-0.70,-1.18%,"305,277","247,747","57,530"
36,2367 燿華,48.50,+ 4.40,+9.98%,"282,084","225,127","56,956"
37,00885 富邦越南,18.71,-0.22,-1.16%,"130,722","83,468","47,253"
38,00988A主動統一全球創新,11.25,-0.17,-1.49%,"316,297","272,512","43,784"
39,2880 華南金,33.20,+ 0.20,+0.61%,"349,840","306,946","42,893"
40,3037 欣興,333.00,-6.00,-1.77%,"211,725","169,319","42,405"
41,1301 台塑,48.80,+ 4.40,+9.91%,"261,305","221,406","39,898"
42,00961 FT臺灣永續高息,10.27,+ 0.03,+0.29%,"82,022","43,880","38,141"
43,2603 長榮,188.50,-1.00,-0.53%,"139,806","101,829","37,977"
44,2885 元大金,42.40,+ 0.85,+2.05%,"504,508","468,712","35,795"
45,00946 群益科技高息成長,10.53,+ 0.14,+1.35%,"144,855","109,646","35,208"
46,2408 南亞科,286.00,+ 14.50,+5.34%,"348,030","312,973","35,057"
47,00753L中信中國50正2,12.94,-0.08,-0.61%,"225,821","194,369","31,452"
48,3006 晶豪科,156.00,+ 14.00,+9.86%,"121,686","90,389","31,296"
49,2489 瑞軒,24.20,+ 2.20,+10.00%,"124,780","95,048","29,732"
50,009802富邦旗艦50,12.44,+ 0.11,+0.89%,"73,960","46,139","27,820"
