Rank,Stock,Price,Change,ChangePercent,NetSell
1,2834 臺企銀,16.35,-0.10,-0.61%,"-211,457"
2,3481 群創,46.25,-0.15,-0.32%,"-154,243"
3,1303 南亞,227.50,+ 20.50,+9.90%,"-124,913"
4,2884 玉山金,38.55,-0.15,-0.39%,"-123,933"
5,2303 聯電,118.50,-5.00,-4.05%,"-111,532"
6,2409 友達,25.25,-0.25,-0.98%,"-76,961"
7,2327 國巨*,555.00,+ 18.00,+3.35%,"-70,654"
8,2492 華新科,285.00,+ 15.50,+5.75%,"-68,626"
9,2812 台中銀,18.85,-0.15,-0.79%,"-62,106"
10,2801 彰銀,24.70,+ 0.80,+3.35%,"-61,397"
11,2610 華航,20.80,0.00,0.00%,"-59,861"
12,2880 華南金,39.35,-0.25,-0.63%,"-56,608"
13,00878 國泰永續高股息,32.71,-0.11,-0.34%,"-49,006"
14,1718 中纖,10.70,0.00,0.00%,"-47,793"
15,4958 臻鼎-KY,477.00,+ 24.00,+5.30%,"-44,011"
16,5880 合庫金,25.05,+ 0.05,+0.20%,"-41,603"
17,6005 群益證,31.10,+ 0.40,+1.30%,"-39,335"
18,00712 復華富時不動產,8.75,-0.09,-1.02%,"-38,469"
19,2885 元大金,63.20,+ 0.40,+0.64%,"-38,000"
20,2481 強茂,146.50,-4.00,-2.66%,"-36,676"
21,6239 力成,277.00,-9.00,-3.15%,"-36,088"
22,2449 京元電子,247.50,+ 3.50,+1.43%,"-33,670"
23,5388 中磊,77.50,+ 0.10,+0.13%,"-30,806"
24,3702 大聯大,101.50,-3.00,-2.87%,"-30,072"
25,00891 中信關鍵半導體,34.27,-0.09,-0.26%,"-27,589"
26,9904 寶成,24.80,-0.25,-1.00%,"-27,378"
27,8150 南茂,90.30,-0.80,-0.88%,"-27,177"
28,3036 文曄,193.00,-3.50,-1.78%,"-26,186"
29,1101 台泥,24.10,-0.20,-0.82%,"-24,113"
30,1714 和桐,16.55,0.00,0.00%,"-23,799"
31,6505 台塑化,72.70,+ 2.30,+3.27%,"-20,556"
32,3090 日電貿,168.50,+ 3.00,+1.81%,"-20,021"
33,2633 台灣高鐵,26.35,0.00,0.00%,"-19,406"
34,00881 國泰台灣科技龍頭,49.61,+ 0.08,+0.16%,"-15,902"
35,8926 台汽電,57.40,+ 0.30,+0.53%,"-15,769"
36,009820元大納斯達克精選,9.80,+ 0.12,+1.24%,"-15,725"
37,2332 友訊,20.30,+ 0.30,+1.50%,"-15,326"
38,2368 金像電,"1,030.00",-10.00,-0.96%,"-15,255"
39,2478 大毅,125.00,+ 3.00,+2.46%,"-15,101"
40,2308 台達電,"1,770.00",+ 20.00,+1.14%,"-14,310"
41,2489 瑞軒,40.05,-1.45,-3.49%,"-14,248"
42,1409 新纖,25.00,+ 1.05,+4.38%,"-13,930"
43,2645 長榮航太,178.50,-0.50,-0.28%,"-13,909"
44,2352 佳世達,28.00,-0.10,-0.36%,"-13,863"
45,8033 雷虎,199.00,+ 6.50,+3.38%,"-13,605"
46,2458 義隆,139.50,0.00,0.00%,"-13,072"
47,8996 高力,"1,310.00",+ 115.00,+9.62%,"-12,728"
48,8046 南電,"1,295.00",+ 115.00,+9.75%,"-12,227"
49,2412 中華電,135.50,-0.50,-0.37%,"-12,097"
50,3596 智易,160.00,+ 0.50,+0.31%,"-11,587"
