Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2834 臺企銀,18.35,+ 0.35,+1.94%,"43,742"
2,2892 第一金,39.85,+ 0.95,+2.44%,"34,948"
3,3481 群創,47.65,-0.05,-0.10%,"32,953"
4,2412 中華電,142.50,+ 2.00,+1.42%,"30,272"
5,5880 合庫金,27.45,+ 0.25,+0.92%,"26,438"
6,2609 陽明,59.30,-0.10,-0.17%,"26,315"
7,00403A主動統一升級50,10.09,-0.08,-0.79%,"21,610"
8,2812 台中銀,19.45,-0.05,-0.26%,"20,528"
9,2889 國票金,17.05,+ 0.30,+1.79%,"17,768"
10,2481 強茂,159.00,+ 9.00,+6.00%,"14,086"
11,2303 聯電,142.50,+ 2.00,+1.42%,"14,064"
12,2880 華南金,46.30,+ 0.45,+0.98%,"13,968"
13,2886 兆豐金,52.50,+ 0.80,+1.55%,"13,807"
14,2354 鴻準,64.70,-1.00,-1.52%,"12,729"
15,2382 廣達,332.50,-4.00,-1.19%,"12,557"
16,2353 宏碁,31.40,+ 0.30,+0.96%,"10,763"
17,5876 上海商銀,49.90,+ 1.25,+2.57%,"9,745"
18,2845 遠東銀,13.75,+ 0.05,+0.36%,"9,647"
19,3045 台灣大,121.50,+ 0.50,+0.41%,"9,563"
20,2883 凱基金,38.80,+ 0.95,+2.51%,"9,531"
21,1102 亞泥,35.00,-0.30,-0.85%,"9,251"
22,2618 長榮航,42.05,-0.30,-0.71%,"9,170"
23,3702 大聯大,107.00,+ 0.50,+0.47%,"8,754"
24,00409A主動復華全球50,9.53,-0.10,-1.04%,"8,596"
25,1402 遠東新,28.10,-0.55,-1.92%,"8,211"
26,1314 中石化,8.22,+ 0.10,+1.23%,"7,838"
27,2820 華票,17.40,0.00,0.00%,"7,731"
28,6770 力積電,70.70,0.00,0.00%,"7,649"
29,2897 王道銀行,11.25,+ 0.25,+2.27%,"6,959"
30,6257 矽格,210.00,-1.50,-0.71%,"5,720"
31,3711 日月光投控,612.00,-6.00,-0.97%,"5,517"
32,1326 台化,67.60,-2.60,-3.70%,"5,084"
33,2881 富邦金,154.00,+ 5.50,+3.70%,"4,919"
34,3034 聯詠,556.00,+ 9.00,+1.65%,"4,907"
35,2515 中工,12.00,0.00,0.00%,"4,726"
36,1312 國喬,14.45,+ 0.10,+0.70%,"4,570"
37,3037 欣興,970.00,-7.00,-0.72%,"4,342"
38,1718 中纖,10.55,+ 0.15,+1.44%,"3,977"
39,3189 景碩,798.00,-24.00,-2.92%,"3,933"
40,2379 瑞昱,713.00,+ 9.00,+1.28%,"3,449"
41,1802 台玻,57.80,-0.40,-0.69%,"3,444"
42,2305 全友,45.15,+ 4.10,+9.99%,"3,421"
43,6168 宏齊,29.95,+ 0.50,+1.70%,"3,268"
44,2617 台航,33.05,-0.60,-1.78%,"3,233"
45,8046 南電,"1,055.00",-25.00,-2.31%,"3,217"
46,2104 國際中橡,10.30,-0.20,-1.90%,"3,056"
47,9933 中鼎,41.20,-0.50,-1.20%,"2,981"
48,2377 微星,150.50,+ 1.50,+1.01%,"2,910"
49,4904 遠傳,106.00,+ 0.50,+0.47%,"2,905"
50,2885 元大金,70.80,+ 0.80,+1.14%,"2,864"
