Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,9.99,+ 0.24,+2.46%,"-533,870"
2,0050 元大台灣50,103.85,+ 1.35,+1.32%,"-437,340"
3,1303 南亞,208.00,+ 12.50,+6.39%,"-208,365"
4,00981A主動統一台股增長,28.50,+ 0.78,+2.81%,"-150,231"
5,2887 台新新光金,34.60,-0.10,-0.29%,"-130,892"
6,00991A主動復華未來50,17.34,+ 0.63,+3.77%,"-127,427"
7,1314 中石化,8.42,-0.03,-0.36%,"-117,079"
8,6770 力積電,67.90,+ 2.80,+4.30%,"-110,760"
9,2330 台積電,"2,400.00",-10.00,-0.41%,"-83,426"
10,2303 聯電,139.00,+ 4.50,+3.35%,"-66,515"
11,1409 新纖,24.40,+ 0.30,+1.24%,"-51,728"
12,2344 華邦電,171.00,+ 15.50,+9.97%,"-48,127"
13,00992A主動群益科技創新,16.22,+ 0.50,+3.18%,"-47,142"
14,2408 南亞科,445.50,+ 40.50,+10.00%,"-44,216"
15,00929 復華台灣科技優息,29.00,+ 0.73,+2.58%,"-43,478"
16,2449 京元電子,295.00,+ 16.00,+5.73%,"-43,380"
17,1802 台玻,55.60,+ 1.50,+2.77%,"-39,156"
18,00982A主動群益台灣強棒,22.84,+ 0.77,+3.49%,"-38,355"
19,00988A主動統一全球創新,17.63,+ 0.43,+2.50%,"-37,266"
20,0056 元大高股息,50.95,+ 1.40,+2.83%,"-36,844"
21,1102 亞泥,32.45,-0.70,-2.11%,"-36,157"
22,2352 佳世達,30.40,-0.25,-0.82%,"-35,837"
23,00878 國泰永續高股息,32.72,+ 0.67,+2.09%,"-33,717"
24,8150 南茂,100.00,-4.00,-3.85%,"-33,022"
25,2542 興富發,44.80,+ 0.70,+1.59%,"-29,231"
26,6282 康舒,48.70,+ 0.20,+0.41%,"-26,485"
27,1717 長興,62.60,-0.60,-0.95%,"-25,471"
28,2834 臺企銀,18.10,+ 0.10,+0.56%,"-24,674"
29,3037 欣興,907.00,+ 82.00,+9.94%,"-24,097"
30,3711 日月光投控,656.00,+ 23.00,+3.63%,"-23,915"
31,2880 華南金,41.25,+ 0.45,+1.10%,"-21,702"
32,2337 旺宏,135.00,+ 12.00,+9.76%,"-20,729"
33,8046 南電,"1,305.00",+ 115.00,+9.66%,"-18,637"
34,00891 中信關鍵半導體,35.10,+ 0.86,+2.51%,"-17,956"
35,2406 國碩,35.30,+ 3.20,+9.97%,"-17,683"
36,2890 永豐金,40.40,+ 0.20,+0.50%,"-17,276"
37,1504 東元,68.10,+ 0.90,+1.34%,"-16,755"
38,3702 大聯大,118.00,+ 6.50,+5.83%,"-15,843"
39,2515 中工,12.20,-0.10,-0.81%,"-15,580"
40,00935 野村臺灣新科技50,57.00,+ 1.60,+2.89%,"-14,335"
41,00830 國泰費城半導體,87.55,+ 1.45,+1.68%,"-14,308"
42,1605 華新,33.50,+ 0.55,+1.67%,"-14,101"
43,2409 友達,25.80,+ 0.20,+0.78%,"-13,850"
44,1216 統一,76.80,-2.80,-3.52%,"-13,651"
45,00400A主動國泰動能高息,13.88,+ 0.45,+3.35%,"-13,608"
46,2369 菱生,36.45,+ 2.90,+8.64%,"-13,487"
47,2313 華通,208.00,-2.00,-0.95%,"-13,345"
48,009820元大納斯達克精選,9.99,+ 0.15,+1.52%,"-13,065"
49,4989 榮科,72.50,+ 3.50,+5.07%,"-12,570"
50,2363 矽統,59.00,+ 1.60,+2.79%,"-12,171"
