Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,102.85,+ 9.35,+10.00%,"-229,437"
2,00403A主動統一升級50,9.25,+ 0.78,+9.21%,"-208,612"
3,2337 旺宏,100.50,+ 8.70,+9.48%,"-34,713"
4,6770 力積電,54.50,+ 4.95,+9.99%,"-30,785"
5,2382 廣達,291.50,+ 12.50,+4.48%,"-28,387"
6,1301 台塑,55.00,+ 1.00,+1.85%,"-26,117"
7,2303 聯電,121.00,+ 11.00,+10.00%,"-23,481"
8,2449 京元電子,223.50,+ 20.00,+9.83%,"-17,961"
9,2332 友訊,21.25,-0.35,-1.62%,"-16,174"
10,2330 台積電,"2,425.00",+ 220.00,+9.98%,"-16,048"
11,3711 日月光投控,555.00,+ 50.00,+9.90%,"-14,771"
12,1326 台化,57.40,+ 1.00,+1.77%,"-14,510"
13,009820元大納斯達克精選,9.47,+ 0.51,+5.69%,"-14,305"
14,1314 中石化,7.57,+ 0.20,+2.71%,"-14,182"
15,2308 台達電,"1,640.00",+ 110.00,+7.19%,"-13,609"
16,1718 中纖,8.73,+ 0.09,+1.04%,"-13,306"
17,2408 南亞科,360.50,+ 32.50,+9.91%,"-13,151"
18,2880 華南金,43.70,+ 1.05,+2.46%,"-13,142"
19,00685L群益臺灣加權正2,10.83,+ 1.67,+18.23%,"-12,331"
20,3037 欣興,787.00,+ 71.00,+9.92%,"-10,372"
21,6505 台塑化,70.80,-0.80,-1.12%,"-9,920"
22,1710 東聯,12.90,+ 0.20,+1.57%,"-9,918"
23,00919 群益台灣精選高息,29.57,+ 1.32,+4.67%,"-9,141"
24,2301 光寶科,209.00,+ 19.00,+10.00%,"-9,093"
25,00990A主動元大AI新經濟,15.56,+ 1.91,+13.99%,"-9,019"
26,2323 中環,9.94,+ 0.56,+5.97%,"-8,650"
27,00830 國泰費城半導體,84.00,+ 8.15,+10.74%,"-8,525"
28,00988A主動統一全球創新,16.26,+ 2.10,+14.83%,"-8,520"
29,1605 華新,31.45,+ 2.85,+9.97%,"-8,456"
30,2104 國際中橡,9.65,0.00,0.00%,"-8,422"
31,8112 至上,80.30,+ 4.70,+6.22%,"-8,088"
32,6005 群益證,34.20,+ 1.45,+4.43%,"-7,546"
33,0056 元大高股息,49.48,+ 3.19,+6.89%,"-7,492"
34,2369 菱生,29.40,+ 2.50,+9.29%,"-7,127"
35,00891 中信關鍵半導體,33.20,+ 3.01,+9.97%,"-7,114"
36,6153 嘉聯益,14.05,+ 0.55,+4.07%,"-6,983"
37,1313 聯成,10.35,+ 0.10,+0.98%,"-6,894"
38,2454 聯發科,"3,555.00",+ 320.00,+9.89%,"-6,151"
39,6166 凌華,113.00,-12.50,-9.96%,"-6,056"
40,6239 力成,235.50,+ 21.00,+9.79%,"-5,967"
41,3006 晶豪科,180.00,+ 16.00,+9.76%,"-5,795"
42,6165 浪凡,48.55,+ 1.25,+2.64%,"-5,737"
43,8131 福懋科,56.20,+ 5.10,+9.98%,"-5,731"
44,2481 強茂,117.50,+ 10.50,+9.81%,"-5,633"
45,1312 國喬,11.30,+ 0.40,+3.67%,"-5,265"
46,2406 國碩,31.15,+ 2.80,+9.88%,"-5,155"
47,2317 鴻海,250.50,+ 21.00,+9.15%,"-5,152"
48,2360 致茂,"2,100.00",+ 190.00,+9.95%,"-5,061"
49,3035 智原,149.50,-1.00,-0.66%,"-4,823"
50,2515 中工,11.85,+ 0.20,+1.72%,"-4,808"
