Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2409 友達,30.60,+ 2.65,+9.48%,"116,726"
2,2337 旺宏,158.50,-4.00,-2.46%,"37,055"
3,2887 台新新光金,33.00,+ 1.10,+3.45%,"26,742"
4,00712 復華富時不動產,8.77,+ 0.14,+1.62%,"25,184"
5,6116 彩晶,19.25,+ 1.00,+5.48%,"15,289"
6,3016 嘉晶,121.50,-2.50,-2.02%,"14,032"
7,2885 元大金,65.70,-0.60,-0.90%,"13,683"
8,2353 宏碁,32.20,+ 0.30,+0.94%,"12,796"
9,1314 中石化,8.11,+ 0.14,+1.76%,"11,347"
10,6239 力成,311.00,-3.00,-0.96%,"10,318"
11,2801 彰銀,23.55,+ 0.15,+0.64%,"10,121"
12,2105 正新,30.25,+ 0.85,+2.89%,"9,067"
13,00662 富邦NASDAQ,120.40,+ 1.30,+1.09%,"8,620"
14,2603 長榮,184.00,+ 3.00,+1.66%,"7,762"
15,6191 精成科,106.00,+ 5.50,+5.47%,"7,465"
16,2002 中鋼,19.05,+ 0.05,+0.26%,"7,303"
17,2883 凱基金,29.65,-0.25,-0.84%,"6,713"
18,2890 永豐金,39.50,+ 0.35,+0.89%,"6,100"
19,3711 日月光投控,627.00,-5.00,-0.79%,"6,041"
20,8046 南電,"1,080.00",-45.00,-4.00%,"5,489"
21,00631L元大台灣50正2,36.28,+ 1.02,+2.89%,"5,138"
22,3036 文曄,209.00,-6.50,-3.02%,"4,925"
23,1102 亞泥,35.45,-0.30,-0.84%,"4,697"
24,5880 合庫金,24.85,+ 0.15,+0.61%,"4,626"
25,2484 希華,69.20,-7.60,-9.90%,"4,367"
26,2610 華航,23.10,-0.10,-0.43%,"4,120"
27,9907 統一實,15.20,+ 0.25,+1.67%,"4,085"
28,2834 臺企銀,17.80,+ 0.05,+0.28%,"4,029"
29,00885 富邦越南,18.98,+ 0.10,+0.53%,"3,888"
30,1718 中纖,12.25,+ 1.10,+9.87%,"3,824"
31,2542 興富發,43.10,+ 0.20,+0.47%,"3,807"
32,2367 燿華,54.70,+ 1.90,+3.60%,"3,775"
33,009805新光美國電力基建,16.89,-0.16,-0.94%,"3,689"
34,2006 東和鋼鐵,70.00,+ 0.20,+0.29%,"3,676"
35,2891 中信金,70.30,0.00,0.00%,"3,673"
36,00983A主動中信ARK創新,12.04,+ 0.32,+2.73%,"3,590"
37,2368 金像電,"1,155.00",-35.00,-2.94%,"3,587"
38,009817國泰日本不動產,8.94,+ 0.02,+0.22%,"3,543"
39,6139 亞翔,955.00,+ 77.00,+8.77%,"3,522"
40,00753L中信中國50正2,8.33,+ 0.37,+4.65%,"3,498"
41,2377 微星,139.00,+ 7.50,+5.70%,"3,239"
42,00940 元大台灣價值高息,12.48,+ 0.14,+1.13%,"3,237"
43,6005 群益證,37.55,-0.25,-0.66%,"3,221"
44,00665L富邦恒生國企正2,7.72,+ 0.34,+4.61%,"3,107"
45,6505 台塑化,55.30,+ 1.80,+3.36%,"3,013"
46,6202 盛群,63.00,-0.90,-1.41%,"2,940"
47,9914 美利達,78.00,+ 4.40,+5.98%,"2,787"
48,3033 威健,48.80,-0.20,-0.41%,"2,756"
49,2464 盟立,160.00,+ 4.50,+2.89%,"2,726"
50,6226 光鼎,20.05,+ 1.80,+9.86%,"2,649"
