Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2884 玉山金,36.05,-0.90,-2.44%,"101,387"
2,2002 中鋼,18.85,+ 0.05,+0.27%,"68,360"
3,2618 長榮航,42.10,-0.20,-0.47%,"61,660"
4,2883 凱基金,30.45,+ 0.75,+2.53%,"48,534"
5,3231 緯創,164.00,+ 14.50,+9.70%,"43,217"
6,2356 英業達,61.70,+ 1.60,+2.66%,"39,055"
7,2882 國泰金,96.80,+ 1.00,+1.04%,"38,422"
8,00712 復華富時不動產,8.90,-0.01,-0.11%,"37,945"
9,2891 中信金,64.00,+ 1.30,+2.07%,"37,271"
10,2412 中華電,138.50,-0.50,-0.36%,"36,631"
11,2317 鴻海,251.50,+ 5.50,+2.24%,"36,108"
12,2812 台中銀,20.45,0.00,0.00%,"35,779"
13,00631L元大台灣50正2,34.80,+ 0.46,+1.34%,"35,339"
14,3045 台灣大,112.50,+ 0.50,+0.45%,"34,449"
15,2867 三商壽,9.28,-0.23,-2.42%,"33,188"
16,2027 大成鋼,43.75,+ 2.60,+6.32%,"30,705"
17,5876 上海商銀,45.00,-0.65,-1.42%,"29,994"
18,1402 遠東新,27.20,-0.15,-0.55%,"28,994"
19,3576 聯合再生,19.45,+ 0.35,+1.83%,"28,840"
20,2603 長榮,206.00,+ 3.00,+1.48%,"28,240"
21,2324 仁寶,36.20,+ 0.20,+0.56%,"28,046"
22,3481 群創,52.50,+ 1.80,+3.55%,"27,633"
23,00918 大華優利高填息30,32.40,+ 0.58,+1.82%,"26,134"
24,1101 台泥,23.85,-0.20,-0.83%,"23,869"
25,2615 萬海,85.10,-0.10,-0.12%,"23,439"
26,2353 宏碁,30.55,+ 0.35,+1.16%,"22,877"
27,6505 台塑化,85.10,-0.30,-0.35%,"22,661"
28,5880 合庫金,25.55,-0.15,-0.58%,"20,642"
29,009816凱基台灣TOP50,15.04,+ 0.28,+1.90%,"20,541"
30,8112 至上,88.10,+ 1.90,+2.20%,"20,537"
31,2609 陽明,51.40,+ 0.50,+0.98%,"19,968"
32,2885 元大金,63.10,+ 1.80,+2.94%,"19,889"
33,4938 和碩,84.40,+ 1.60,+1.93%,"19,801"
34,00953B群益優選非投等債,9.82,+ 0.01,+0.10%,"19,463"
35,1102 亞泥,32.45,-0.70,-2.11%,"19,060"
36,2105 正新,31.25,-1.00,-3.10%,"17,011"
37,2347 聯強,88.20,+ 2.90,+3.40%,"16,685"
38,4904 遠傳,103.00,+ 1.00,+0.98%,"15,928"
39,00405A主動富邦台灣龍耀,8.30,+ 0.30,+3.75%,"15,534"
40,2337 旺宏,135.00,+ 12.00,+9.76%,"15,164"
41,2382 廣達,329.00,+ 5.00,+1.54%,"13,602"
42,1326 台化,70.60,+ 2.00,+2.92%,"13,150"
43,6005 群益證,34.15,+ 0.55,+1.64%,"12,884"
44,2377 微星,155.00,+ 9.00,+6.16%,"12,355"
45,2881 富邦金,127.00,+ 3.50,+2.83%,"12,205"
46,00407A主動凱基台灣,9.24,+ 0.33,+3.70%,"12,183"
47,2610 華航,21.35,-0.10,-0.47%,"11,479"
48,9904 寶成,24.25,-0.15,-0.61%,"10,157"
49,00997A主動群益美國增長,11.65,+ 0.16,+1.39%,"8,689"
50,1810 和成,34.15,+ 3.10,+9.98%,"8,581"
