Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.70,+ 0.09,+0.85%,"443,944"
2,00981A主動統一台股增長,30.82,-0.02,-0.06%,"77,990"
3,00631L元大台灣50正2,37.31,+ 0.24,+0.65%,"57,136"
4,00992A主動群益科技創新,18.51,+ 0.27,+1.48%,"55,675"
5,2344 華邦電,197.00,+ 8.00,+4.23%,"51,334"
6,2883 凱基金,29.70,+ 0.90,+3.13%,"49,803"
7,2408 南亞科,425.00,+ 29.50,+7.46%,"40,430"
8,00990A主動元大AI新經濟,20.89,+ 0.42,+2.05%,"38,694"
9,2890 永豐金,35.30,+ 0.10,+0.28%,"38,284"
10,2618 長榮航,39.75,-0.20,-0.50%,"36,373"
11,2884 玉山金,35.20,+ 0.55,+1.59%,"35,306"
12,5880 合庫金,24.60,+ 0.45,+1.86%,"34,700"
13,009816凱基台灣TOP50,15.51,+ 0.13,+0.85%,"31,393"
14,00991A主動復華未來50,19.84,+ 0.15,+0.76%,"31,280"
15,2891 中信金,70.80,+ 0.70,+1.00%,"30,462"
16,2887 台新新光金,32.30,+ 0.70,+2.22%,"27,665"
17,00405A主動富邦台灣龍耀,9.37,+ 0.03,+0.32%,"25,439"
18,1326 台化,52.10,+ 0.50,+0.97%,"23,997"
19,00400A主動國泰動能高息,14.72,+ 0.09,+0.62%,"23,983"
20,1303 南亞,115.00,-2.00,-1.71%,"23,703"
21,0050 元大台灣50,105.90,+ 0.65,+0.62%,"23,558"
22,2892 第一金,31.80,+ 0.50,+1.60%,"23,087"
23,2880 華南金,37.45,+ 0.75,+2.04%,"21,112"
24,1802 台玻,68.20,+ 0.80,+1.19%,"19,465"
25,2610 華航,21.20,-0.20,-0.93%,"18,315"
26,2317 鴻海,269.00,+ 1.50,+0.56%,"18,278"
27,1301 台塑,46.75,-0.50,-1.06%,"16,580"
28,1402 遠東新,28.55,+ 1.00,+3.63%,"16,506"
29,00982A主動群益台灣強棒,23.97,-0.15,-0.62%,"16,454"
30,2801 彰銀,22.80,+ 0.15,+0.66%,"14,251"
31,2867 三商壽,8.53,+ 0.16,+1.91%,"13,849"
32,00999A主動野村臺灣高息,11.13,+ 0.01,+0.09%,"13,042"
33,2882 國泰金,109.50,+ 5.50,+5.29%,"12,127"
34,2881 富邦金,132.00,+ 4.50,+3.53%,"11,891"
35,2812 台中銀,19.75,+ 0.15,+0.77%,"11,628"
36,6005 群益證,39.75,-0.30,-0.75%,"11,505"
37,2401 凌陽,30.75,-0.70,-2.23%,"11,461"
38,00878 國泰永續高股息,32.91,+ 0.30,+0.92%,"10,977"
39,2489 瑞軒,45.90,+ 0.90,+2.00%,"10,373"
40,00891 中信關鍵半導體,36.62,+ 0.47,+1.30%,"10,353"
41,3019 亞光,164.00,+ 6.00,+3.80%,"9,705"
42,2330 台積電,"2,400.00",+ 25.00,+1.05%,"9,265"
43,00940 元大台灣價值高息,12.36,-0.07,-0.56%,"9,248"
44,2337 旺宏,166.50,+ 7.50,+4.72%,"8,870"
45,2327 國巨*,950.00,+ 10.00,+1.06%,"8,849"
46,2834 臺企銀,17.50,+ 0.20,+1.16%,"8,672"
47,0052 富邦科技,61.85,+ 0.25,+0.41%,"8,522"
48,0056 元大高股息,51.55,+ 0.05,+0.10%,"8,518"
49,6191 精成科,100.50,-2.50,-2.43%,"7,775"
50,2478 大毅,207.00,+ 18.50,+9.81%,"7,440"
