Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,104.45,+ 1.35,+1.31%,"-329,284"
2,3481 群創,67.00,+ 2.00,+3.08%,"-197,736"
3,2344 華邦電,203.00,-3.50,-1.69%,"-132,865"
4,00981A主動統一台股增長,29.94,+ 0.03,+0.10%,"-115,307"
5,00991A主動復華未來50,19.65,-0.10,-0.51%,"-114,279"
6,2884 玉山金,34.50,-0.05,-0.14%,"-109,158"
7,00988A主動統一全球創新,21.45,-0.47,-2.14%,"-108,872"
8,00403A主動統一升級50,10.62,+ 0.06,+0.57%,"-107,841"
9,2886 兆豐金,46.20,+ 0.05,+0.11%,"-101,756"
10,2317 鴻海,246.50,-2.00,-0.80%,"-97,707"
11,3231 緯創,154.50,+ 1.50,+0.98%,"-78,649"
12,2880 華南金,37.30,+ 0.40,+1.08%,"-75,853"
13,00400A主動國泰動能高息,14.22,+ 0.01,+0.07%,"-73,607"
14,4904 遠傳,106.00,-1.00,-0.93%,"-70,901"
15,00919 群益台灣精選高息,29.46,-0.10,-0.34%,"-68,836"
16,2330 台積電,"2,370.00",+ 30.00,+1.28%,"-63,474"
17,00631L元大台灣50正2,36.28,+ 1.02,+2.89%,"-62,277"
18,2408 南亞科,453.00,+ 4.00,+0.89%,"-57,263"
19,6770 力積電,78.90,+ 0.60,+0.77%,"-55,870"
20,2890 永豐金,39.50,+ 0.35,+0.89%,"-53,628"
21,9904 寶成,25.40,+ 0.10,+0.40%,"-53,466"
22,2312 金寶,33.60,+ 0.10,+0.30%,"-51,025"
23,1605 華新,35.40,0.00,0.00%,"-45,701"
24,00405A主動富邦台灣龍耀,8.90,-0.10,-1.11%,"-45,539"
25,1802 台玻,68.00,+ 2.00,+3.03%,"-45,165"
26,00997A主動群益美國增長,13.80,-0.18,-1.29%,"-45,093"
27,00990A主動元大AI新經濟,19.90,-0.33,-1.63%,"-44,261"
28,1303 南亞,151.50,+ 3.50,+2.36%,"-44,238"
29,009816凱基台灣TOP50,15.05,+ 0.05,+0.33%,"-43,791"
30,1402 遠東新,29.05,+ 0.55,+1.93%,"-41,652"
31,0056 元大高股息,51.80,+ 0.35,+0.68%,"-41,540"
32,6282 康舒,54.20,+ 0.10,+0.18%,"-40,959"
33,2892 第一金,33.00,+ 0.35,+1.07%,"-40,138"
34,2324 仁寶,34.20,-0.60,-1.72%,"-38,104"
35,2633 台灣高鐵,26.50,+ 0.45,+1.73%,"-37,831"
36,2845 遠東銀,13.10,+ 0.10,+0.77%,"-33,564"
37,2882 國泰金,101.50,-4.50,-4.25%,"-33,503"
38,5876 上海商銀,42.80,+ 0.40,+0.94%,"-30,876"
39,00982A主動群益台灣強棒,23.65,+ 0.06,+0.25%,"-28,973"
40,2313 華通,221.00,-1.50,-0.67%,"-27,523"
41,00878 國泰永續高股息,32.90,+ 0.19,+0.58%,"-26,960"
42,1101 台泥,24.15,0.00,0.00%,"-25,149"
43,2412 中華電,142.00,-1.00,-0.70%,"-24,960"
44,00927 群益半導體收益,40.15,+ 0.34,+0.85%,"-24,266"
45,009820元大納斯達克精選,9.79,+ 0.07,+0.72%,"-23,844"
46,1216 統一,75.70,+ 1.10,+1.47%,"-22,665"
47,00891 中信關鍵半導體,36.04,+ 0.23,+0.64%,"-22,495"
48,4958 臻鼎-KY,573.00,-7.00,-1.21%,"-22,434"
49,8112 至上,92.10,+ 0.90,+0.99%,"-21,954"
50,0052 富邦科技,61.35,+ 0.75,+1.24%,"-21,849"
