Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,10.01,+ 0.35,+3.62%,"375,031","2,220,435","-1,845,403"
2,2892 第一金,27.70,-0.05,-0.18%,"81,129","237,671","-156,541"
3,00631L元大台灣50正2,31.58,+ 2.07,+7.01%,"87,402","232,040","-144,637"
4,0050 元大台灣50,95.85,+ 3.35,+3.62%,"88,660","211,911","-123,251"
5,2337 旺宏,141.00,0.00,0.00%,"39,259","137,040","-97,780"
6,2344 華邦電,114.00,-1.50,-1.30%,"80,095","173,516","-93,420"
7,00891 中信關鍵半導體,32.62,+ 1.40,+4.48%,"44,669","127,245","-82,575"
8,009816凱基台灣TOP50,13.89,+ 0.55,+4.12%,"149,682","231,661","-81,978"
9,6770 力積電,59.10,+ 1.30,+2.25%,"27,361","79,608","-52,247"
10,00988A主動統一全球創新,19.18,+ 0.96,+5.27%,"92,748","143,963","-51,214"
11,00982A主動群益台灣強棒,22.10,+ 1.04,+4.94%,"55,957","105,599","-49,642"
12,00999A主動野村臺灣高息,10.28,+ 0.29,+2.90%,"35,319","81,464","-46,144"
13,00712 復華富時不動產,8.76,+ 0.06,+0.69%,"26,986","70,225","-43,238"
14,00981A主動統一台股增長,28.86,+ 1.63,+5.99%,"207,636","241,522","-33,886"
15,2408 南亞科,293.00,+ 18.00,+6.55%,"37,757","69,680","-31,922"
16,00991A主動復華未來50,17.92,+ 0.99,+5.85%,"67,052","98,090","-31,037"
17,2890 永豐金,29.70,-0.10,-0.34%,"59,817","86,015","-26,198"
18,2002 中鋼,18.20,+ 0.10,+0.55%,"27,121","51,623","-24,502"
19,00673R期元大S＆P原油反1,11.66,+ 0.45,+4.01%,"29,895","53,665","-23,769"
20,2883 凱基金,21.40,-0.20,-0.93%,"110,120","132,432","-22,312"
21,2330 台積電,"2,230.00",+ 45.00,+2.06%,"27,458","47,914","-20,456"
22,2449 京元電子,286.00,+ 8.50,+3.06%,"16,354","36,206","-19,851"
23,009805新光美國電力基建,16.40,+ 0.30,+1.86%,"27,631","46,703","-19,071"
24,1802 台玻,65.10,+ 1.20,+1.88%,"18,077","33,715","-15,637"
25,2382 廣達,308.00,+ 18.00,+6.21%,"47,976","63,496","-15,520"
26,00984D主動聯博全球非投,10.10,+ 0.05,+0.50%,"15,736","31,212","-15,476"
27,1326 台化,45.45,+ 0.90,+2.02%,"10,019","25,337","-15,318"
28,3006 晶豪科,222.00,-0.50,-0.22%,"8,861","23,832","-14,970"
29,2801 彰銀,20.30,-0.05,-0.25%,"24,861","39,099","-14,238"
30,5880 合庫金,22.70,0.00,0.00%,"18,785","32,957","-14,171"
31,00990A主動元大AI新經濟,17.67,+ 1.10,+6.64%,"63,175","77,314","-14,139"
32,3711 日月光投控,510.00,+ 34.00,+7.14%,"27,403","40,353","-12,949"
33,3149 正達,56.60,+ 0.60,+1.07%,"8,176","20,303","-12,126"
34,9904 寶成,25.80,+ 0.15,+0.58%,"26,361","38,033","-11,672"
35,2371 大同,28.40,+ 0.35,+1.25%,"17,844","29,258","-11,413"
36,00980A主動野村臺灣優選,22.49,+ 1.09,+5.09%,"19,122","30,397","-11,275"
37,2329 華泰,52.90,+ 1.50,+2.92%,"6,358","17,113","-10,754"
38,00753L中信中國50正2,10.08,-0.09,-0.88%,"20,810","31,247","-10,436"
39,2441 超豐,106.50,+ 4.00,+3.90%,"6,972","16,975","-10,002"
40,00935 野村臺灣新科技50,54.20,+ 3.05,+5.96%,"13,979","23,117","-9,138"
41,00665L富邦恒生國企正2,9.66,-0.05,-0.51%,"21,834","30,896","-9,062"
42,1101 台泥,24.20,+ 0.05,+0.21%,"50,511","58,963","-8,451"
43,8150 南茂,75.90,+ 1.50,+2.02%,"8,158","16,268","-8,110"
44,00738U期元大道瓊白銀,60.75,+ 1.00,+1.67%,"10,251","17,792","-7,541"
45,2885 元大金,54.70,-0.40,-0.73%,"44,006","51,263","-7,256"
46,2812 台中銀,19.00,+ 0.10,+0.53%,"15,175","22,405","-7,230"
47,2377 微星,113.00,+ 3.50,+3.20%,"19,307","26,537","-7,230"
48,1301 台塑,45.75,+ 0.35,+0.77%,"15,686","22,459","-6,773"
49,2301 光寶科,204.50,+ 0.50,+0.25%,"23,036","29,659","-6,623"
50,2845 遠東銀,12.00,+ 0.05,+0.42%,"12,933","19,463","-6,530"
