Rank,Stock,Price,Change,ChangePercent,NetSell
1,2834 臺企銀,18.00,+ 0.10,+0.56%,"-173,832"
2,2884 玉山金,46.30,+ 1.35,+3.00%,"-133,168"
3,1303 南亞,234.50,-9.50,-3.89%,"-127,402"
4,2610 華航,20.40,+ 0.20,+0.99%,"-95,709"
5,3481 群創,47.70,-1.65,-3.34%,"-94,950"
6,00712 復華富時不動產,8.38,-0.15,-1.76%,"-85,419"
7,2801 彰銀,27.90,+ 1.05,+3.91%,"-84,495"
8,2327 國巨*,544.00,-28.00,-4.90%,"-83,247"
9,2303 聯電,140.50,-2.00,-1.40%,"-69,031"
10,9904 寶成,24.20,+ 0.10,+0.41%,"-68,513"
11,2492 華新科,311.50,-22.50,-6.74%,"-63,655"
12,2449 京元電子,263.00,-8.50,-3.13%,"-56,152"
13,4958 臻鼎-KY,495.00,+ 0.50,+0.10%,"-51,798"
14,2481 強茂,150.00,-4.50,-2.91%,"-50,696"
15,6005 群益證,31.50,-0.10,-0.32%,"-46,749"
16,3036 文曄,191.00,-1.50,-0.78%,"-45,409"
17,1718 中纖,10.40,-0.20,-1.89%,"-43,133"
18,5388 中磊,71.70,+ 0.60,+0.84%,"-40,628"
19,1409 新纖,24.45,-0.70,-2.78%,"-38,804"
20,00919 群益台灣精選高息,32.48,-0.07,-0.22%,"-38,804"
21,1714 和桐,15.35,-1.15,-6.97%,"-38,314"
22,6919 康霈*,79.50,-6.10,-7.13%,"-38,164"
23,00685L群益臺灣加權正2,11.84,-0.42,-3.43%,"-36,507"
24,6239 力成,273.00,-10.50,-3.70%,"-33,743"
25,009828中信台日韓PCB,9.45,-0.14,-1.46%,"-30,902"
26,00918 大華優利高填息30,35.34,-0.04,-0.11%,"-30,040"
27,6116 彩晶,14.10,-0.60,-4.08%,"-29,918"
28,2633 台灣高鐵,26.05,+ 0.05,+0.19%,"-29,439"
29,6505 台塑化,83.60,-2.60,-3.02%,"-29,140"
30,2887 台新新光金,42.65,+ 0.50,+1.19%,"-28,984"
31,1101 台泥,24.50,-0.30,-1.21%,"-28,757"
32,009820元大納斯達克精選,9.77,-0.14,-1.41%,"-24,139"
33,3090 日電貿,163.00,-8.00,-4.68%,"-22,875"
34,2308 台達電,"1,620.00",-55.00,-3.28%,"-22,717"
35,2368 金像電,"1,030.00",-15.00,-1.44%,"-22,053"
36,2332 友訊,19.00,+ 0.15,+0.80%,"-20,515"
37,3702 大聯大,106.50,-1.50,-1.39%,"-20,076"
38,8150 南茂,86.70,-4.20,-4.62%,"-19,797"
39,2645 長榮航太,173.00,+ 0.50,+0.29%,"-19,705"
40,8033 雷虎,172.50,+ 1.00,+0.58%,"-19,262"
41,8926 台汽電,58.00,-0.70,-1.19%,"-19,112"
42,00881 國泰台灣科技龍頭,49.96,-0.54,-1.07%,"-18,465"
43,8039 台虹,272.00,-3.00,-1.09%,"-17,571"
44,6257 矽格,211.50,-5.50,-2.53%,"-17,433"
45,3596 智易,152.50,-2.00,-1.29%,"-17,188"
46,8996 高力,"1,330.00",+ 30.00,+2.31%,"-15,767"
47,3033 威健,41.55,-0.50,-1.19%,"-15,141"
48,2105 正新,30.40,-0.20,-0.65%,"-14,764"
49,00961 FT臺灣永續高息,13.36,-0.07,-0.52%,"-14,559"
50,3704 合勤控,40.50,+ 1.10,+2.79%,"-14,325"
