Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00632R元大台灣50反1,10.01,+ 0.06,+0.60%,"118,031","369,038","-251,006"
2,00881 國泰台灣科技龍頭,54.80,-0.20,-0.36%,"43,528","172,946","-129,418"
3,2610 華航,19.90,-0.20,-1.00%,"55,911","179,177","-123,265"
4,00961 FT臺灣永續高息,13.44,+ 0.13,+0.98%,"29,237","119,149","-89,911"
5,00878 國泰永續高股息,33.87,+ 0.09,+0.27%,"36,458","117,823","-81,364"
6,2409 友達,25.80,+ 0.05,+0.19%,"163,516","236,909","-73,393"
7,00984D主動聯博全球非投,10.12,-0.03,-0.30%,"34,701","91,679","-56,978"
8,2834 臺企銀,16.30,-0.15,-0.91%,"44,397","99,080","-54,682"
9,009826貝萊德世界股票,10.30,-0.01,-0.10%,"43,522","89,802","-46,279"
10,2880 華南金,38.95,-0.15,-0.38%,"75,722","116,630","-40,907"
11,00891 中信關鍵半導體,36.38,-0.19,-0.52%,"16,406","55,377","-38,971"
12,5880 合庫金,24.20,0.00,0.00%,"39,482","78,373","-38,891"
13,2618 長榮航,39.90,-1.10,-2.68%,"48,893","85,224","-36,330"
14,00953B群益優選非投等債,9.72,-0.04,-0.41%,"36,480","71,179","-34,698"
15,00664R國泰臺灣加權反1,1.62,+ 0.01,+0.62%,"40,127","73,163","-33,035"
16,2886 兆豐金,47.35,+ 1.50,+3.27%,"94,494","126,183","-31,688"
17,2892 第一金,33.35,+ 0.20,+0.60%,"111,339","141,940","-30,601"
18,00673R期元大S＆P原油反1,12.90,+ 0.16,+1.26%,"25,874","54,431","-28,557"
19,00929 復華台灣科技優息,29.44,-0.23,-0.78%,"29,695","55,022","-25,327"
20,00923 群益台ESG低碳50,42.88,-0.11,-0.26%,"12,165","37,318","-25,153"
21,8150 南茂,91.90,-1.00,-1.08%,"40,789","60,051","-19,261"
22,1314 中石化,7.68,+ 0.02,+0.26%,"49,310","67,456","-18,145"
23,5388 中磊,79.80,-1.30,-1.60%,"9,700","27,393","-17,693"
24,3045 台灣大,108.00,-0.50,-0.46%,"17,431","34,002","-16,571"
25,1402 遠東新,27.10,+ 0.15,+0.56%,"38,636","54,907","-16,270"
26,2449 京元電子,247.00,-6.50,-2.56%,"20,726","35,241","-14,514"
27,6005 群益證,30.90,+ 0.30,+0.98%,"13,751","28,112","-14,360"
28,2492 華新科,302.50,-14.00,-4.42%,"31,885","44,439","-12,554"
29,6116 彩晶,13.90,-0.05,-0.36%,"33,781","45,547","-11,766"
30,2105 正新,30.40,-0.30,-0.98%,"12,055","23,780","-11,724"
31,2412 中華電,135.00,-1.00,-0.74%,"12,085","23,656","-11,571"
32,00676R富邦臺灣加權反1,5.53,+ 0.03,+0.55%,"15,685","27,114","-11,428"
33,2646 星宇航空,20.40,0.00,0.00%,"7,895","19,036","-11,140"
34,00686R群益臺灣加權反1,0.99,0.00,0.00%,"21,052","31,476","-10,424"
35,3090 日電貿,174.50,-0.50,-0.29%,"6,345","16,502","-10,157"
36,2812 台中銀,18.65,0.00,0.00%,"21,502","31,533","-10,031"
37,2884 玉山金,37.65,+ 0.35,+0.94%,"83,917","93,172","-9,254"
38,4958 臻鼎-KY,489.50,+ 12.00,+2.51%,"28,551","37,370","-8,818"
39,2478 大毅,128.00,-2.00,-1.54%,"10,254","18,933","-8,679"
40,00753L中信中國50正2,9.35,-0.37,-3.81%,"17,353","25,110","-7,756"
41,2425 承啟,41.10,-0.85,-2.03%,"6,785","14,204","-7,418"
42,2801 彰銀,23.55,0.00,0.00%,"35,893","43,286","-7,392"
43,8926 台汽電,56.70,+ 0.90,+1.61%,"5,958","13,098","-7,140"
44,00945B凱基美國非投等債,14.65,-0.04,-0.27%,"17,042","23,690","-6,648"
45,3702 大聯大,115.00,-8.50,-6.88%,"20,658","27,110","-6,452"
46,2327 國巨*,622.00,-40.00,-6.04%,"46,942","53,391","-6,449"
47,2101 南港,31.55,-2.70,-7.88%,"4,546","10,871","-6,325"
48,6239 力成,278.00,-5.00,-1.77%,"15,936","22,214","-6,278"
49,6505 台塑化,70.90,+ 1.10,+1.58%,"16,220","22,447","-6,227"
50,1714 和桐,16.40,-0.30,-1.80%,"19,285","25,376","-6,091"
