Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.25,+ 0.09,+0.89%,"100,214"
2,2883 凱基金,32.15,-0.10,-0.31%,"60,395"
3,2892 第一金,33.35,-0.05,-0.15%,"49,863"
4,2886 兆豐金,46.15,-0.45,-0.97%,"39,329"
5,2344 華邦電,186.00,+ 4.50,+2.48%,"37,875"
6,00981A主動統一台股增長,29.52,+ 0.08,+0.27%,"31,275"
7,2610 華航,20.80,0.00,0.00%,"28,482"
8,6116 彩晶,14.85,+ 0.45,+3.13%,"27,238"
9,00982A主動群益台灣強棒,22.35,+ 0.16,+0.72%,"25,359"
10,2603 長榮,232.50,+ 1.50,+0.65%,"24,319"
11,1605 華新,38.90,-0.50,-1.27%,"23,424"
12,00406A主動中信台灣收益,9.70,+ 0.04,+0.41%,"22,654"
13,2408 南亞科,541.00,+ 24.00,+4.64%,"21,370"
14,1216 統一,77.10,-0.60,-0.77%,"19,767"
15,2615 萬海,113.50,-1.50,-1.30%,"19,750"
16,2889 國票金,16.20,+ 0.45,+2.86%,"19,728"
17,3045 台灣大,115.50,0.00,0.00%,"18,334"
18,1301 台塑,63.10,+ 3.00,+4.99%,"17,208"
19,2606 裕民,74.30,+ 2.30,+3.19%,"17,147"
20,2337 旺宏,127.50,+ 2.00,+1.59%,"17,061"
21,00878 國泰永續高股息,32.71,-0.11,-0.34%,"16,859"
22,00992A主動群益科技創新,18.45,+ 0.29,+1.60%,"16,696"
23,2371 大同,29.20,+ 1.55,+5.61%,"13,274"
24,2609 陽明,57.90,+ 0.30,+0.52%,"12,715"
25,1802 台玻,59.20,-0.50,-0.84%,"12,274"
26,2426 鼎元,96.60,-3.20,-3.21%,"11,833"
27,2618 長榮航,42.75,-0.25,-0.58%,"11,393"
28,5880 合庫金,25.05,+ 0.05,+0.20%,"11,299"
29,2353 宏碁,31.20,-0.20,-0.64%,"11,283"
30,2354 鴻準,64.40,+ 2.90,+4.72%,"11,256"
31,2812 台中銀,18.85,-0.15,-0.79%,"11,194"
32,1326 台化,63.20,+ 2.90,+4.81%,"10,893"
33,2881 富邦金,141.50,+ 3.00,+2.17%,"10,889"
34,2637 慧洋-KY,94.60,+ 3.40,+3.73%,"10,855"
35,2313 華通,244.00,+ 22.00,+9.91%,"10,736"
36,1102 亞泥,35.10,-0.10,-0.28%,"10,473"
37,1717 長興,75.80,+ 3.90,+5.42%,"10,325"
38,6770 力積電,69.60,-0.40,-0.57%,"9,781"
39,0056 元大高股息,53.60,+ 0.35,+0.66%,"9,645"
40,2382 廣達,333.50,+ 1.00,+0.30%,"8,834"
41,2880 華南金,39.35,-0.25,-0.63%,"8,508"
42,2882 國泰金,102.50,0.00,0.00%,"8,417"
43,1608 華榮,38.20,+ 0.60,+1.60%,"8,330"
44,009821野村稀土關鍵資源,15.92,-0.17,-1.06%,"8,312"
45,2897 王道銀行,10.35,+ 0.05,+0.49%,"8,225"
46,00929 復華台灣科技優息,29.05,+ 0.07,+0.24%,"8,084"
47,2481 強茂,146.50,-4.00,-2.66%,"7,670"
48,6269 台郡,72.90,+ 6.60,+9.95%,"7,397"
49,2330 台積電,"2,410.00",-5.00,-0.21%,"6,933"
50,5871 中租-KY,114.50,-2.50,-2.14%,"6,842"
