Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.59,+ 0.28,+3.01%,"700,481","2,670,840","-1,970,359"
2,00918 大華優利高填息30,34.15,-0.35,-1.01%,"225,129","1,217,948","-992,818"
3,00712 復華富時不動產,7.97,-0.05,-0.62%,"239,022","1,049,694","-810,672"
4,00919 群益台灣精選高息,31.96,-0.15,-0.47%,"312,735","1,071,480","-758,745"
5,009828中信台日韓PCB,9.34,+ 0.16,+1.74%,"145,293","594,691","-449,398"
6,00673R期元大S＆P原油反1,10.26,+ 0.11,+1.08%,"210,940","604,096","-393,155"
7,00961 FT臺灣永續高息,13.33,+ 0.02,+0.15%,"103,685","355,444","-251,759"
8,00953B群益優選非投等債,9.57,-0.01,-0.10%,"252,906","493,893","-240,987"
9,00929 復華台灣科技優息,29.03,+ 0.47,+1.65%,"156,296","353,538","-197,242"
10,00984D主動聯博全球非投,9.88,+ 0.01,+0.10%,"121,107","294,635","-173,528"
11,009826貝萊德世界股票,10.03,+ 0.03,+0.30%,"93,823","226,032","-132,208"
12,00632R元大台灣50反1,9.67,-0.17,-1.73%,"911,290","1,022,321","-111,031"
13,00404A主動聯博動能50,9.71,+ 0.19,+2.00%,"82,576","186,388","-103,811"
14,00896 中信綠能及電動車,27.13,+ 0.50,+1.88%,"48,618","148,565","-99,946"
15,009829大華韓國KOSPI50,10.63,+ 0.23,+2.21%,"164,576","264,148","-99,572"
16,2324 仁寶,37.70,+ 0.30,+0.80%,"272,610","363,482","-90,871"
17,009803玉山市值動能50,21.21,+ 0.39,+1.87%,"39,957","116,011","-76,054"
18,1101 台泥,24.35,-0.10,-0.41%,"498,291","567,590","-69,298"
19,2002 中鋼,18.75,+ 0.05,+0.27%,"151,553","205,338","-53,784"
20,009827玉山未來全球算力,10.16,+ 0.15,+1.50%,"45,159","92,093","-46,934"
21,6919 康霈*,85.80,+ 2.90,+3.50%,"72,221","117,315","-45,094"
22,00409A主動復華全球50,9.78,+ 0.25,+2.62%,"158,927","203,711","-44,784"
23,2344 華邦電,179.50,+ 9.50,+5.59%,"559,843","603,632","-43,789"
24,00985B群益ESG投等債0-5,10.12,-0.01,-0.10%,"81,166","121,608","-40,441"
25,00664R國泰臺灣加權反1,1.56,-0.03,-1.89%,"169,199","209,417","-40,217"
26,00962 台新AI優息動能,15.05,+ 0.15,+1.01%,"24,929","64,273","-39,344"
27,2634 漢翔,64.60,+ 0.70,+1.10%,"54,221","92,320","-38,099"
28,00830 國泰費城半導體,82.10,+ 1.65,+2.05%,"43,438","80,486","-37,048"
29,8112 至上,83.10,+ 0.30,+0.36%,"28,891","63,636","-34,745"
30,2889 國票金,17.15,-0.15,-0.87%,"185,898","220,215","-34,316"
31,2327 國巨*,550.00,+ 21.00,+3.97%,"127,616","160,110","-32,494"
32,00753L中信中國50正2,8.86,+ 0.12,+1.37%,"67,693","99,667","-31,973"
33,9904 寶成,24.70,-0.10,-0.40%,"89,180","118,325","-29,144"
34,1409 新纖,24.50,-0.30,-1.21%,"82,101","110,979","-28,878"
35,3231 緯創,186.50,0.00,0.00%,"256,221","283,190","-26,969"
36,009819中信數據及電力,9.67,+ 0.12,+1.26%,"27,665","54,212","-26,546"
37,1714 和桐,15.70,-0.35,-2.18%,"62,765","86,999","-24,234"
38,3036 文曄,205.50,+ 1.50,+0.74%,"49,709","73,638","-23,928"
39,009805台新美國電力基建,14.88,+ 0.03,+0.20%,"39,050","62,362","-23,312"
40,00410A主動永豐科技趨勢,12.07,+ 0.42,+3.61%,"72,576","95,878","-23,302"
41,8039 台虹,269.50,+ 12.50,+4.86%,"70,457","93,151","-22,693"
42,6949 沛爾生醫*-創,54.50,+ 0.10,+0.18%,"47,424","69,828","-22,404"
43,2105 正新,30.00,-0.10,-0.33%,"28,181","47,174","-18,993"
44,3706 神達,80.50,0.00,0.00%,"51,688","70,529","-18,841"
45,00637L元大滬深300正2,19.54,+ 0.29,+1.51%,"80,645","99,250","-18,604"
46,00708L期元大S＆P黃金正2,79.45,+ 2.75,+3.59%,"30,978","49,394","-18,415"
47,1402 遠東新,28.10,0.00,0.00%,"84,562","102,913","-18,351"
48,1709 和益,39.20,-3.75,-8.73%,"78,049","94,157","-16,108"
49,6213 聯茂,505.00,+ 10.00,+2.02%,"49,012","64,345","-15,333"
50,2308 台達電,"1,735.00",+ 50.00,+2.97%,"50,054","64,981","-14,926"
