Rank,Stock,Price,Change,ChangePercent,NetBuy
1,6770 力積電,88.70,+ 8.00,+9.91%,"249,629"
2,00403A主動統一升級50,10.70,+ 0.23,+2.20%,"171,692"
3,2881 富邦金,110.00,0.00,0.00%,"165,541"
4,2317 鴻海,289.00,+ 26.00,+9.89%,"122,101"
5,1303 南亞,98.10,+ 7.60,+8.40%,"114,078"
6,2324 仁寶,36.70,+ 3.20,+9.55%,"101,435"
7,2408 南亞科,347.00,+ 23.00,+7.10%,"94,728"
8,2882 國泰金,85.70,+ 0.90,+1.06%,"81,977"
9,00878 國泰永續高股息,30.76,+ 0.76,+2.53%,"77,657"
10,00992A主動群益科技創新,18.35,+ 0.34,+1.89%,"76,816"
11,2337 旺宏,166.50,+ 6.50,+4.06%,"73,465"
12,2303 聯電,144.50,+ 2.50,+1.76%,"65,242"
13,2344 華邦電,158.00,+ 14.00,+9.72%,"63,496"
14,00999A主動野村臺灣高息,10.90,+ 0.34,+3.22%,"62,408"
15,2449 京元電子,328.50,+ 8.50,+2.66%,"46,898"
16,00982A主動群益台灣強棒,24.34,+ 0.53,+2.23%,"42,330"
17,00891 中信關鍵半導體,36.05,+ 0.69,+1.95%,"42,156"
18,0056 元大高股息,50.20,+ 1.37,+2.81%,"41,343"
19,2885 元大金,59.60,+ 0.50,+0.85%,"36,204"
20,1605 華新,38.75,+ 2.75,+7.64%,"31,992"
21,00919 群益台灣精選高息,29.01,+ 0.60,+2.11%,"31,630"
22,2609 陽明,52.70,+ 0.40,+0.76%,"28,678"
23,1326 台化,49.90,+ 4.50,+9.91%,"27,160"
24,3231 緯創,158.50,+ 14.00,+9.69%,"21,320"
25,6005 群益證,38.50,+ 2.50,+6.94%,"18,701"
26,3033 威健,50.30,+ 0.20,+0.40%,"15,725"
27,2353 宏碁,35.20,+ 3.20,+10.00%,"15,022"
28,009820元大納斯達克精選,10.39,+ 0.23,+2.26%,"14,652"
29,00900 富邦特選高股息30,18.92,+ 0.62,+3.39%,"13,832"
30,2890 永豐金,30.00,+ 0.50,+1.69%,"12,679"
31,2369 菱生,40.30,+ 0.55,+1.38%,"12,326"
32,2329 華泰,61.10,+ 1.20,+2.00%,"11,859"
33,00918 大華優利高填息30,29.20,+ 0.84,+2.96%,"11,199"
34,8039 台虹,162.00,+ 8.50,+5.54%,"11,001"
35,00637L元大滬深300正2,22.40,+ 0.86,+3.99%,"10,773"
36,8150 南茂,113.00,+ 10.00,+9.71%,"10,410"
37,6239 力成,379.00,+ 21.50,+6.01%,"10,308"
38,3706 神達,88.80,+ 5.70,+6.86%,"10,147"
39,6285 啟碁,319.00,+ 15.00,+4.93%,"10,102"
40,2610 華航,19.10,+ 0.50,+2.69%,"9,666"
41,8131 福懋科,73.50,+ 4.30,+6.21%,"8,915"
42,8070 長華*,52.50,+ 1.60,+3.14%,"8,823"
43,00980A主動野村臺灣優選,24.48,+ 0.81,+3.42%,"8,323"
44,3037 欣興,"1,055.00",+ 30.00,+2.93%,"8,072"
45,00939 統一台灣高息動能,20.28,+ 0.43,+2.17%,"8,053"
46,2376 技嘉,370.00,+ 32.50,+9.63%,"7,871"
47,2492 華新科,394.00,+ 4.00,+1.03%,"7,764"
48,2884 玉山金,30.95,+ 0.25,+0.81%,"7,595"
49,00993A主動安聯台灣,13.78,+ 0.32,+2.38%,"7,346"
50,2330 台積電,"2,355.00",+ 60.00,+2.61%,"7,268"
