Rank,Stock,Price,Change,ChangePercent,NetBuy
1,3481 群創,69.20,+ 3.20,+4.85%,"117,996"
2,2409 友達,31.70,+ 1.70,+5.67%,"90,691"
3,1717 長興,85.40,+ 3.80,+4.66%,"23,670"
4,2890 永豐金,41.00,+ 1.30,+3.27%,"21,847"
5,1314 中石化,10.40,+ 0.52,+5.26%,"21,469"
6,2882 國泰金,93.40,-0.20,-0.21%,"20,451"
7,2883 凱基金,29.00,+ 0.55,+1.93%,"20,336"
8,8150 南茂,115.50,+ 10.50,+10.00%,"17,467"
9,2884 玉山金,34.45,+ 0.75,+2.23%,"16,288"
10,2449 京元電子,351.00,+ 16.00,+4.78%,"15,875"
11,0056 元大高股息,53.25,+ 0.40,+0.76%,"11,815"
12,2324 仁寶,35.70,+ 0.75,+2.15%,"11,374"
13,1409 新纖,30.25,-0.75,-2.42%,"10,810"
14,1216 統一,77.80,+ 1.50,+1.97%,"10,005"
15,2002 中鋼,19.00,+ 0.05,+0.26%,"9,889"
16,2834 臺企銀,18.00,+ 0.05,+0.28%,"9,652"
17,1504 東元,73.10,+ 3.10,+4.43%,"9,328"
18,2369 菱生,43.20,+ 3.90,+9.92%,"9,056"
19,00919 群益台灣精選高息,29.76,+ 0.23,+0.78%,"8,133"
20,6282 康舒,59.80,+ 1.50,+2.57%,"8,035"
21,2845 遠東銀,13.30,+ 0.15,+1.14%,"7,934"
22,2867 三商壽,8.74,+ 0.18,+2.10%,"7,796"
23,2301 光寶科,224.00,+ 5.00,+2.28%,"7,796"
24,2105 正新,32.55,+ 0.40,+1.24%,"7,759"
25,6239 力成,344.50,+ 6.50,+1.92%,"7,198"
26,4938 和碩,84.50,+ 0.90,+1.08%,"7,173"
27,2352 佳世達,35.40,+ 3.20,+9.94%,"7,095"
28,1609 大亞,43.75,+ 3.95,+9.92%,"6,936"
29,2542 興富發,45.00,+ 1.35,+3.09%,"6,863"
30,5880 合庫金,24.85,+ 0.15,+0.61%,"6,697"
31,2892 第一金,33.05,+ 0.65,+2.01%,"6,623"
32,8131 福懋科,82.20,+ 7.40,+9.89%,"6,591"
33,2399 映泰,55.00,+ 5.00,+10.00%,"5,797"
34,2303 聯電,166.00,-4.50,-2.64%,"5,764"
35,2801 彰銀,23.50,+ 0.20,+0.86%,"5,586"
36,4989 榮科,111.00,+ 0.50,+0.45%,"5,525"
37,00631L元大台灣50正2,38.75,-0.05,-0.13%,"4,900"
38,2812 台中銀,20.55,+ 0.15,+0.74%,"4,831"
39,2889 國票金,15.20,+ 0.20,+1.33%,"4,794"
40,2880 華南金,38.25,+ 0.60,+1.59%,"4,764"
41,2351 順德,228.00,+ 20.50,+9.88%,"4,717"
42,2609 陽明,53.00,+ 0.60,+1.15%,"4,660"
43,6505 台塑化,59.50,+ 0.60,+1.02%,"4,651"
44,2312 金寶,35.55,+ 0.70,+2.01%,"4,619"
45,2408 南亞科,420.50,+ 11.00,+2.69%,"4,618"
46,1909 榮成,10.65,+ 0.35,+3.40%,"4,477"
47,2103 台橡,24.20,+ 0.70,+2.98%,"4,400"
48,2353 宏碁,32.80,-0.10,-0.30%,"4,395"
49,2887 台新新光金,34.30,+ 0.15,+0.44%,"4,305"
50,2885 元大金,68.40,+ 1.20,+1.79%,"4,179"
