Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2002 中鋼,19.45,+ 0.65,+3.46%,"45,795","21,783","24,012"
2,1717 長興,66.70,+ 4.00,+6.38%,"24,775","5,198","19,576"
3,2323 中環,13.10,+ 1.15,+9.62%,"31,721","13,456","18,265"
4,2887 台新新光金,24.65,+ 0.20,+0.82%,"88,279","72,920","15,359"
5,2349 錸德,15.80,+ 1.40,+9.72%,"18,603","4,585","14,017"
6,2014 中鴻,19.60,+ 1.75,+9.80%,"16,063","3,912","12,151"
7,00990A主動元大AI新經濟,12.60,+ 0.23,+1.86%,"17,812","6,083","11,728"
8,2369 菱生,35.75,+ 3.25,+10.00%,"18,127","6,820","11,306"
9,00940 元大台灣價值高息,9.75,+ 0.01,+0.10%,"18,078","7,569","10,508"
10,3231 緯創,130.00,+ 2.50,+1.96%,"15,340","5,117","10,223"
11,00680L元大美債20正2,7.23,+ 0.08,+1.12%,"16,520","8,247","8,273"
12,2890 永豐金,32.15,+ 0.45,+1.42%,"50,990","43,842","7,147"
13,00878 國泰永續高股息,22.47,0.00,0.00%,"15,291","8,956","6,334"
14,00637L元大滬深300正2,19.49,+ 0.13,+0.67%,"12,819","7,129","5,689"
15,8110 華東,63.20,+ 4.00,+6.76%,"10,038","4,695","5,342"
16,2883 凱基金,20.10,+ 0.15,+0.75%,"19,642","14,960","4,682"
17,2324 仁寶,33.00,+ 0.40,+1.23%,"13,214","8,598","4,616"
18,3450 聯鈞,285.50,+ 6.50,+2.33%,"6,143","1,772","4,370"
19,00900 富邦特選高股息30,14.35,+ 0.03,+0.21%,"6,732","2,752","3,980"
20,00688L國泰20年美債正2,7.20,+ 0.05,+0.70%,"11,056","7,325","3,731"
21,00830 國泰費城半導體,55.60,+ 0.50,+0.91%,"5,453","1,752","3,701"
22,3049 精金,18.00,+ 1.60,+9.76%,"28,635","25,103","3,531"
23,4977 眾達-KY,200.50,+ 8.50,+4.43%,"5,086","1,788","3,298"
24,2399 映泰,37.20,+ 3.35,+9.90%,"12,133","8,846","3,287"
25,2388 威盛,55.30,+ 5.00,+9.94%,"4,926","1,716","3,210"
26,4906 正文,34.75,+ 1.10,+3.27%,"7,532","4,619","2,913"
27,3060 銘異,34.80,+ 1.45,+4.35%,"3,955","1,125","2,829"
28,8215 明基材,26.85,+ 2.40,+9.82%,"4,378","1,642","2,736"
29,6116 彩晶,8.89,+ 0.13,+1.48%,"5,151","2,547","2,603"
30,00929 復華台灣科技優息,19.83,-0.06,-0.30%,"11,651","9,052","2,598"
31,2105 正新,30.30,+ 0.75,+2.54%,"5,789","3,204","2,585"
32,00953B群益優選非投等債,9.65,0.00,0.00%,"18,887","16,319","2,568"
33,2329 華泰,62.10,+ 1.80,+2.99%,"8,316","5,756","2,559"
34,2027 大成鋼,37.50,0.00,0.00%,"10,922","8,929","1,993"
35,2882 國泰金,72.00,+ 0.40,+0.56%,"11,487","9,530","1,956"
36,00632R元大台灣50反1,14.12,+ 0.04,+0.28%,"18,810","16,988","1,822"
37,3135 凌航,157.00,+ 14.00,+9.79%,"2,467",774,"1,693"
38,6415 矽力*-KY,286.00,+ 5.50,+1.96%,"2,596",976,"1,620"
39,00706L期元大S＆P日圓正2,19.73,+ 0.26,+1.34%,"5,039","3,439","1,599"
40,00982A主動群益台灣強棒,16.88,+ 0.04,+0.24%,"8,111","6,571","1,539"
41,2376 技嘉,248.50,+ 1.00,+0.40%,"3,277","1,741","1,535"
42,6139 亞翔,593.00,+ 6.00,+1.02%,"2,264",849,"1,415"
43,2891 中信金,52.10,+ 0.50,+0.97%,"17,470","16,077","1,393"
44,2406 國碩,37.05,+ 0.60,+1.65%,"15,228","13,836","1,392"
45,6438 迅得,173.00,+ 15.50,+9.84%,"2,188",815,"1,372"
46,4919 新唐,109.00,+ 9.60,+9.66%,"6,612","5,242","1,369"
47,3702 大聯大,91.40,-1.60,-1.72%,"10,081","8,735","1,345"
48,3673 TPK-KY,46.00,+ 0.85,+1.88%,"3,498","2,173","1,325"
49,2038 海光,16.25,+ 1.45,+9.80%,"2,325","1,026","1,299"
50,2441 超豐,95.20,-0.10,-0.10%,"3,402","2,126","1,275"
