Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2610 華航,23.20,-1.00,-4.13%,"117,237"
2,2618 長榮航,43.80,-0.70,-1.57%,"45,947"
3,1301 台塑,52.20,-5.80,-10.00%,"36,786"
4,00712 復華富時不動產,8.63,+ 0.03,+0.35%,"32,035"
5,2834 臺企銀,17.75,-0.25,-1.39%,"27,991"
6,5880 合庫金,24.70,-0.40,-1.59%,"26,818"
7,2801 彰銀,23.40,-0.10,-0.43%,"21,841"
8,1314 中石化,7.97,-0.07,-0.87%,"21,173"
9,2006 東和鋼鐵,69.80,-0.20,-0.29%,"15,662"
10,2449 京元電子,308.00,-26.50,-7.92%,"14,151"
11,6213 聯茂,346.50,+ 7.00,+2.06%,"11,555"
12,2885 元大金,66.30,-0.40,-0.60%,"11,056"
13,2542 興富發,42.90,-0.40,-0.92%,"10,943"
14,8046 南電,"1,125.00",+ 80.00,+7.66%,"10,662"
15,2353 宏碁,31.90,-1.90,-5.62%,"10,362"
16,1718 中纖,11.15,+ 1.00,+9.85%,"10,235"
17,3711 日月光投控,632.00,-9.00,-1.40%,"9,041"
18,00662 富邦NASDAQ,119.10,-2.90,-2.38%,"8,980"
19,6505 台塑化,53.50,-2.40,-4.29%,"8,977"
20,2812 台中銀,19.80,-0.25,-1.25%,"8,837"
21,1319 東陽,77.30,-2.30,-2.89%,"8,681"
22,9907 統一實,14.95,-0.45,-2.92%,"8,569"
23,1326 台化,54.20,-5.30,-8.91%,"8,402"
24,2105 正新,29.40,-0.20,-0.68%,"8,276"
25,009805新光美國電力基建,17.05,-0.09,-0.53%,"8,274"
26,4938 和碩,81.00,-5.00,-5.81%,"7,986"
27,1714 和桐,18.55,+ 0.05,+0.27%,"7,786"
28,2002 中鋼,19.00,-0.05,-0.26%,"7,548"
29,6176 瑞儀,87.70,-3.00,-3.31%,"6,887"
30,2887 台新新光金,31.90,+ 0.05,+0.16%,"6,514"
31,00945B凱基美國非投等債,14.50,+ 0.01,+0.07%,"6,406"
32,6239 力成,314.00,-12.00,-3.68%,"6,269"
33,1102 亞泥,35.75,-0.35,-0.97%,"6,245"
34,6139 亞翔,878.00,+ 3.00,+0.34%,"6,221"
35,8110 華東,57.00,-6.20,-9.81%,"5,865"
36,1477 聚陽,216.00,-5.00,-2.26%,"5,861"
37,6191 精成科,100.50,+ 1.20,+1.21%,"5,779"
38,2603 長榮,181.00,-4.00,-2.16%,"5,587"
39,00865B國泰US短期公債,48.47,+ 0.07,+0.14%,"5,061"
40,6226 光鼎,18.25,+ 1.65,+9.94%,"4,710"
41,2368 金像電,"1,190.00",-50.00,-4.03%,"4,674"
42,00752 中信中國50,20.26,-0.54,-2.60%,"4,535"
43,1304 台聚,13.20,-0.20,-1.49%,"4,455"
44,1101 台泥,24.15,-0.45,-1.83%,"4,429"
45,00753L中信中國50正2,7.96,-0.34,-4.10%,"4,287"
46,5469 瀚宇博,87.40,+ 1.30,+1.51%,"4,150"
47,1434 福懋,16.70,-0.70,-4.02%,"4,137"
48,009817國泰日本不動產,8.92,+ 0.11,+1.25%,"3,964"
49,00885 富邦越南,18.88,-0.02,-0.11%,"3,818"
50,3045 台灣大,118.50,-1.50,-1.25%,"3,800"
