Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,3481 群創,51.00,+ 4.60,+9.91%,"352,242","474,913","-122,671"
2,009816凱基台灣TOP50,15.20,+ 0.40,+2.70%,"72,683","186,424","-113,740"
3,2303 聯電,144.50,+ 2.50,+1.76%,"115,108","213,869","-98,761"
4,00991A主動復華未來50,19.64,+ 0.54,+2.83%,"48,679","145,049","-96,369"
5,00981A主動統一台股增長,31.54,+ 0.82,+2.67%,"66,098","154,254","-88,156"
6,00988A主動統一全球創新,22.11,+ 0.90,+4.24%,"35,623","94,587","-58,964"
7,00631L元大台灣50正2,36.94,+ 2.47,+7.17%,"56,656","114,613","-57,957"
8,9105 泰金寶-DR,8.80,+ 0.29,+3.41%,"19,326","61,924","-42,597"
9,00632R元大台灣50反1,10.35,-0.38,-3.54%,"39,937","68,041","-28,103"
10,2892 第一金,27.45,+ 0.20,+0.73%,"61,167","87,447","-26,280"
11,2884 玉山金,30.95,+ 0.25,+0.81%,"84,828","107,523","-22,694"
12,0050 元大台灣50,105.40,+ 4.90,+4.88%,"61,032","83,416","-22,384"
13,2887 台新新光金,23.35,+ 0.35,+1.52%,"171,832","193,386","-21,554"
14,2002 中鋼,19.10,+ 0.25,+1.33%,"26,264","44,589","-18,324"
15,1802 台玻,71.90,+ 1.50,+2.13%,"13,724","31,410","-17,685"
16,2489 瑞軒,49.50,+ 1.50,+3.13%,"7,792","22,505","-14,712"
17,3711 日月光投控,611.00,-16.00,-2.55%,"9,551","23,772","-14,221"
18,00984D主動聯博全球非投,10.11,+ 0.04,+0.40%,"11,750","25,072","-13,322"
19,2301 光寶科,234.50,+ 4.00,+1.74%,"22,586","35,857","-13,270"
20,00990A主動元大AI新經濟,20.15,+ 0.92,+4.78%,"24,092","37,290","-13,197"
21,00935 野村臺灣新科技50,61.25,+ 1.30,+2.17%,"6,900","19,617","-12,717"
22,2834 臺企銀,16.25,+ 0.35,+2.20%,"36,756","48,567","-11,810"
23,00715L期街口布蘭特正2,51.00,-4.75,-8.52%,"4,793","16,263","-11,470"
24,2312 金寶,38.95,+ 1.25,+3.32%,"11,758","23,164","-11,406"
25,00665L富邦恒生國企正2,9.33,+ 0.33,+3.67%,"19,302","30,483","-11,180"
26,8110 華東,64.90,+ 2.90,+4.68%,"7,694","18,469","-10,775"
27,2812 台中銀,18.45,-0.05,-0.27%,"7,738","18,385","-10,647"
28,2633 台灣高鐵,24.85,+ 0.05,+0.20%,"92,757","103,293","-10,536"
29,1717 長興,81.20,-1.20,-1.46%,"6,504","16,968","-10,463"
30,2313 華通,284.50,+ 25.50,+9.85%,"38,742","48,884","-10,141"
31,00664R國泰臺灣加權反1,1.67,-0.07,-4.02%,"20,205","29,977","-9,772"
32,6456 GIS-KY,76.50,+ 4.90,+6.84%,"6,568","16,170","-9,602"
33,00953B群益優選非投等債,9.58,0.00,0.00%,"26,342","35,622","-9,280"
34,00753L中信中國50正2,9.70,+ 0.37,+3.97%,"16,327","25,311","-8,984"
35,2474 可成,203.50,+ 13.00,+6.82%,"21,213","29,580","-8,367"
36,00927 群益半導體收益,41.03,+ 0.93,+2.32%,"10,074","18,431","-8,356"
37,2542 興富發,41.95,-0.05,-0.12%,"4,702","12,874","-8,172"
38,00919 群益台灣精選高息,29.01,+ 0.60,+2.11%,"52,672","60,519","-7,847"
39,3673 TPK-KY,86.30,+ 5.30,+6.54%,"4,578","12,178","-7,599"
40,8046 南電,848.00,-2.00,-0.24%,"3,458","10,927","-7,469"
41,6213 聯茂,268.50,+ 7.50,+2.87%,"5,877","13,187","-7,310"
42,2880 華南金,30.50,+ 0.90,+3.04%,"101,163","107,905","-6,741"
43,2801 彰銀,20.25,+ 0.20,+1.00%,"34,417","41,106","-6,689"
44,00712 復華富時不動產,8.78,+ 0.02,+0.23%,"11,355","17,996","-6,641"
45,00830 國泰費城半導體,89.90,+ 2.40,+2.74%,"6,044","12,684","-6,640"
46,1513 中興電,166.50,+ 1.00,+0.60%,"3,023","9,637","-6,614"
47,2883 凱基金,22.50,+ 0.35,+1.58%,"73,187","79,798","-6,610"
48,9904 寶成,25.45,+ 0.25,+0.99%,"8,273","14,591","-6,317"
49,00642U期元大S＆P石油,27.68,-1.38,-4.75%,"3,312","9,568","-6,255"
50,00400A主動國泰動能高息,14.83,+ 0.43,+2.99%,"22,422","28,577","-6,155"
