Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00407A主動凱基台灣,9.95,+ 0.07,+0.71%,"46,696","254,966","-208,269"
2,6770 力積電,83.20,-2.50,-2.92%,"19,654","105,414","-85,759"
3,009821野村稀土關鍵資源,14.61,-0.42,-2.79%,"15,550","79,177","-63,626"
4,2409 友達,30.40,-0.10,-0.33%,"23,337","78,997","-55,660"
5,2337 旺宏,161.50,-10.50,-6.10%,"17,427","68,031","-50,604"
6,2312 金寶,36.40,-1.60,-4.21%,"8,693","52,908","-44,214"
7,3481 群創,70.90,+ 1.50,+2.16%,"41,074","84,860","-43,785"
8,00631L元大台灣50正2,38.16,+ 0.08,+0.21%,"18,528","51,013","-32,485"
9,009816凱基台灣TOP50,15.59,+ 0.03,+0.19%,"20,565","52,593","-32,028"
10,9105 泰金寶-DR,9.62,-0.38,-3.80%,"6,542","34,193","-27,651"
11,0050 元大台灣50,107.20,+ 0.05,+0.05%,"12,821","38,942","-26,121"
12,2303 聯電,178.50,+ 0.50,+0.28%,"41,983","63,760","-21,777"
13,8150 南茂,96.00,-7.00,-6.80%,"3,638","24,511","-20,873"
14,2324 仁寶,36.85,-1.05,-2.77%,"6,927","21,997","-15,070"
15,6282 康舒,58.70,-3.30,-5.32%,"3,032","15,505","-12,473"
16,6116 彩晶,19.50,+ 0.10,+0.52%,"6,360","17,861","-11,500"
17,00632R元大台灣50反1,10.04,0.00,0.00%,"21,873","31,192","-9,318"
18,9904 寶成,25.95,0.00,0.00%,"9,850","17,991","-8,141"
19,2002 中鋼,19.05,-0.30,-1.55%,"9,568","17,241","-7,673"
20,00400A主動國泰動能高息,15.00,+ 0.08,+0.54%,"5,766","13,238","-7,472"
21,00665L富邦恒生國企正2,7.61,-0.37,-4.64%,"5,262","12,379","-7,117"
22,00997A主動群益美國增長,14.53,+ 0.37,+2.61%,"6,619","13,194","-6,575"
23,4958 臻鼎-KY,602.00,+ 15.00,+2.56%,"2,834","8,892","-6,058"
24,1409 新纖,27.05,-0.90,-3.22%,"2,501","8,470","-5,968"
25,2330 台積電,"2,390.00",0.00,0.00%,"8,526","14,415","-5,888"
26,2301 光寶科,215.00,-1.50,-0.69%,"3,045","8,932","-5,886"
27,00991A主動復華未來50,20.70,+ 0.31,+1.52%,"13,241","19,094","-5,853"
28,2313 華通,233.00,-7.00,-2.92%,"2,086","7,861","-5,774"
29,6239 力成,326.00,-12.00,-3.55%,"1,617","7,097","-5,479"
30,8105 凌巨,25.15,+ 1.65,+7.02%,"2,926","8,268","-5,342"
31,3711 日月光投控,641.00,-12.00,-1.84%,"5,474","10,672","-5,198"
32,3714 富采,67.50,-3.70,-5.20%,"1,495","6,631","-5,135"
33,1313 聯成,12.55,+ 0.75,+6.36%,"2,476","7,524","-5,048"
34,2603 長榮,185.00,-1.50,-0.80%,"2,705","7,727","-5,022"
35,2351 順德,209.00,-8.50,-3.91%,"2,018","6,705","-4,687"
36,00988A主動統一全球創新,23.07,+ 0.54,+2.40%,"17,957","22,586","-4,629"
37,8926 台汽電,78.10,-3.80,-4.64%,"2,400","6,810","-4,409"
38,3576 聯合再生,17.25,-0.55,-3.09%,"2,534","6,840","-4,306"
39,3149 正達,100.00,-2.00,-1.96%,"1,413","5,670","-4,256"
40,2302 麗正,48.00,-2.20,-4.38%,"1,219","5,427","-4,208"
41,2426 鼎元,85.10,-8.20,-8.79%,"2,877","6,797","-3,919"
42,00753L中信中國50正2,8.30,-0.25,-2.92%,"6,037","9,899","-3,862"
43,3706 神達,85.50,-1.20,-1.38%,"2,224","5,889","-3,665"
44,0052 富邦科技,63.00,-0.05,-0.08%,"3,552","7,142","-3,590"
45,2399 映泰,52.30,-2.00,-3.68%,991,"4,527","-3,535"
46,5285 界霖,101.50,-7.00,-6.45%,"1,454","4,887","-3,432"
47,00882 中信中國高股息,14.95,-0.06,-0.40%,"2,976","6,397","-3,421"
48,00984D主動聯博全球非投,10.14,+ 0.03,+0.30%,"4,979","8,367","-3,388"
49,00738U期元大道瓊白銀,46.24,-3.25,-6.57%,"2,474","5,814","-3,339"
50,2371 大同,27.30,-0.25,-0.91%,"2,342","5,604","-3,261"
