Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,10.47,-0.31,-2.88%,"2,279,536","10,455,550","-8,176,013"
2,00981A主動統一台股增長,30.72,-1.24,-3.88%,"1,984,260","4,715,468","-2,731,208"
3,009816凱基台灣TOP50,14.80,-0.35,-2.31%,"1,159,810","2,291,772","-1,131,962"
4,00999A主動野村臺灣高息,10.56,-0.19,-1.77%,"470,283","1,308,242","-837,958"
5,00631L元大台灣50正2,34.47,-1.26,-3.53%,"790,117","1,503,164","-713,046"
6,00992A主動群益科技創新,18.01,-0.74,-3.95%,"917,758","1,573,424","-655,665"
7,00988A主動統一全球創新,21.21,-0.86,-3.90%,"451,151","1,052,824","-601,672"
8,00991A主動復華未來50,19.10,-0.64,-3.24%,"534,720","1,117,832","-583,112"
9,00400A主動國泰動能高息,14.40,-0.52,-3.49%,"446,009","929,238","-483,228"
10,0050 元大台灣50,100.50,-2.05,-2.00%,"652,468","1,053,200","-400,731"
11,2002 中鋼,18.85,-0.25,-1.31%,"341,785","711,565","-369,779"
12,009819中信數據及電力,10.18,-0.10,-0.97%,"245,039","611,433","-366,393"
13,00891 中信關鍵半導體,35.36,-0.90,-2.48%,"337,650","648,742","-311,092"
14,00982A主動群益台灣強棒,23.81,-0.71,-2.90%,"460,310","770,450","-310,140"
15,00632R元大台灣50反1,10.73,+ 0.23,+2.19%,"755,449","1,049,244","-293,795"
16,2409 友達,21.20,-0.60,-2.75%,"1,289,009","1,509,899","-220,890"
17,00673R期元大S＆P原油反1,12.48,-0.05,-0.40%,"300,898","491,789","-190,890"
18,2892 第一金,27.25,-0.35,-1.27%,"552,393","728,823","-176,430"
19,2890 永豐金,29.50,-0.15,-0.51%,"399,275","540,534","-141,259"
20,9904 寶成,25.20,-0.15,-0.59%,"156,007","289,841","-133,834"
21,2801 彰銀,20.05,-0.10,-0.50%,"205,881","337,428","-131,547"
22,00994A主動第一金台股優,18.14,-0.75,-3.97%,"133,712","259,709","-125,996"
23,2812 台中銀,18.50,-0.30,-1.60%,"116,024","241,381","-125,356"
24,00953B群益優選非投等債,9.58,+ 0.02,+0.21%,"366,437","485,414","-118,976"
25,00984D主動聯博全球非投,10.07,0.00,0.00%,"135,761","252,154","-116,392"
26,2887 台新新光金,23.00,-0.30,-1.29%,"1,331,116","1,440,650","-109,533"
27,00990A主動元大AI新經濟,19.23,-0.65,-3.27%,"309,468","413,814","-104,346"
28,1402 遠東新,24.80,+ 1.35,+5.76%,"348,315","450,618","-102,303"
29,2834 臺企銀,15.90,-0.25,-1.55%,"361,847","461,627","-99,779"
30,5880 合庫金,22.70,-0.05,-0.22%,"146,435","241,779","-95,343"
31,2324 仁寶,33.50,+ 0.10,+0.30%,"730,034","820,911","-90,877"
32,00935 野村臺灣新科技50,59.95,-2.15,-3.46%,"126,458","215,269","-88,810"
33,2330 台積電,"2,295.00",-5.00,-0.22%,"252,017","337,991","-85,973"
34,1802 台玻,70.40,-2.40,-3.30%,"453,813","536,886","-83,072"
35,2449 京元電子,320.00,+ 4.50,+1.43%,"252,298","328,745","-76,447"
36,00997A主動群益美國增長,12.93,-0.37,-2.78%,"341,627","416,588","-74,961"
37,2880 華南金,29.60,-0.35,-1.17%,"413,798","485,982","-72,183"
38,00996A主動兆豐台灣豐收,15.03,-0.51,-3.28%,"145,610","216,037","-70,426"
39,2610 華航,18.60,+ 0.15,+0.81%,"310,388","377,205","-66,817"
40,00980A主動野村臺灣優選,23.67,-0.91,-3.70%,"149,970","215,844","-65,873"
41,2884 玉山金,30.70,-0.45,-1.44%,"515,051","578,383","-63,331"
42,2313 華通,259.00,-23.00,-8.16%,"354,906","416,068","-61,161"
43,2371 大同,28.85,-0.55,-1.87%,"122,841","182,820","-59,978"
44,009805新光美國電力基建,16.71,-0.17,-1.01%,"179,909","239,622","-59,712"
45,8112 至上,86.00,0.00,0.00%,"116,472","175,144","-58,671"
46,3714 富采,72.70,-1.60,-2.15%,"157,035","207,131","-50,096"
47,9907 統一實,15.80,-0.05,-0.32%,"40,052","86,509","-46,456"
48,00753L中信中國50正2,9.33,-0.47,-4.80%,"179,263","224,834","-45,570"
49,00662 富邦NASDAQ,120.20,-0.95,-0.78%,"62,373","107,354","-44,980"
50,2402 毅嘉,66.10,-2.60,-3.78%,"67,322","112,153","-44,830"
