Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.66,+ 0.05,+0.52%,"341,287","1,136,478","-795,190"
2,00918 大華優利高填息30,35.46,+ 0.02,+0.06%,"99,527","528,699","-429,171"
3,00919 群益台灣精選高息,32.58,-0.13,-0.40%,"131,843","482,848","-351,005"
4,009828中信台日韓PCB,9.71,+ 0.08,+0.83%,"81,229","380,588","-299,359"
5,00712 復華富時不動產,8.60,-0.07,-0.81%,"93,575","379,497","-285,922"
6,00673R期元大S＆P原油反1,10.93,-0.07,-0.64%,"95,710","313,204","-217,494"
7,00953B群益優選非投等債,9.50,-0.01,-0.11%,"129,239","333,658","-204,419"
8,00632R元大台灣50反1,9.70,0.00,0.00%,"427,153","610,513","-183,359"
9,00984D主動聯博全球非投,9.83,+ 0.01,+0.10%,"67,892","199,138","-131,245"
10,00961 FT臺灣永續高息,13.49,+ 0.05,+0.37%,"56,459","162,850","-106,391"
11,00929 復華台灣科技優息,29.12,+ 0.23,+0.80%,"81,685","166,614","-84,928"
12,009826貝萊德世界股票,10.05,-0.04,-0.40%,"44,833","112,305","-67,471"
13,2324 仁寶,38.90,-0.15,-0.38%,"154,097","220,046","-65,949"
14,00896 中信綠能及電動車,28.55,+ 0.07,+0.25%,"23,304","64,927","-41,623"
15,00404A主動聯博動能50,10.02,+ 0.03,+0.30%,"40,323","81,475","-41,152"
16,009827玉山未來全球算力,10.25,+ 0.10,+0.99%,"28,567","64,857","-36,289"
17,6919 康霈*,82.40,+ 0.80,+0.98%,"61,148","96,556","-35,407"
18,00664R國泰臺灣加權反1,1.58,0.00,0.00%,"81,528","114,843","-33,315"
19,009829大華韓國KOSPI50,11.12,-0.06,-0.54%,"85,932","118,167","-32,235"
20,009803玉山市值動能50,22.24,+ 0.05,+0.23%,"18,817","50,036","-31,219"
21,00985B群益ESG投等債0-5,10.05,-0.01,-0.10%,"44,234","75,189","-30,955"
22,00409A主動復華全球50,9.85,-0.05,-0.51%,"109,233","138,879","-29,645"
23,2634 漢翔,65.30,-0.60,-0.91%,"34,037","62,099","-28,061"
24,1101 台泥,24.75,+ 0.45,+1.85%,"412,766","439,922","-27,156"
25,8112 至上,86.50,-3.00,-3.35%,"12,283","36,844","-24,561"
26,2426 鼎元,99.50,+ 2.00,+2.05%,"65,203","88,664","-23,460"
27,8039 台虹,289.50,-5.00,-1.70%,"37,054","59,286","-22,232"
28,00962 台新AI優息動能,15.30,+ 0.11,+0.72%,"14,131","35,361","-21,229"
29,9904 寶成,24.55,-0.15,-0.61%,"39,514","60,675","-21,161"
30,2481 強茂,152.00,-0.50,-0.33%,"59,246","78,776","-19,530"
31,3702 大聯大,105.00,+ 0.50,+0.48%,"29,817","48,322","-18,504"
32,3036 文曄,191.50,+ 2.00,+1.06%,"24,032","42,492","-18,459"
33,00830 國泰費城半導體,83.10,-0.60,-0.72%,"22,302","40,744","-18,441"
34,2889 國票金,16.70,+ 0.10,+0.60%,"120,078","138,489","-18,410"
35,2327 國巨*,565.00,-2.00,-0.35%,"92,293","109,193","-16,899"
36,00410A主動永豐科技趨勢,12.05,+ 0.14,+1.18%,"49,016","65,376","-16,360"
37,2301 光寶科,292.50,+ 1.50,+0.52%,"52,963","68,340","-15,377"
38,6949 沛爾生醫*-創,54.90,-5.50,-9.11%,"26,047","40,411","-14,363"
39,009819中信數據及電力,9.86,+ 0.11,+1.13%,"15,305","28,546","-13,241"
40,1714 和桐,16.80,+ 0.55,+3.38%,"41,341","54,552","-13,211"
41,00686R群益臺灣加權反1,0.95,0.00,0.00%,"42,532","55,469","-12,936"
42,009805台新美國電力基建,15.42,+ 0.23,+1.51%,"22,899","35,222","-12,322"
43,6257 矽格,213.00,+ 4.00,+1.91%,"17,448","29,452","-12,004"
44,00708L期元大S＆P黃金正2,80.25,-1.40,-1.71%,"16,776","28,482","-11,706"
45,3033 威健,41.85,-1.45,-3.35%,"8,629","19,004","-10,375"
46,6669 緯穎,"2,325.00",-15.00,-0.64%,"7,139","17,143","-10,003"
47,2812 台中銀,19.15,-0.25,-1.29%,"94,195","104,198","-10,002"
48,2201 裕隆,30.50,+ 0.05,+0.16%,"14,260","23,728","-9,468"
49,009802富邦旗艦50,20.41,+ 0.01,+0.05%,"137,587","146,762","-9,175"
50,6213 聯茂,523.00,+ 13.00,+2.55%,"20,477","29,633","-9,155"
