Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2344 華邦電,188.00,+ 8.00,+4.44%,"92,597"
2,2409 友達,29.60,+ 0.90,+3.14%,"85,223"
3,2408 南亞科,531.00,+ 14.00,+2.71%,"34,280"
4,2834 臺企銀,17.70,+ 0.50,+2.91%,"26,848"
5,0050 元大台灣50,109.65,-0.25,-0.23%,"20,896"
6,2892 第一金,37.85,+ 0.55,+1.47%,"16,065"
7,2886 兆豐金,50.60,+ 0.40,+0.80%,"13,422"
8,5876 上海商銀,48.75,+ 1.80,+3.83%,"11,796"
9,009816凱基台灣TOP50,16.12,-0.05,-0.31%,"10,676"
10,2610 華航,20.60,+ 0.15,+0.73%,"8,979"
11,2890 永豐金,43.45,+ 0.85,+2.00%,"8,553"
12,2027 大成鋼,49.35,+ 0.25,+0.51%,"8,156"
13,5880 合庫金,26.85,+ 0.35,+1.32%,"8,125"
14,2337 旺宏,126.00,+ 1.50,+1.20%,"7,862"
15,00409A主動復華全球50,9.90,-0.01,-0.10%,"6,535"
16,1216 統一,76.70,+ 1.50,+1.99%,"6,185"
17,2002 中鋼,19.10,+ 0.10,+0.53%,"5,947"
18,1605 華新,38.10,+ 0.20,+0.53%,"5,933"
19,2412 中華電,139.00,+ 1.00,+0.72%,"5,817"
20,6116 彩晶,14.30,+ 0.10,+0.70%,"5,589"
21,2330 台積電,"2,470.00",+ 10.00,+0.41%,"5,497"
22,2880 華南金,45.15,+ 0.80,+1.80%,"5,179"
23,2889 國票金,16.60,+ 0.15,+0.91%,"5,003"
24,2884 玉山金,45.55,+ 2.00,+4.59%,"4,935"
25,2885 元大金,70.60,+ 0.40,+0.57%,"4,781"
26,1301 台塑,65.10,-1.50,-2.25%,"4,555"
27,5871 中租-KY,115.00,+ 2.50,+2.22%,"4,277"
28,00891 中信關鍵半導體,35.88,+ 0.02,+0.06%,"4,246"
29,2812 台中銀,19.40,+ 0.15,+0.78%,"4,219"
30,2618 長榮航,42.45,+ 0.35,+0.83%,"4,138"
31,3167 大量,938.00,+ 55.00,+6.23%,"4,047"
32,0052 富邦科技,63.60,-0.15,-0.24%,"3,759"
33,00988A主動統一全球創新,16.27,+ 0.01,+0.06%,"3,189"
34,2887 台新新光金,42.80,+ 1.70,+4.14%,"3,170"
35,3045 台灣大,118.00,+ 1.00,+0.85%,"2,986"
36,1314 中石化,8.11,+ 0.01,+0.12%,"2,901"
37,1402 遠東新,28.65,-0.05,-0.17%,"2,899"
38,2883 凱基金,37.30,+ 0.35,+0.95%,"2,820"
39,1102 亞泥,35.20,+ 0.15,+0.43%,"2,783"
40,00632R元大台灣50反1,9.70,+ 0.06,+0.62%,"2,732"
41,2897 王道銀行,10.95,+ 0.20,+1.86%,"2,621"
42,4904 遠傳,104.00,+ 2.00,+1.96%,"2,394"
43,2845 遠東銀,13.70,-0.05,-0.36%,"2,198"
44,6426 統新,307.00,+ 11.00,+3.72%,"2,157"
45,4967 十銓,280.50,+ 3.00,+1.08%,"2,151"
46,3711 日月光投控,618.00,-3.00,-0.48%,"2,145"
47,00407A主動凱基台灣,9.68,-0.14,-1.43%,"2,116"
48,00990A主動元大AI新經濟,15.12,-0.05,-0.33%,"1,998"
49,1718 中纖,10.40,-0.05,-0.48%,"1,849"
50,00997A主動群益美國增長,11.07,+ 0.03,+0.27%,"1,846"
