Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00940 元大台灣價值高息,12.54,-0.08,-0.63%,"594,856","227,646","367,209"
2,009820元大納斯達克精選,10.45,-0.10,-0.95%,"613,842","326,338","287,504"
3,00919 群益台灣精選高息,30.67,+ 0.15,+0.49%,"931,989","666,751","265,237"
4,2317 鴻海,284.50,-8.50,-2.90%,"572,872","323,426","249,445"
5,00878 國泰永續高股息,32.32,-0.36,-1.10%,"739,301","492,523","246,777"
6,0056 元大高股息,51.80,-0.85,-1.61%,"490,444","267,859","222,585"
7,6770 力積電,74.60,-6.40,-7.90%,"922,231","717,314","204,916"
8,2887 台新新光金,28.60,+ 0.05,+0.18%,"1,463,198","1,264,490","198,707"
9,00992A主動群益科技創新,17.93,-0.27,-1.48%,"632,265","447,158","185,107"
10,00929 復華台灣科技優息,29.94,-0.53,-1.74%,"364,932","182,384","182,548"
11,2344 華邦電,162.00,-17.50,-9.75%,"997,651","851,840","145,810"
12,2883 凱基金,27.60,+ 0.20,+0.73%,"1,049,931","930,597","119,334"
13,1303 南亞,104.50,-6.50,-5.86%,"419,535","303,321","116,214"
14,1605 華新,39.55,-2.05,-4.93%,"294,529","186,114","108,415"
15,00680L元大美債20正2,6.89,+ 0.03,+0.44%,"339,482","231,075","108,407"
16,2027 大成鋼,43.80,-0.30,-0.68%,"278,328","171,257","107,070"
17,3231 緯創,171.00,-5.00,-2.84%,"444,408","337,541","106,866"
18,2356 英業達,76.80,-1.00,-1.29%,"454,165","348,632","105,532"
19,00900 富邦特選高股息30,19.78,-0.06,-0.30%,"161,108","55,694","105,413"
20,2409 友達,27.10,-2.15,-7.35%,"1,391,261","1,288,971","102,289"
21,00713 元大台灣高息低波,59.65,-0.55,-0.91%,"218,161","117,957","100,204"
22,2891 中信金,66.60,-1.40,-2.06%,"621,961","526,403","95,557"
23,2881 富邦金,118.00,+ 4.00,+3.51%,"593,697","502,682","91,015"
24,2886 兆豐金,41.95,-0.15,-0.36%,"431,533","340,914","90,619"
25,2618 長榮航,37.70,-0.20,-0.53%,"533,700","458,969","74,730"
26,00915 凱基優選高股息30,30.53,+ 0.27,+0.89%,"120,108","50,382","69,725"
27,2603 長榮,232.00,-4.00,-1.69%,"246,653","177,308","69,345"
28,2312 金寶,39.30,-1.75,-4.26%,"317,449","256,091","61,358"
29,2882 國泰金,100.00,+ 5.60,+5.93%,"498,520","439,045","59,475"
30,2610 華航,19.95,+ 0.05,+0.25%,"389,869","336,787","53,081"
31,6116 彩晶,18.45,-2.00,-9.78%,"514,730","465,480","49,250"
32,00939 統一台灣高息動能,20.89,-0.09,-0.43%,"92,261","43,016","49,245"
33,00993A主動安聯台灣,13.41,-0.28,-2.05%,"124,475","76,786","47,688"
34,2492 華新科,416.00,+ 24.00,+6.12%,"93,280","45,696","47,583"
35,2481 強茂,165.00,+ 5.50,+3.45%,"194,533","150,632","43,900"
36,2353 宏碁,38.40,-0.70,-1.79%,"402,855","361,641","41,214"
37,2615 萬海,86.10,+ 2.40,+2.87%,"95,552","56,037","39,515"
38,00637L元大滬深300正2,21.69,-0.41,-1.86%,"220,894","183,334","37,559"
39,2867 三商壽,8.08,-0.04,-0.49%,"147,654","110,295","37,359"
40,5876 上海商銀,40.75,0.00,0.00%,"158,045","122,295","35,750"
41,00688L國泰20年美債正2,6.87,+ 0.03,+0.44%,"123,798","88,572","35,225"
42,2412 中華電,141.00,-0.50,-0.35%,"170,833","137,405","33,427"
43,3706 神達,92.40,-1.50,-1.60%,"139,432","106,336","33,095"
44,2609 陽明,54.50,+ 1.30,+2.44%,"256,152","224,371","31,781"
45,6282 康舒,63.80,-7.00,-9.89%,"251,904","220,328","31,575"
46,1409 新纖,26.15,-1.15,-4.21%,"140,264","109,959","30,305"
47,2884 玉山金,33.35,-0.10,-0.30%,"453,672","423,543","30,128"
48,00997A主動群益美國增長,13.46,-0.38,-2.75%,"203,273","176,157","27,116"
49,2408 南亞科,360.00,-35.00,-8.86%,"401,431","374,649","26,782"
50,3704 合勤控,47.70,0.00,0.00%,"52,408","26,142","26,265"
