Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,9.00,-0.62,-6.44%,"71,495","534,179","-462,684"
2,00685L群益臺灣加權正2,9.93,-1.03,-9.40%,"92,166","432,646","-340,480"
3,0050 元大台灣50,97.15,-4.30,-4.24%,"67,344","346,486","-279,141"
4,009816凱基台灣TOP50,13.94,-0.74,-5.04%,"55,099","281,616","-226,516"
5,00631L元大台灣50正2,30.60,-2.94,-8.77%,"45,251","211,289","-166,037"
6,00406A主動中信台灣收益,8.53,-0.60,-6.57%,"30,268","175,819","-145,551"
7,00981A主動統一台股增長,25.45,-2.08,-7.56%,"31,646","141,795","-110,148"
8,00405A主動富邦台灣龍耀,7.27,-0.66,-8.32%,"16,579","93,827","-77,248"
9,0056 元大高股息,48.19,-1.81,-3.62%,"16,157","76,127","-59,970"
10,00991A主動復華未來50,15.11,-1.37,-8.31%,"19,993","72,814","-52,821"
11,00407A主動凱基台灣,8.26,-0.66,-7.40%,"22,341","72,032","-49,690"
12,00400A主動國泰動能高息,12.51,-0.93,-6.92%,"11,267","51,772","-40,505"
13,00919 群益台灣精選高息,28.89,-0.70,-2.37%,"11,658","50,158","-38,500"
14,2303 聯電,113.50,-12.50,-9.92%,"15,842","49,144","-33,302"
15,6770 力積電,55.80,-6.10,-9.85%,"7,260","40,004","-32,743"
16,00878 國泰永續高股息,31.50,-1.05,-3.23%,"8,460","40,641","-32,180"
17,00988A主動統一全球創新,15.39,-1.53,-9.04%,"9,477","32,543","-23,065"
18,00929 復華台灣科技優息,27.11,-1.43,-5.01%,"5,535","28,383","-22,848"
19,2344 華邦電,144.00,-16.00,-10.00%,"8,497","29,304","-20,807"
20,2408 南亞科,392.50,-43.50,-9.98%,"6,138","25,749","-19,611"
21,00982A主動群益台灣強棒,20.09,-1.72,-7.89%,"8,252","25,072","-16,819"
22,2317 鴻海,238.00,-15.00,-5.93%,"7,646","24,162","-16,515"
23,0052 富邦科技,56.65,-2.65,-4.47%,"4,704","21,217","-16,512"
24,2337 旺宏,113.00,-12.50,-9.96%,"5,255","20,068","-14,812"
25,00990A主動元大AI新經濟,14.76,-1.34,-8.32%,"6,765","19,815","-13,050"
26,00992A主動群益科技創新,14.58,-1.19,-7.55%,"6,133","19,149","-13,016"
27,1605 華新,30.60,-2.05,-6.28%,"3,533","15,983","-12,450"
28,00891 中信關鍵半導體,31.97,-2.01,-5.92%,"3,829","16,069","-12,240"
29,00935 野村臺灣新科技50,50.70,-4.05,-7.40%,"4,545","15,814","-11,269"
30,2449 京元電子,236.00,-26.00,-9.92%,"2,278","13,272","-10,994"
31,2883 凱基金,29.60,-1.10,-3.58%,"15,549","25,227","-9,677"
32,00927 群益半導體收益,33.41,-2.42,-6.75%,"4,487","14,137","-9,650"
33,2330 台積電,"2,280.00",-70.00,-2.98%,"7,586","16,829","-9,243"
34,2353 宏碁,28.85,-1.25,-4.15%,"6,051","14,808","-8,756"
35,00999A主動野村臺灣高息,9.85,-0.48,-4.65%,"6,248","14,949","-8,701"
36,2324 仁寶,34.70,-2.45,-6.59%,"8,336","16,626","-8,289"
37,2887 台新新光金,33.95,-1.00,-2.86%,"24,510","32,593","-8,083"
38,2327 國巨*,563.00,-62.00,-9.92%,"6,465","14,151","-7,685"
39,00881 國泰台灣科技龍頭,48.14,-2.91,-5.70%,"4,275","11,949","-7,674"
40,00922 國泰台灣領袖50,37.00,-1.97,-5.06%,"10,536","18,192","-7,655"
41,00830 國泰費城半導體,80.95,-6.35,-7.27%,"3,463","10,839","-7,376"
42,1301 台塑,57.50,-4.20,-6.81%,"6,501","13,818","-7,317"
43,3037 欣興,764.00,-84.00,-9.91%,"1,367","7,426","-6,058"
44,2308 台達電,"1,580.00",-175.00,-9.97%,"2,072","7,779","-5,706"
45,009824群益美國科技巨頭,9.77,-0.34,-3.36%,"2,348","7,999","-5,650"
46,6005 群益證,33.70,-1.90,-5.34%,"3,372","8,822","-5,450"
47,2332 友訊,23.60,-0.70,-2.88%,"7,338","12,711","-5,372"
48,8112 至上,78.20,-6.10,-7.24%,"2,114","7,241","-5,127"
49,8150 南茂,81.00,-8.90,-9.90%,"2,486","7,510","-5,024"
50,2882 國泰金,95.40,-3.10,-3.15%,"9,578","14,465","-4,887"
