Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,9.72,-0.12,-1.22%,"-66,233"
2,00981A主動統一台股增長,27.49,-0.75,-2.66%,"-60,601"
3,2344 華邦電,117.50,-13.00,-9.96%,"-48,978"
4,2337 旺宏,144.00,-16.00,-10.00%,"-47,411"
5,0050 元大台灣50,93.10,-1.80,-1.90%,"-46,447"
6,3481 群創,37.45,-1.25,-3.23%,"-44,962"
7,6770 力積電,58.50,-3.50,-5.65%,"-31,836"
8,00990A主動元大AI新經濟,16.16,-1.24,-7.13%,"-21,117"
9,2408 南亞科,274.50,-30.50,-10.00%,"-20,376"
10,2330 台積電,"2,205.00",-35.00,-1.56%,"-17,247"
11,00631L元大台灣50正2,29.93,-0.98,-3.17%,"-16,179"
12,1303 南亞,81.70,-2.50,-2.97%,"-12,980"
13,3231 緯創,132.50,-3.00,-2.21%,"-11,464"
14,2303 聯電,113.00,+ 2.00,+1.80%,"-11,375"
15,00991A主動復華未來50,17.08,-0.52,-2.95%,"-11,293"
16,2382 廣達,290.00,-10.00,-3.33%,"-9,728"
17,00988A主動統一全球創新,18.28,-0.98,-5.09%,"-9,044"
18,0052 富邦科技,54.80,-1.05,-1.88%,"-8,946"
19,00992A主動群益科技創新,16.75,-0.54,-3.12%,"-8,918"
20,1101 台泥,24.20,+ 0.15,+0.62%,"-8,331"
21,009816凱基台灣TOP50,13.41,-0.24,-1.76%,"-8,122"
22,2367 燿華,63.30,-1.00,-1.56%,"-8,097"
23,1605 華新,33.40,-1.30,-3.75%,"-7,414"
24,2485 兆赫,72.40,-0.60,-0.82%,"-7,374"
25,6239 力成,227.00,-23.00,-9.20%,"-6,879"
26,3006 晶豪科,236.00,-16.00,-6.35%,"-6,429"
27,2002 中鋼,18.20,0.00,0.00%,"-6,026"
28,2376 技嘉,305.00,-25.50,-7.72%,"-5,998"
29,9105 泰金寶-DR,5.58,-0.12,-2.11%,"-5,473"
30,00637L元大滬深300正2,21.03,-0.26,-1.22%,"-5,017"
31,1326 台化,44.90,-0.35,-0.77%,"-4,720"
32,2329 華泰,51.30,-2.80,-5.18%,"-4,518"
33,2441 超豐,102.00,-1.50,-1.45%,"-4,413"
34,00999A主動野村臺灣高息,10.03,-0.16,-1.57%,"-4,194"
35,0056 元大高股息,44.01,-0.49,-1.10%,"-4,163"
36,3711 日月光投控,472.00,-38.00,-7.45%,"-3,975"
37,00712 復華富時不動產,8.77,0.00,0.00%,"-3,825"
38,00881 國泰台灣科技龍頭,48.00,-1.05,-2.14%,"-3,822"
39,2481 強茂,135.00,+ 6.00,+4.65%,"-3,452"
40,00400A主動國泰動能高息,12.70,-0.35,-2.68%,"-3,432"
41,00878 國泰永續高股息,27.00,-0.14,-0.52%,"-3,408"
42,2449 京元電子,289.00,-6.00,-2.03%,"-3,322"
43,3305 昇貿,138.00,+ 1.00,+0.73%,"-3,216"
44,00982A主動群益台灣強棒,21.25,-0.63,-2.88%,"-3,184"
45,8150 南茂,77.60,-4.70,-5.71%,"-3,062"
46,1802 台玻,65.30,+ 0.50,+0.77%,"-2,915"
47,00927 群益半導體收益,33.65,-1.25,-3.58%,"-2,786"
48,2812 台中銀,19.15,+ 0.30,+1.59%,"-2,719"
49,00891 中信關鍵半導體,31.30,-1.35,-4.13%,"-2,521"
50,2484 希華,40.30,-0.70,-1.71%,"-2,470"
