Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,41.90,+ 0.10,+0.24%,"538,619"
2,00981A主動統一台股增長,29.61,-0.78,-2.57%,"411,854"
3,3231 緯創,181.00,-6.00,-3.21%,"273,928"
4,2002 中鋼,18.95,+ 0.10,+0.53%,"255,228"
5,2324 仁寶,40.60,-1.05,-2.52%,"237,580"
6,00632R元大台灣50反1,10.13,+ 0.16,+1.60%,"212,890"
7,009816凱基台灣TOP50,15.31,-0.21,-1.35%,"202,935"
8,00991A主動復華未來50,18.14,-0.44,-2.37%,"199,892"
9,00631L元大台灣50正2,34.81,-1.14,-3.17%,"189,937"
10,2883 凱基金,30.95,-0.45,-1.43%,"179,917"
11,2867 三商壽,9.82,+ 0.11,+1.13%,"178,037"
12,1402 遠東新,27.80,+ 0.25,+0.91%,"151,274"
13,2891 中信金,66.50,+ 0.90,+1.37%,"134,082"
14,2603 長榮,238.00,+ 6.50,+2.81%,"131,290"
15,2027 大成鋼,49.70,-0.30,-0.60%,"131,269"
16,00712 復華富時不動產,8.83,-0.04,-0.45%,"126,724"
17,2884 玉山金,38.10,+ 0.35,+0.93%,"123,973"
18,00992A主動群益科技創新,17.94,-0.29,-1.59%,"121,496"
19,5880 合庫金,24.95,+ 0.05,+0.20%,"114,770"
20,3045 台灣大,111.00,0.00,0.00%,"114,041"
21,1216 統一,76.20,+ 1.00,+1.33%,"108,056"
22,5876 上海商銀,43.20,+ 0.95,+2.25%,"102,854"
23,2353 宏碁,30.55,-0.90,-2.86%,"102,460"
24,2615 萬海,105.00,+ 5.40,+5.42%,"102,351"
25,1605 華新,37.10,-1.40,-3.64%,"98,241"
26,00407A主動凱基台灣,9.73,-0.18,-1.82%,"96,801"
27,2317 鴻海,249.00,-6.00,-2.35%,"96,782"
28,2356 英業達,64.90,-1.80,-2.70%,"87,337"
29,00405A主動富邦台灣龍耀,8.60,-0.20,-2.27%,"80,656"
30,4938 和碩,91.00,+ 0.70,+0.78%,"80,596"
31,4904 遠傳,101.50,+ 1.00,+1.00%,"76,411"
32,2412 中華電,137.00,+ 1.00,+0.74%,"75,945"
33,2301 光寶科,273.50,+ 10.00,+3.80%,"71,117"
34,2609 陽明,56.20,+ 1.50,+2.74%,"70,593"
35,6505 台塑化,72.00,+ 0.90,+1.27%,"70,013"
36,2882 國泰金,99.20,+ 1.10,+1.12%,"61,138"
37,2408 南亞科,515.00,-9.00,-1.72%,"60,898"
38,0052 富邦科技,60.90,-0.90,-1.46%,"55,216"
39,2845 遠東銀,13.45,-0.15,-1.10%,"54,635"
40,3576 聯合再生,17.05,-0.80,-4.48%,"54,524"
41,00400A主動國泰動能高息,14.76,-0.29,-1.93%,"54,514"
42,00997A主動群益美國增長,11.76,-0.09,-0.76%,"53,524"
43,009821野村稀土關鍵資源,14.96,-0.06,-0.40%,"53,313"
44,2634 漢翔,73.30,+ 2.30,+3.24%,"52,190"
45,9945 潤泰新,29.70,-0.50,-1.66%,"50,987"
46,009819中信數據及電力,10.21,-0.13,-1.26%,"47,169"
47,00999A主動野村臺灣高息,11.30,-0.12,-1.05%,"45,467"
48,2881 富邦金,129.50,+ 4.00,+3.19%,"44,550"
49,00918 大華優利高填息30,33.79,-0.30,-0.88%,"44,259"
50,8112 至上,90.30,-3.20,-3.42%,"43,239"
