Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.26,+ 0.20,+1.99%,"313,916"
2,2892 第一金,37.30,+ 0.45,+1.22%,"83,230"
3,2409 友達,26.80,+ 0.25,+0.94%,"77,581"
4,2886 兆豐金,49.55,-0.85,-1.69%,"76,498"
5,2887 台新新光金,41.50,+ 0.05,+0.12%,"62,965"
6,1326 台化,69.80,+ 0.10,+0.14%,"62,679"
7,5880 合庫金,26.65,-0.05,-0.19%,"62,576"
8,2883 凱基金,36.70,+ 0.80,+2.23%,"57,592"
9,2812 台中銀,19.35,-0.10,-0.51%,"54,208"
10,00878 國泰永續高股息,34.11,+ 0.53,+1.58%,"53,606"
11,009802富邦旗艦50,20.23,+ 0.46,+2.33%,"52,052"
12,2880 華南金,44.00,+ 0.55,+1.27%,"51,159"
13,2889 國票金,16.60,+ 0.15,+0.91%,"47,347"
14,2845 遠東銀,13.65,0.00,0.00%,"46,849"
15,1301 台塑,66.00,+ 0.30,+0.46%,"46,123"
16,2324 仁寶,41.60,+ 2.85,+7.35%,"45,572"
17,00407A主動凱基台灣,9.73,+ 0.17,+1.78%,"44,369"
18,2885 元大金,69.80,+ 1.30,+1.90%,"41,988"
19,00405A主動富邦台灣龍耀,8.68,+ 0.11,+1.28%,"38,602"
20,00991A主動復華未來50,17.73,+ 0.42,+2.43%,"38,549"
21,2890 永豐金,42.85,+ 0.25,+0.59%,"38,145"
22,009816凱基台灣TOP50,15.90,+ 0.28,+1.79%,"34,832"
23,3231 緯創,198.00,+ 9.50,+5.04%,"30,392"
24,2884 玉山金,43.55,+ 0.35,+0.81%,"27,418"
25,00982A主動群益台灣強棒,22.96,+ 0.55,+2.45%,"26,679"
26,2317 鴻海,256.00,+ 8.50,+3.43%,"25,285"
27,2356 英業達,67.50,+ 2.50,+3.85%,"23,544"
28,2377 微星,161.50,+ 11.00,+7.31%,"22,978"
29,2354 鴻準,65.60,+ 1.90,+2.98%,"21,723"
30,00990A主動元大AI新經濟,14.96,+ 0.31,+2.12%,"21,487"
31,2382 廣達,345.00,+ 10.00,+2.99%,"20,603"
32,00992A主動群益科技創新,18.47,+ 0.43,+2.38%,"19,446"
33,5876 上海商銀,46.30,+ 0.35,+0.76%,"18,957"
34,3045 台灣大,118.00,0.00,0.00%,"18,090"
35,2353 宏碁,32.70,+ 1.45,+4.64%,"17,435"
36,1717 長興,76.10,-0.70,-0.91%,"16,778"
37,00988A主動統一全球創新,15.99,+ 0.46,+2.96%,"16,667"
38,00406A主動中信台灣收益,9.57,+ 0.11,+1.16%,"16,656"
39,2897 王道銀行,10.85,-0.05,-0.46%,"16,621"
40,00981A主動統一台股增長,29.77,+ 0.64,+2.20%,"15,453"
41,2891 中信金,68.40,+ 0.90,+1.33%,"14,927"
42,00935 野村臺灣新科技50,58.65,+ 1.20,+2.09%,"14,460"
43,1216 統一,75.60,0.00,0.00%,"14,231"
44,00922 國泰台灣領袖50,42.13,+ 0.70,+1.69%,"13,887"
45,0056 元大高股息,55.40,+ 0.90,+1.65%,"13,808"
46,2412 中華電,137.50,-0.50,-0.36%,"13,679"
47,00927 群益半導體收益,36.80,+ 0.57,+1.57%,"13,269"
48,0052 富邦科技,62.70,+ 1.10,+1.79%,"12,937"
49,00900 富邦特選高股息30,19.75,+ 0.22,+1.13%,"12,080"
50,3714 富采,66.80,+ 5.30,+8.62%,"11,930"
