Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,3481 群創,45.70,-3.40,-6.92%,"69,741,658","3,360,542","66,381,115"
2,2454 聯發科,"4,265.00",+ 20.00,+0.47%,"84,120,990","19,596,155","64,524,835"
3,3189 景碩,696.00,+ 27.00,+4.04%,"34,607,396","5,690,800","28,916,596"
4,6239 力成,342.00,+ 31.00,+9.97%,"19,769,768","1,067,683","18,702,084"
5,2409 友達,22.00,-2.40,-9.84%,"18,791,948","2,006,614","16,785,333"
6,2449 京元電子,338.50,+ 21.50,+6.78%,"33,522,073","16,740,011","16,782,061"
7,1802 台玻,72.20,-1.70,-2.30%,"25,926,170","13,803,709","12,122,460"
8,3037 欣興,"1,085.00",+ 95.00,+9.60%,"35,601,565","24,456,623","11,144,942"
9,2330 台積電,"2,270.00",-40.00,-1.73%,"75,166,410","64,901,118","10,265,291"
10,3042 晶技,203.00,+ 9.50,+4.91%,"10,019,954","443,550","9,576,403"
11,3711 日月光投控,611.00,-6.00,-0.97%,"24,177,220","16,093,231","8,083,989"
12,2301 光寶科,239.50,+ 12.00,+5.27%,"14,979,272","7,474,722","7,504,549"
13,1303 南亞,90.80,+ 3.70,+4.25%,"9,575,396","2,856,493","6,718,903"
14,2489 瑞軒,51.70,-4.80,-8.50%,"6,755,537","378,920","6,376,617"
15,6531 愛普*,"1,080.00",+ 25.00,+2.37%,"10,935,401","4,740,198","6,195,203"
16,6116 彩晶,13.65,+ 0.65,+5.00%,"6,710,919","568,419","6,142,499"
17,2881 富邦金,103.50,+ 5.80,+5.94%,"10,458,031","4,529,409","5,928,622"
18,2312 金寶,40.00,+ 3.60,+9.89%,"8,314,423","2,415,520","5,898,903"
19,2383 台光電,"5,290.00",-215.00,-3.91%,"15,656,253","9,760,185","5,896,068"
20,2337 旺宏,160.50,+ 8.00,+5.25%,"25,957,814","20,432,805","5,525,008"
21,6442 光聖,"2,265.00",+ 205.00,+9.95%,"15,303,711","10,377,595","4,926,116"
22,6770 力積電,70.80,+ 3.20,+4.73%,"25,203,786","21,299,840","3,903,946"
23,1513 中興電,165.00,+ 5.00,+3.13%,"5,685,110","1,977,379","3,707,731"
24,2404 漢唐,"1,265.00",+ 20.00,+1.61%,"10,384,053","6,843,962","3,540,090"
25,2356 英業達,62.60,-2.80,-4.28%,"12,311,606","8,774,891","3,536,715"
26,6451 訊芯-KY,632.00,+ 56.00,+9.72%,"5,580,564","2,059,190","3,521,373"
27,2345 智邦,"2,620.00",+ 80.00,+3.15%,"9,679,671","6,718,326","2,961,345"
28,3016 嘉晶,126.00,-7.00,-5.26%,"2,853,500","294,451","2,559,049"
29,2492 華新科,328.50,+ 7.00,+2.18%,"4,328,309","1,859,499","2,468,810"
30,6196 帆宣,506.00,+ 20.00,+4.12%,"3,203,613","867,403","2,336,210"
31,6669 緯穎,"5,280.00",-330.00,-5.88%,"14,121,332","12,088,530","2,032,802"
32,8261 富鼎,193.50,+ 17.50,+9.94%,"2,759,710","842,544","1,917,165"
33,3017 奇鋐,"2,725.00",+ 150.00,+5.83%,"16,686,855","14,770,448","1,916,407"
34,5243 乙盛-KY,132.00,-3.00,-2.22%,"2,132,489","362,587","1,769,902"
35,2344 華邦電,141.00,+ 12.50,+9.73%,"46,772,761","45,036,539","1,736,221"
36,8110 華東,55.10,+ 5.00,+9.98%,"2,340,360","640,209","1,700,150"
37,2464 盟立,173.50,+ 15.50,+9.81%,"3,029,422","1,376,268","1,653,153"
38,6415 矽力*-KY,630.00,+ 12.00,+1.94%,"5,962,442","4,319,782","1,642,660"
39,2002 中鋼,19.50,-0.45,-2.26%,"5,711,755","4,077,242","1,634,512"
40,1597 直得,221.00,+ 20.00,+9.95%,"1,995,439","471,008","1,524,431"
41,1519 華城,851.00,+ 21.00,+2.53%,"3,076,936","1,569,624","1,507,311"
42,6830 汎銓,778.00,-9.00,-1.14%,"2,844,242","1,371,138","1,473,104"
43,2308 台達電,"2,350.00",+ 60.00,+2.62%,"28,737,799","27,283,358","1,454,441"
44,6213 聯茂,274.50,+ 7.50,+2.81%,"5,560,727","4,156,005","1,404,721"
45,2316 楠梓電,171.50,+ 3.00,+1.78%,"2,359,129","981,031","1,378,098"
46,2441 超豐,136.00,+ 7.50,+5.84%,"4,347,882","3,118,270","1,229,612"
47,3661 世芯-KY,"4,640.00",-260.00,-5.31%,"9,054,517","7,863,594","1,190,923"
48,6719 力智,273.50,+ 18.50,+7.25%,"2,199,614","1,041,260","1,158,354"
49,2486 一詮,289.00,-8.50,-2.86%,"3,799,264","2,670,479","1,128,784"
50,6805 富世達,"1,785.00",+ 40.00,+2.29%,"4,310,389","3,211,045","1,099,344"
