Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,9.81,+ 0.27,+2.83%,"235,624"
2,00981A主動統一台股增長,28.46,+ 0.88,+3.19%,"185,297"
3,00632R元大台灣50反1,10.30,-0.33,-3.10%,"181,959"
4,009816凱基台灣TOP50,15.00,+ 0.44,+3.02%,"170,044"
5,0050 元大台灣50,103.80,+ 3.15,+3.13%,"147,951"
6,00631L元大台灣50正2,34.15,+ 2.00,+6.22%,"112,916"
7,00991A主動復華未來50,16.89,+ 0.56,+3.43%,"105,405"
8,3231 緯創,193.00,-2.00,-1.03%,"68,058"
9,00405A主動富邦台灣龍耀,8.05,+ 0.15,+1.90%,"63,801"
10,2301 光寶科,249.00,-3.00,-1.19%,"57,958"
11,2317 鴻海,258.50,+ 8.50,+3.40%,"49,245"
12,2618 長榮航,43.80,0.00,0.00%,"48,699"
13,2408 南亞科,445.00,+ 9.00,+2.06%,"44,944"
14,2883 凱基金,31.60,+ 1.05,+3.44%,"42,805"
15,2344 華邦電,169.00,+ 12.00,+7.64%,"39,986"
16,2324 仁寶,36.95,-0.05,-0.14%,"36,553"
17,2891 中信金,66.00,+ 1.20,+1.85%,"36,447"
18,00992A主動群益科技創新,16.55,+ 0.37,+2.29%,"35,417"
19,0056 元大高股息,51.45,+ 0.85,+1.68%,"35,282"
20,1605 華新,34.85,+ 1.10,+3.26%,"30,502"
21,2610 華航,22.60,+ 0.15,+0.67%,"29,866"
22,00400A主動國泰動能高息,13.69,+ 0.24,+1.78%,"29,129"
23,00988A主動統一全球創新,17.19,+ 0.96,+5.91%,"26,775"
24,1216 統一,73.20,-0.70,-0.95%,"26,056"
25,00999A主動野村臺灣高息,10.75,+ 0.24,+2.28%,"22,091"
26,2887 台新新光金,35.70,+ 0.15,+0.42%,"20,830"
27,2890 永豐金,39.55,-0.05,-0.13%,"20,340"
28,00919 群益台灣精選高息,29.94,+ 0.43,+1.46%,"19,694"
29,009819中信數據及電力,10.42,+ 0.31,+3.07%,"17,002"
30,8112 至上,86.20,+ 1.00,+1.17%,"16,467"
31,3706 神達,91.90,+ 0.60,+0.66%,"16,369"
32,2356 英業達,65.70,-0.30,-0.45%,"16,323"
33,4938 和碩,89.50,+ 1.10,+1.24%,"15,206"
34,2376 技嘉,342.00,+ 10.00,+3.01%,"15,140"
35,2027 大成鋼,44.35,+ 0.10,+0.23%,"14,749"
36,0052 富邦科技,60.65,+ 2.00,+3.41%,"14,402"
37,2353 宏碁,30.25,+ 1.20,+4.13%,"13,059"
38,3006 晶豪科,239.00,+ 21.50,+9.89%,"12,662"
39,2377 微星,151.00,+ 1.50,+1.00%,"11,753"
40,00993A主動安聯台灣,12.81,+ 0.35,+2.81%,"11,342"
41,2388 威盛,83.00,+ 2.70,+3.36%,"10,565"
42,00927 群益半導體收益,36.01,+ 0.99,+2.83%,"10,514"
43,1402 遠東新,26.70,-0.45,-1.66%,"10,390"
44,00900 富邦特選高股息30,18.74,+ 0.36,+1.96%,"10,130"
45,2312 金寶,32.00,-0.30,-0.93%,"9,995"
46,2332 友訊,22.90,-0.95,-3.98%,"9,837"
47,00935 野村臺灣新科技50,55.85,+ 1.80,+3.33%,"9,355"
48,00982A主動群益台灣強棒,22.33,+ 0.72,+3.33%,"8,524"
49,3037 欣興,969.00,+ 45.00,+4.87%,"8,114"
50,3042 晶技,177.00,+ 7.50,+4.42%,"7,685"
