Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.33,+ 0.32,+3.20%,"95,631"
2,6770 力積電,74.00,+ 2.80,+3.93%,"88,238"
3,2412 中華電,145.50,+ 0.50,+0.34%,"47,016"
4,2303 聯電,156.00,+ 8.50,+5.76%,"34,584"
5,1314 中石化,8.96,0.00,0.00%,"31,603"
6,00631L元大台灣50正2,37.65,+ 1.24,+3.41%,"30,943"
7,2609 陽明,61.00,-1.00,-1.61%,"29,372"
8,2891 中信金,69.50,-1.70,-2.39%,"27,688"
9,2449 京元電子,291.50,+ 26.50,+10.00%,"26,751"
10,2408 南亞科,525.00,+ 37.00,+7.58%,"23,857"
11,2834 臺企銀,18.35,-0.40,-2.13%,"22,887"
12,6257 矽格,244.50,+ 22.00,+9.89%,"22,656"
13,2892 第一金,39.80,-0.95,-2.33%,"20,369"
14,00405A主動富邦台灣龍耀,8.87,+ 0.44,+5.22%,"19,464"
15,2880 華南金,47.65,-0.25,-0.52%,"17,623"
16,8150 南茂,94.00,+ 7.30,+8.42%,"15,357"
17,2353 宏碁,31.95,-0.45,-1.39%,"13,004"
18,009824群益美國科技巨頭,10.19,+ 0.14,+1.39%,"12,921"
19,2615 萬海,120.50,0.00,0.00%,"12,906"
20,5880 合庫金,27.30,-0.25,-0.91%,"12,731"
21,6226 光鼎,45.70,+ 1.85,+4.22%,"12,552"
22,00409A主動復華全球50,9.78,+ 0.25,+2.62%,"11,720"
23,1718 中纖,10.60,-0.30,-2.75%,"10,689"
24,3042 晶技,184.50,+ 6.00,+3.36%,"10,687"
25,6168 宏齊,38.85,+ 3.50,+9.90%,"9,683"
26,2489 瑞軒,44.15,+ 0.95,+2.20%,"9,557"
27,6239 力成,284.00,+ 9.50,+3.46%,"8,714"
28,2371 大同,29.20,-0.50,-1.68%,"8,666"
29,2305 全友,58.70,+ 4.40,+8.10%,"8,072"
30,3702 大聯大,114.50,+ 3.50,+3.15%,"7,431"
31,3711 日月光投控,638.00,+ 24.00,+3.91%,"7,179"
32,2820 華票,17.45,0.00,0.00%,"7,173"
33,1727 中華化,106.00,+ 1.00,+0.95%,"7,140"
34,3045 台灣大,124.00,0.00,0.00%,"7,030"
35,3605 宏致,154.00,+ 14.00,+10.00%,"6,819"
36,2897 王道銀行,11.10,-0.15,-1.33%,"6,751"
37,3714 富采,67.40,+ 1.90,+2.90%,"6,694"
38,2885 元大金,70.00,+ 1.00,+1.45%,"6,359"
39,2441 超豐,123.50,+ 5.00,+4.22%,"6,275"
40,5876 上海商銀,49.45,-0.50,-1.00%,"6,208"
41,2481 強茂,168.50,+ 5.50,+3.37%,"6,106"
42,3717 聯嘉投控,25.10,+ 2.20,+9.61%,"5,833"
43,1312 國喬,14.70,-0.25,-1.67%,"5,316"
44,2006 東和鋼鐵,87.60,+ 5.10,+6.18%,"5,266"
45,2377 微星,155.00,+ 2.00,+1.31%,"4,916"
46,2344 華邦電,179.50,+ 9.50,+5.59%,"4,641"
47,2379 瑞昱,727.00,+ 12.00,+1.68%,"4,440"
48,00404A主動聯博動能50,9.71,+ 0.19,+2.00%,"4,425"
49,2363 矽統,53.70,+ 0.80,+1.51%,"4,294"
50,2103 台橡,27.60,-0.60,-2.13%,"4,235"
