Rank,Stock,Price,Change,ChangePercent,NetSell
1,2409 友達,27.90,-0.80,-2.79%,"-209,092"
2,0050 元大台灣50,106.25,-0.65,-0.61%,"-135,604"
3,00981A主動統一台股增長,28.86,-0.46,-1.57%,"-127,868"
4,00406A主動中信台灣收益,9.28,-0.11,-1.17%,"-89,441"
5,2344 華邦電,159.50,-0.50,-0.31%,"-83,128"
6,6770 力積電,66.90,-3.80,-5.37%,"-75,804"
7,00632R元大台灣50反1,10.03,+ 0.06,+0.60%,"-65,640"
8,009816凱基台灣TOP50,15.75,-0.07,-0.44%,"-61,187"
9,00631L元大台灣50正2,35.09,-0.31,-0.88%,"-59,805"
10,3481 群創,46.80,-0.85,-1.78%,"-55,378"
11,00403A主動統一升級50,9.95,-0.14,-1.39%,"-53,177"
12,2002 中鋼,18.65,-0.15,-0.80%,"-46,736"
13,00685L群益臺灣加權正2,11.55,-0.13,-1.11%,"-46,185"
14,3231 緯創,182.50,+ 1.50,+0.83%,"-45,218"
15,2324 仁寶,36.95,-0.95,-2.51%,"-38,701"
16,1101 台泥,23.80,-0.10,-0.42%,"-34,725"
17,00991A主動復華未來50,16.87,-0.27,-1.58%,"-33,743"
18,2408 南亞科,465.50,-7.50,-1.59%,"-30,805"
19,00878 國泰永續高股息,34.20,-0.03,-0.09%,"-30,578"
20,00400A主動國泰動能高息,14.42,-0.30,-2.04%,"-28,794"
21,6505 台塑化,82.90,+ 0.10,+0.12%,"-27,787"
22,1409 新纖,23.90,-0.45,-1.85%,"-26,532"
23,2801 彰銀,28.00,-0.55,-1.93%,"-26,399"
24,1303 南亞,221.50,-12.50,-5.34%,"-26,258"
25,2330 台積電,"2,385.00",+ 5.00,+0.21%,"-25,613"
26,2303 聯電,138.50,-4.00,-2.81%,"-23,980"
27,00881 國泰台灣科技龍頭,49.21,-0.33,-0.67%,"-23,275"
28,00919 群益台灣精選高息,32.74,-0.15,-0.46%,"-23,038"
29,0056 元大高股息,55.00,-0.40,-0.72%,"-22,171"
30,00992A主動群益科技創新,17.31,-0.31,-1.76%,"-20,048"
31,1301 台塑,62.00,-0.90,-1.43%,"-20,010"
32,6116 彩晶,13.65,-0.20,-1.44%,"-18,719"
33,00407A主動凱基台灣,9.27,-0.19,-2.01%,"-17,892"
34,8150 南茂,84.40,-2.20,-2.54%,"-15,864"
35,9105 泰金寶-DR,8.42,+ 0.04,+0.48%,"-15,107"
36,1326 台化,65.80,-1.80,-2.66%,"-14,700"
37,9904 寶成,24.25,+ 0.20,+0.83%,"-14,533"
38,2542 興富發,45.25,-0.45,-0.98%,"-14,403"
39,00680L元大美債20正2,6.14,-0.06,-0.97%,"-13,278"
40,2337 旺宏,114.50,-1.50,-1.29%,"-13,209"
41,00712 復華富時不動產,8.29,-0.03,-0.36%,"-12,235"
42,2884 玉山金,45.65,-0.70,-1.51%,"-11,976"
43,2890 永豐金,44.55,-0.25,-0.56%,"-11,937"
44,2610 華航,19.90,-0.30,-1.49%,"-11,180"
45,3376 新日興,173.00,-8.00,-4.42%,"-10,853"
46,00405A主動富邦台灣龍耀,8.32,-0.24,-2.80%,"-10,769"
47,3006 晶豪科,264.00,-6.50,-2.40%,"-10,769"
48,2885 元大金,68.30,-2.50,-3.53%,"-10,684"
49,009828中信台日韓PCB,9.26,-0.09,-0.96%,"-10,467"
50,2308 台達電,"1,670.00",+ 50.00,+3.09%,"-10,126"
