Rank,Stock,Price,Change,ChangePercent,NetSell
1,2409 友達,21.80,-0.20,-0.91%,"-254,451"
2,3481 群創,50.20,+ 4.50,+9.85%,"-171,234"
3,1402 遠東新,23.45,-2.60,-9.98%,"-90,854"
4,2887 台新新光金,23.30,-0.30,-1.27%,"-76,639"
5,2880 華南金,29.95,-0.20,-0.66%,"-64,293"
6,2618 長榮航,34.80,-0.40,-1.14%,"-59,423"
7,6116 彩晶,14.50,+ 0.85,+6.23%,"-54,773"
8,2002 中鋼,19.10,-0.40,-2.05%,"-51,868"
9,2356 英業達,62.00,-0.60,-0.96%,"-47,417"
10,00991A主動復華未來50,19.74,+ 0.41,+2.12%,"-42,667"
11,2382 廣達,312.00,-4.50,-1.42%,"-37,417"
12,2610 華航,18.45,-0.20,-1.07%,"-32,555"
13,1101 台泥,23.85,-0.10,-0.42%,"-25,281"
14,2892 第一金,27.60,-0.10,-0.36%,"-24,380"
15,1216 統一,70.20,-0.60,-0.85%,"-20,889"
16,00990A主動元大AI新經濟,19.88,+ 0.50,+2.58%,"-20,598"
17,2886 兆豐金,39.45,+ 0.05,+0.13%,"-20,529"
18,2313 華通,282.00,-2.50,-0.88%,"-19,199"
19,2603 長榮,211.50,0.00,0.00%,"-19,189"
20,2633 台灣高鐵,25.25,+ 0.20,+0.80%,"-18,708"
21,00997A主動群益美國增長,13.30,+ 0.27,+2.07%,"-18,029"
22,3045 台灣大,110.00,-0.50,-0.45%,"-17,109"
23,1102 亞泥,33.00,-0.25,-0.75%,"-16,857"
24,2337 旺宏,155.50,-5.00,-3.12%,"-16,353"
25,2801 彰銀,20.15,0.00,0.00%,"-16,125"
26,2367 燿華,67.10,+ 0.40,+0.60%,"-15,452"
27,2912 統一超,206.50,-3.00,-1.43%,"-14,813"
28,2412 中華電,137.00,+ 1.00,+0.74%,"-14,365"
29,9904 寶成,25.35,-0.20,-0.78%,"-14,043"
30,5876 上海商銀,39.45,0.00,0.00%,"-13,483"
31,0050 元大台灣50,102.55,+ 2.45,+2.45%,"-11,154"
32,2402 毅嘉,68.70,-1.40,-2.00%,"-10,806"
33,4904 遠傳,92.90,-1.10,-1.17%,"-10,674"
34,3714 富采,74.30,-5.10,-6.42%,"-10,558"
35,00988A主動統一全球創新,22.07,+ 0.15,+0.68%,"-9,569"
36,3042 晶技,198.00,-5.00,-2.46%,"-9,530"
37,3706 神達,84.20,-3.20,-3.66%,"-8,633"
38,00981A主動統一台股增長,31.96,+ 0.47,+1.49%,"-8,602"
39,2377 微星,126.50,+ 0.50,+0.40%,"-7,791"
40,00940 元大台灣價值高息,11.87,+ 0.11,+0.94%,"-7,631"
41,6443 元晶,41.05,-1.25,-2.96%,"-7,592"
42,1504 東元,70.80,-1.70,-2.34%,"-7,521"
43,5880 合庫金,22.75,+ 0.05,+0.22%,"-7,311"
44,2327 國巨*,701.00,+ 40.00,+6.05%,"-7,142"
45,009802富邦旗艦50,20.49,+ 0.89,+4.54%,"-7,129"
46,5871 中租-KY,107.00,0.00,0.00%,"-6,649"
47,1314 中石化,6.90,-0.07,-1.00%,"-6,000"
48,00996A主動兆豐台灣豐收,15.54,+ 0.19,+1.24%,"-5,853"
49,3016 嘉晶,126.00,0.00,0.00%,"-5,667"
50,1513 中興電,169.00,+ 4.00,+2.42%,"-5,416"
