Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,105.20,+ 0.60,+0.57%,"-455,618"
2,00403A主動統一升級50,10.10,+ 0.16,+1.61%,"-286,500"
3,1303 南亞,189.00,-1.00,-0.53%,"-213,250"
4,2880 華南金,43.20,-0.45,-1.03%,"-142,714"
5,2303 聯電,123.00,0.00,0.00%,"-138,489"
6,2801 彰銀,23.70,+ 0.60,+2.60%,"-123,904"
7,6770 力積電,73.70,+ 6.70,+10.00%,"-111,877"
8,2886 兆豐金,48.70,-0.70,-1.42%,"-94,450"
9,2330 台積電,"2,415.00",+ 20.00,+0.84%,"-88,615"
10,2834 臺企銀,16.50,+ 0.10,+0.61%,"-87,855"
11,2409 友達,26.25,+ 0.15,+0.57%,"-83,675"
12,2892 第一金,33.15,+ 0.45,+1.38%,"-80,857"
13,2449 京元電子,259.00,+ 13.00,+5.28%,"-65,504"
14,00878 國泰永續高股息,33.52,+ 0.05,+0.15%,"-57,649"
15,2337 旺宏,136.50,+ 4.00,+3.02%,"-56,906"
16,4958 臻鼎-KY,471.50,-18.50,-3.78%,"-56,373"
17,1314 中石化,7.78,+ 0.08,+1.04%,"-53,460"
18,3711 日月光投控,621.00,-8.00,-1.27%,"-53,175"
19,2887 台新新光金,35.65,+ 0.10,+0.28%,"-52,892"
20,00891 中信關鍵半導體,35.93,+ 0.47,+1.33%,"-50,268"
21,8150 南茂,92.20,-6.80,-6.87%,"-46,439"
22,2327 國巨*,602.00,-15.00,-2.43%,"-40,073"
23,2344 華邦電,177.00,-1.00,-0.56%,"-39,294"
24,1718 中纖,11.20,+ 1.00,+9.80%,"-38,883"
25,009820元大納斯達克精選,10.07,+ 0.01,+0.10%,"-37,102"
26,00881 國泰台灣科技龍頭,54.15,+ 0.65,+1.21%,"-36,622"
27,2492 華新科,288.00,-12.50,-4.16%,"-35,450"
28,2542 興富發,44.80,+ 0.25,+0.56%,"-34,690"
29,6239 力成,281.50,-1.00,-0.35%,"-34,112"
30,1301 台塑,56.20,+ 0.60,+1.08%,"-31,162"
31,2382 廣達,325.50,+ 10.00,+3.17%,"-28,920"
32,2332 友訊,22.30,-0.30,-1.33%,"-28,896"
33,2308 台達電,"1,790.00",-15.00,-0.83%,"-28,336"
34,6005 群益證,30.60,+ 0.60,+2.00%,"-24,380"
35,2481 強茂,139.00,-2.50,-1.77%,"-23,502"
36,2406 國碩,31.65,-0.10,-0.31%,"-22,980"
37,2515 中工,11.95,-0.10,-0.83%,"-22,485"
38,8926 台汽電,56.80,+ 1.00,+1.79%,"-21,493"
39,6282 康舒,47.15,-2.70,-5.42%,"-19,983"
40,1710 東聯,15.25,+ 0.30,+2.01%,"-19,627"
41,00919 群益台灣精選高息,30.19,+ 0.07,+0.23%,"-18,595"
42,3702 大聯大,122.50,-3.00,-2.39%,"-17,758"
43,00982A主動群益台灣強棒,22.82,+ 0.32,+1.42%,"-17,727"
44,1312 國喬,11.75,-0.10,-0.84%,"-16,060"
45,1714 和桐,17.40,+ 0.75,+4.50%,"-15,952"
46,00990A主動元大AI新經濟,15.90,+ 0.02,+0.13%,"-15,789"
47,2369 菱生,33.15,+ 0.05,+0.15%,"-15,718"
48,2323 中環,10.30,+ 0.10,+0.98%,"-14,769"
49,00830 國泰費城半導體,86.85,+ 0.10,+0.12%,"-13,613"
50,8131 福懋科,64.10,+ 0.90,+1.42%,"-13,146"
