Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.27,-0.18,-1.72%,"819,857"
2,00981A主動統一台股增長,29.73,-0.64,-2.11%,"429,954"
3,2892 第一金,36.25,+ 0.35,+0.97%,"178,640"
4,2886 兆豐金,49.00,+ 0.50,+1.03%,"168,200"
5,2609 陽明,57.50,-0.10,-0.17%,"167,148"
6,00991A主動復華未來50,17.93,-0.31,-1.70%,"159,760"
7,6770 力積電,70.40,-0.40,-0.56%,"156,504"
8,00407A主動凱基台灣,9.78,-0.21,-2.10%,"152,165"
9,1216 統一,76.60,+ 0.40,+0.52%,"130,587"
10,1605 華新,38.20,-0.55,-1.42%,"130,146"
11,2603 長榮,234.50,-3.50,-1.47%,"122,640"
12,00992A主動群益科技創新,18.68,-0.19,-1.01%,"104,567"
13,2615 萬海,112.00,-2.50,-2.18%,"101,957"
14,2002 中鋼,19.05,0.00,0.00%,"101,910"
15,2408 南亞科,518.00,0.00,0.00%,"98,214"
16,1402 遠東新,29.10,-0.30,-1.02%,"86,725"
17,2027 大成鋼,49.55,-0.25,-0.50%,"83,606"
18,00405A主動富邦台灣龍耀,8.78,-0.15,-1.68%,"78,574"
19,00400A主動國泰動能高息,15.17,-0.20,-1.30%,"75,537"
20,1326 台化,72.80,-1.50,-2.02%,"74,278"
21,1301 台塑,66.80,-1.00,-1.47%,"68,619"
22,2883 凱基金,35.50,+ 0.55,+1.57%,"65,033"
23,3037 欣興,973.00,+ 2.00,+0.21%,"64,787"
24,3045 台灣大,116.00,+ 0.50,+0.43%,"61,484"
25,2324 仁寶,39.70,-0.20,-0.50%,"60,227"
26,0056 元大高股息,55.10,+ 0.25,+0.46%,"58,039"
27,2356 英業達,66.60,0.00,0.00%,"54,658"
28,009802富邦旗艦50,19.75,-0.74,-3.61%,"54,468"
29,009821野村稀土關鍵資源,14.79,-0.37,-2.44%,"52,042"
30,2618 長榮航,42.15,-0.25,-0.59%,"51,417"
31,1717 長興,80.80,-3.90,-4.60%,"50,400"
32,2354 鴻準,66.30,+ 0.40,+0.61%,"45,976"
33,2337 旺宏,123.00,+ 0.50,+0.41%,"45,177"
34,2889 國票金,16.00,+ 0.35,+2.24%,"42,252"
35,1102 亞泥,35.00,-0.15,-0.43%,"40,158"
36,2881 富邦金,143.50,-1.50,-1.03%,"39,765"
37,0050 元大台灣50,106.80,-1.65,-1.52%,"37,838"
38,2344 華邦電,179.00,+ 3.00,+1.70%,"37,131"
39,00406A主動中信台灣收益,9.64,-0.18,-1.83%,"37,078"
40,2606 裕民,75.10,+ 0.10,+0.13%,"35,448"
41,2353 宏碁,32.15,+ 0.40,+1.26%,"35,248"
42,0052 富邦科技,62.05,-1.00,-1.59%,"33,347"
43,00997A主動群益美國增長,10.87,-0.22,-1.98%,"32,633"
44,00999A主動野村臺灣高息,11.54,-0.08,-0.69%,"32,584"
45,00988A主動統一全球創新,15.71,-0.46,-2.84%,"32,426"
46,2542 興富發,47.95,+ 0.05,+0.10%,"30,690"
47,1802 台玻,60.80,-0.50,-0.82%,"29,980"
48,00900 富邦特選高股息30,19.61,+ 0.07,+0.36%,"28,066"
49,2303 聯電,126.00,-6.50,-4.91%,"26,232"
50,00982A主動群益台灣強棒,23.00,-0.34,-1.46%,"25,825"
