Rank,Stock,Price,Change,ChangePercent,NetSell
1,2884 玉山金,39.00,+ 0.85,+2.23%,"-93,193"
2,3481 群創,46.80,+ 1.35,+2.97%,"-87,488"
3,2834 臺企銀,16.35,0.00,0.00%,"-66,906"
4,2885 元大金,62.40,0.00,0.00%,"-66,382"
5,2887 台新新光金,37.15,+ 0.65,+1.78%,"-59,072"
6,2317 鴻海,243.00,-0.50,-0.21%,"-58,718"
7,1303 南亞,188.50,+ 8.50,+4.72%,"-46,814"
8,2492 華新科,268.00,+ 3.00,+1.13%,"-46,440"
9,2610 華航,20.40,-0.10,-0.49%,"-41,156"
10,2327 國巨*,544.00,-7.00,-1.27%,"-39,926"
11,5388 中磊,77.10,-0.50,-0.64%,"-37,156"
12,009816凱基台灣TOP50,15.21,+ 0.09,+0.60%,"-33,696"
13,2890 永豐金,39.30,+ 0.35,+0.90%,"-29,327"
14,0050 元大台灣50,104.40,+ 0.60,+0.58%,"-28,834"
15,00878 國泰永續高股息,32.64,+ 0.21,+0.65%,"-24,987"
16,2891 中信金,64.50,+ 0.90,+1.42%,"-24,456"
17,4958 臻鼎-KY,444.00,+ 8.50,+1.95%,"-24,008"
18,3231 緯創,178.50,+ 3.00,+1.71%,"-23,281"
19,2481 強茂,137.00,+ 3.00,+2.24%,"-22,815"
20,3702 大聯大,110.00,-1.00,-0.90%,"-19,516"
21,8150 南茂,87.50,-0.20,-0.23%,"-19,488"
22,5880 合庫金,25.05,+ 0.05,+0.20%,"-16,268"
23,2645 長榮航太,170.50,-3.50,-2.01%,"-14,481"
24,6005 群益證,30.35,+ 0.10,+0.33%,"-14,456"
25,2352 佳世達,28.15,-0.50,-1.75%,"-14,205"
26,2412 中華電,136.50,0.00,0.00%,"-13,089"
27,00753L中信中國50正2,9.43,+ 0.04,+0.43%,"-12,033"
28,00891 中信關鍵半導體,33.67,+ 0.16,+0.48%,"-11,968"
29,3033 威健,45.95,-0.85,-1.82%,"-11,557"
30,8033 雷虎,179.00,-6.00,-3.24%,"-11,230"
31,2332 友訊,20.10,-0.25,-1.23%,"-11,076"
32,3704 合勤控,41.40,-0.50,-1.19%,"-10,630"
33,2368 金像電,971.00,+ 23.00,+2.43%,"-10,529"
34,00918 大華優利高填息30,33.89,0.00,0.00%,"-10,437"
35,1301 台塑,57.80,+ 0.80,+1.40%,"-10,019"
36,8112 至上,94.00,-1.40,-1.47%,"-9,617"
37,2449 京元電子,239.50,+ 0.50,+0.21%,"-9,436"
38,4763 材料*-KY,44.95,-1.85,-3.95%,"-8,975"
39,6282 康舒,44.00,-0.35,-0.79%,"-8,212"
40,00990A主動元大AI新經濟,15.10,-0.02,-0.13%,"-8,143"
41,2605 新興,36.70,+ 0.10,+0.27%,"-8,039"
42,9958 世紀鋼,94.80,-2.50,-2.57%,"-7,965"
43,6239 力成,273.50,+ 4.00,+1.48%,"-7,716"
44,8046 南電,"1,160.00",+ 25.00,+2.20%,"-7,660"
45,2377 微星,144.00,0.00,0.00%,"-7,488"
46,2388 威盛,71.90,-0.20,-0.28%,"-7,362"
47,2406 國碩,28.30,0.00,0.00%,"-7,308"
48,3042 晶技,185.00,+ 7.50,+4.23%,"-7,214"
49,1810 和成,24.75,-0.40,-1.59%,"-7,118"
50,2855 統一證,46.20,0.00,0.00%,"-7,082"
