Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00631L元大台灣50正2,38.30,-0.92,-2.35%,"118,382","390,152","-271,770"
2,00918 大華優利高填息30,30.88,-0.85,-2.68%,"65,488","312,553","-247,064"
3,009816凱基台灣TOP50,15.48,-0.26,-1.65%,"93,979","328,547","-234,568"
4,00919 群益台灣精選高息,30.52,-0.26,-0.84%,"79,685","310,877","-231,191"
5,6770 力積電,81.00,-3.60,-4.26%,"100,544","288,208","-187,664"
6,0050 元大台灣50,106.10,-1.50,-1.39%,"72,558","199,745","-127,186"
7,00712 復華富時不動產,8.68,-0.08,-0.91%,"41,460","161,607","-120,146"
8,00988A主動統一全球創新,22.09,-0.57,-2.52%,"112,414","230,834","-118,419"
9,2324 仁寶,42.35,-4.70,-9.99%,"148,907","263,432","-114,525"
10,3481 群創,55.80,-3.60,-6.06%,"349,077","451,575","-102,498"
11,00990A主動元大AI新經濟,20.70,-0.41,-1.94%,"39,830","128,598","-88,767"
12,2303 聯電,125.00,-5.50,-4.21%,"410,568","497,797","-87,228"
13,2344 華邦電,179.50,+ 2.00,+1.13%,"129,409","212,521","-83,112"
14,009819中信數據及電力,10.91,-0.64,-5.54%,"32,337","92,133","-59,795"
15,00991A主動復華未來50,19.61,-0.38,-1.90%,"81,239","140,271","-59,032"
16,2353 宏碁,39.10,-4.30,-9.91%,"140,237","192,091","-51,854"
17,2313 華通,265.50,-1.00,-0.38%,"12,536","56,922","-44,385"
18,00896 中信綠能及電動車,29.60,-0.48,-1.60%,"14,070","48,460","-34,389"
19,1802 台玻,68.90,-2.90,-4.04%,"56,591","90,338","-33,747"
20,00984D主動聯博全球非投,10.01,-0.02,-0.20%,"25,182","52,973","-27,790"
21,8150 南茂,99.10,+ 3.30,+3.44%,"31,277","57,528","-26,251"
22,6116 彩晶,20.45,-2.25,-9.91%,"53,996","76,790","-22,794"
23,00632R元大台灣50反1,10.14,+ 0.12,+1.20%,"109,200","131,723","-22,523"
24,0052 富邦科技,62.30,-1.30,-2.04%,"34,723","56,901","-22,177"
25,00935 野村臺灣新科技50,61.45,-1.20,-1.92%,"10,324","31,033","-20,708"
26,00961 FT臺灣永續高息,13.27,-0.20,-1.48%,"13,430","33,778","-20,347"
27,2002 中鋼,19.25,-0.15,-0.77%,"65,077","85,332","-20,254"
28,1504 東元,87.00,+ 4.00,+4.82%,"57,028","76,339","-19,310"
29,00673R期元大S＆P原油反1,12.04,-0.08,-0.66%,"28,028","47,213","-19,185"
30,2355 敬鵬,56.40,-2.90,-4.89%,"7,706","25,253","-17,546"
31,9904 寶成,26.40,-0.10,-0.38%,"24,620","39,909","-15,288"
32,2312 金寶,41.05,-2.35,-5.41%,"36,067","51,233","-15,165"
33,1717 長興,76.40,-1.70,-2.18%,"9,474","23,714","-14,239"
34,2356 英業達,77.80,-7.60,-8.90%,"90,949","105,150","-14,200"
35,8039 台虹,140.50,-10.00,-6.64%,"11,740","25,780","-14,040"
36,00999A主動野村臺灣高息,11.39,-0.03,-0.26%,"41,359","55,292","-13,932"
37,6239 力成,354.00,+ 11.00,+3.21%,"16,978","30,499","-13,520"
38,2371 大同,32.05,+ 0.40,+1.26%,"20,790","34,289","-13,499"
39,2327 國巨*,743.00,-77.00,-9.39%,"24,440","37,835","-13,395"
40,2489 瑞軒,49.05,-1.05,-2.10%,"13,489","26,761","-13,271"
41,3673 TPK-KY,87.60,-6.40,-6.81%,"10,404","23,272","-12,867"
42,2369 菱生,35.25,-0.25,-0.70%,"6,585","19,121","-12,535"
43,6005 群益證,42.45,-2.25,-5.03%,"33,381","45,790","-12,409"
44,3714 富采,68.50,-1.50,-2.14%,"8,701","20,966","-12,264"
45,2367 燿華,62.00,-3.20,-4.91%,"6,488","18,532","-12,044"
46,00916 國泰全球品牌50,31.27,+ 0.07,+0.22%,"6,989","18,891","-11,901"
47,00910 第一金太空衛星,75.20,-4.80,-6.00%,"3,995","15,780","-11,785"
48,00735 國泰臺韓科技,115.25,-4.40,-3.68%,"5,669","16,457","-10,788"
49,2330 台積電,"2,385.00",-40.00,-1.65%,"27,828","38,332","-10,504"
50,3048 益登,67.80,-1.40,-2.02%,"15,254","25,174","-9,920"
