Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00407A主動凱基台灣,9.47,-0.48,-4.82%,"235,733","1,478,192","-1,242,458"
2,00631L元大台灣50正2,35.26,-2.90,-7.60%,"262,230","940,563","-678,333"
3,009816凱基台灣TOP50,15.00,-0.59,-3.78%,"178,741","665,673","-486,931"
4,3481 群創,65.00,-5.90,-8.32%,"284,092","694,547","-410,455"
5,0050 元大台灣50,103.10,-4.10,-3.82%,"130,737","455,017","-324,280"
6,00991A主動復華未來50,19.75,-0.95,-4.59%,"105,958","415,813","-309,854"
7,009821野村稀土關鍵資源,14.23,-0.38,-2.60%,"74,391","383,076","-308,684"
8,00403A主動統一升級50,10.56,-0.55,-4.95%,"222,256","498,132","-275,876"
9,00405A主動富邦台灣龍耀,9.00,-0.43,-4.56%,"92,583","355,161","-262,577"
10,00400A主動國泰動能高息,14.21,-0.79,-5.27%,"64,955","259,174","-194,219"
11,00988A主動統一全球創新,21.92,-1.15,-4.98%,"72,920","231,544","-158,623"
12,2344 華邦電,206.50,-13.00,-5.92%,"210,121","315,243","-105,122"
13,2409 友達,27.95,-2.45,-8.06%,"302,740","404,220","-101,479"
14,009824群益美國科技巨頭,9.87,-0.30,-2.95%,"69,575","164,499","-94,923"
15,2317 鴻海,248.50,-9.00,-3.50%,"50,167","134,834","-84,667"
16,00997A主動群益美國增長,13.98,-0.55,-3.79%,"39,331","117,812","-78,481"
17,00406A主動中信台灣收益,9.83,-0.45,-4.38%,"38,465","116,495","-78,029"
18,2303 聯電,164.00,-14.50,-8.12%,"265,181","334,642","-69,461"
19,2324 仁寶,34.80,-2.05,-5.56%,"51,646","112,188","-60,541"
20,0056 元大高股息,51.45,-1.75,-3.29%,"44,403","98,385","-53,982"
21,00990A主動元大AI新經濟,20.23,-0.95,-4.49%,"62,967","113,299","-50,331"
22,9904 寶成,25.30,-0.65,-2.50%,"41,225","90,656","-49,430"
23,00927 群益半導體收益,39.81,-2.55,-6.02%,"25,334","71,995","-46,661"
24,2312 金寶,33.50,-2.90,-7.97%,"46,169","91,393","-45,224"
25,6116 彩晶,18.25,-1.25,-6.41%,"39,257","78,345","-39,088"
26,3231 緯創,153.00,-7.00,-4.38%,"60,684","98,949","-38,265"
27,2330 台積電,"2,340.00",-50.00,-2.09%,"47,720","85,077","-37,356"
28,00919 群益台灣精選高息,29.56,-0.70,-2.31%,"148,524","183,435","-34,911"
29,00891 中信關鍵半導體,35.81,-1.98,-5.24%,"21,594","56,476","-34,882"
30,0052 富邦科技,60.60,-2.40,-3.81%,"34,235","67,999","-33,763"
31,00947 台新臺灣IC設計,38.07,-2.86,-6.99%,"15,845","47,208","-31,362"
32,4958 臻鼎-KY,580.00,-22.00,-3.65%,"17,677","47,251","-29,573"
33,00982A主動群益台灣強棒,23.59,-1.15,-4.65%,"32,660","61,404","-28,744"
34,00404A主動聯博動能50,9.75,-0.42,-4.13%,"17,703","45,962","-28,258"
35,2332 友訊,17.15,-0.95,-5.25%,"17,819","45,206","-27,386"
36,00935 野村臺灣新科技50,58.80,-3.20,-5.16%,"20,069","46,767","-26,697"
37,2313 華通,222.50,-10.50,-4.51%,"15,542","41,723","-26,181"
38,00984D主動聯博全球非投,10.15,+ 0.01,+0.10%,"30,699","56,009","-25,309"
39,1319 東陽,77.30,-2.30,-2.89%,"18,022","43,287","-25,265"
40,2603 長榮,181.00,-4.00,-2.16%,"30,410","55,488","-25,077"
41,00882 中信中國高股息,14.65,-0.30,-2.01%,"18,239","42,304","-24,064"
42,6282 康舒,54.10,-4.60,-7.84%,"29,071","52,031","-22,960"
43,2308 台達電,"1,810.00",-170.00,-8.59%,"14,513","36,389","-21,875"
44,00685L群益臺灣加權正2,280.35,-24.70,-8.10%,"8,100","28,808","-20,708"
45,6005 群益證,37.80,-1.00,-2.58%,"23,860","44,427","-20,567"
46,00665L富邦恒生國企正2,7.38,-0.23,-3.02%,"40,173","60,650","-20,477"
47,1605 華新,35.40,-2.30,-6.10%,"62,728","83,109","-20,380"
48,00753L中信中國50正2,7.96,-0.34,-4.10%,"31,620","51,808","-20,187"
49,9105 泰金寶-DR,9.32,-0.30,-3.12%,"56,164","75,606","-19,442"
50,00984A主動安聯台灣高息,16.14,-0.72,-4.27%,"13,249","32,090","-18,840"
