Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,10.41,+ 0.28,+2.76%,"-1,325,978"
2,0050 元大台灣50,103.50,+ 2.55,+2.53%,"-691,229"
3,00981A主動統一台股增長,31.23,+ 1.34,+4.48%,"-489,740"
4,2880 華南金,35.45,+ 1.95,+5.82%,"-361,931"
5,2002 中鋼,18.75,+ 0.10,+0.54%,"-360,438"
6,2883 凱基金,29.05,+ 2.30,+8.60%,"-295,622"
7,2618 長榮航,37.00,+ 0.60,+1.65%,"-287,265"
8,2382 廣達,375.00,-1.50,-0.40%,"-235,249"
9,1101 台泥,23.95,+ 0.10,+0.42%,"-205,131"
10,00991A主動復華未來50,19.60,+ 0.91,+4.87%,"-194,292"
11,2330 台積電,"2,305.00",+ 10.00,+0.44%,"-193,933"
12,2105 正新,34.20,+ 0.70,+2.09%,"-140,378"
13,2892 第一金,30.50,+ 1.40,+4.81%,"-138,989"
14,00988A主動統一全球創新,20.90,+ 0.65,+3.21%,"-130,657"
15,9904 寶成,26.50,+ 0.60,+2.32%,"-130,379"
16,2409 友達,24.00,-0.40,-1.64%,"-119,703"
17,2801 彰銀,22.30,+ 1.30,+6.19%,"-114,957"
18,4938 和碩,95.10,+ 3.00,+3.26%,"-113,888"
19,1504 東元,73.10,+ 1.50,+2.09%,"-107,899"
20,00990A主動元大AI新經濟,19.50,+ 0.60,+3.17%,"-102,183"
21,1102 亞泥,33.90,+ 0.15,+0.44%,"-100,275"
22,009816凱基台灣TOP50,15.16,+ 0.48,+3.27%,"-92,704"
23,2633 台灣高鐵,25.40,+ 0.30,+1.20%,"-87,176"
24,2812 台中銀,19.70,+ 0.65,+3.41%,"-80,130"
25,1802 台玻,63.00,+ 1.00,+1.61%,"-71,377"
26,2855 統一證,54.00,+ 0.80,+1.50%,"-71,333"
27,2412 中華電,142.00,+ 3.50,+2.53%,"-69,990"
28,1402 遠東新,27.70,+ 0.95,+3.55%,"-67,938"
29,5871 中租-KY,119.50,+ 4.00,+3.46%,"-64,181"
30,00631L元大台灣50正2,35.44,+ 1.64,+4.85%,"-58,090"
31,2912 統一超,224.00,+ 2.00,+0.90%,"-56,934"
32,2327 國巨*,826.00,+ 75.00,+9.99%,"-52,910"
33,2347 聯強,91.00,+ 5.70,+6.68%,"-51,690"
34,2371 大同,28.85,0.00,0.00%,"-51,218"
35,5880 合庫金,23.85,+ 0.80,+3.47%,"-48,435"
36,9907 統一實,16.55,+ 0.10,+0.61%,"-44,290"
37,3711 日月光投控,569.00,+ 29.00,+5.37%,"-43,397"
38,3714 富采,66.00,+ 1.20,+1.85%,"-40,466"
39,8150 南茂,95.90,+ 8.70,+9.98%,"-38,732"
40,8112 至上,91.20,+ 6.50,+7.67%,"-37,832"
41,1216 統一,74.10,+ 1.20,+1.65%,"-37,480"
42,2515 中工,12.70,-0.25,-1.93%,"-35,317"
43,9910 豐泰,86.30,+ 7.80,+9.94%,"-34,261"
44,1210 大成,54.50,+ 0.50,+0.93%,"-31,698"
45,2208 台船,17.75,+ 0.25,+1.43%,"-30,876"
46,3673 TPK-KY,86.90,+ 4.10,+4.95%,"-30,337"
47,4915 致伸,77.00,+ 2.20,+2.94%,"-27,537"
48,2542 興富發,43.20,+ 1.30,+3.10%,"-27,238"
49,2313 華通,276.00,+ 24.00,+9.52%,"-26,640"
50,9945 潤泰新,25.25,+ 0.65,+2.64%,"-26,013"
