Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,1314 中石化,9.88,+ 0.89,+9.90%,"294,716","121,861","172,855"
2,1718 中纖,14.95,+ 1.35,+9.93%,"148,912","63,747","85,165"
3,1301 台塑,62.10,+ 2.40,+4.02%,"190,059","112,956","77,103"
4,2887 台新新光金,34.15,+ 1.15,+3.48%,"108,842","51,063","57,779"
5,1717 長興,81.60,+ 7.40,+9.97%,"60,578","8,097","52,481"
6,2484 希華,96.40,+ 8.70,+9.92%,"117,755","70,000","47,755"
7,1312 國喬,15.10,+ 0.65,+4.50%,"97,062","53,309","43,752"
8,1409 新纖,31.00,+ 2.80,+9.93%,"79,612","37,367","42,246"
9,8422 可寧衛*,28.35,+ 1.55,+5.78%,"48,455","10,433","38,022"
10,1326 台化,68.00,+ 6.10,+9.85%,"97,647","64,671","32,976"
11,2609 陽明,52.40,+ 1.40,+2.75%,"43,387","10,559","32,828"
12,1434 福懋,18.90,+ 1.40,+8.00%,"34,676","7,628","27,047"
13,2332 友訊,20.00,+ 1.80,+9.89%,"30,088","8,626","21,462"
14,1313 聯成,14.30,+ 1.30,+10.00%,"38,851","17,611","21,239"
15,4989 榮科,110.50,+ 10.00,+9.95%,"44,985","24,010","20,975"
16,3673 TPK-KY,82.40,-1.40,-1.67%,"32,804","12,383","20,421"
17,2634 漢翔,60.00,+ 5.40,+9.89%,"45,980","25,599","20,381"
18,4919 新唐,176.50,-8.50,-4.59%,"32,928","12,604","20,324"
19,2615 萬海,82.80,+ 3.90,+4.94%,"25,105","4,979","20,126"
20,1305 華夏,14.85,+ 1.15,+8.39%,"23,512","5,060","18,452"
21,3042 晶技,249.00,+ 22.50,+9.93%,"93,064","74,769","18,295"
22,2603 長榮,195.00,+ 9.50,+5.12%,"25,022","6,850","18,173"
23,6505 台塑化,58.90,+ 1.30,+2.26%,"42,156","24,282","17,874"
24,2103 台橡,23.50,+ 2.10,+9.81%,"20,840","3,100","17,740"
25,00981A主動統一台股增長,32.26,+ 0.21,+0.66%,"175,889","158,262","17,627"
26,1810 和成,23.25,+ 2.10,+9.93%,"20,422","3,143","17,280"
27,1309 台達化,16.70,+ 1.50,+9.87%,"21,664","4,470","17,195"
28,1304 台聚,15.50,+ 1.40,+9.93%,"27,512","10,761","16,751"
29,1310 台苯,11.40,+ 1.00,+9.62%,"25,051","9,115","15,935"
30,1708 東鹼,60.70,+ 3.70,+6.49%,"33,244","18,116","15,128"
31,3711 日月光投控,682.00,-38.00,-5.28%,"39,659","24,969","14,690"
32,1402 遠東新,29.10,+ 0.70,+2.46%,"25,497","11,109","14,388"
33,8112 至上,92.90,+ 3.90,+4.38%,"29,524","15,372","14,152"
34,3026 禾伸堂,988.00,+ 89.00,+9.90%,"15,338","1,388","13,950"
35,6133 金橋,25.80,-0.45,-1.71%,"22,154","8,693","13,461"
36,2323 中環,12.00,+ 0.65,+5.73%,"18,201","4,874","13,327"
37,2208 台船,20.80,+ 1.85,+9.76%,"19,252","6,152","13,100"
38,00990A主動元大AI新經濟,19.76,-0.62,-3.04%,"64,759","51,851","12,908"
39,3055 蔚華科,152.50,+ 12.50,+8.93%,"17,863","6,024","11,839"
40,00712 復華富時不動產,8.80,+ 0.04,+0.46%,"24,746","13,200","11,545"
41,00403A主動統一升級50,11.14,0.00,0.00%,"208,593","197,108","11,485"
42,1308 亞聚,15.85,+ 1.40,+9.69%,"14,800","3,761","11,039"
43,2427 三商電,26.65,+ 2.40,+9.90%,"15,242","4,308","10,934"
44,2002 中鋼,18.95,+ 0.35,+1.88%,"41,120","30,282","10,838"
45,2834 臺企銀,17.95,+ 0.20,+1.13%,"31,903","21,726","10,177"
46,4540 全球傳動,64.00,+ 1.70,+2.73%,"14,072","3,971","10,100"
47,00632R元大台灣50反1,9.88,-0.02,-0.20%,"143,173","133,214","9,959"
48,1609 大亞,39.80,+ 1.65,+4.33%,"16,418","6,536","9,882"
49,2515 中工,14.30,+ 0.65,+4.76%,"20,519","10,666","9,853"
50,6213 聯茂,394.00,+ 35.50,+9.90%,"30,577","21,160","9,417"
