Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00940 元大台灣價值高息,9.47,+ 0.12,+1.28%,"82,207","15,945","66,262"
2,00919 群益台灣精選高息,23.13,+ 0.19,+0.83%,"62,634","11,980","50,654"
3,00929 復華台灣科技優息,18.86,+ 0.32,+1.73%,"48,299","11,383","36,916"
4,2312 金寶,25.05,+ 2.25,+9.87%,"44,693","12,532","32,161"
5,00715L期街口布蘭特正2,21.14,+ 0.70,+3.42%,"39,236","8,999","30,237"
6,00878 國泰永續高股息,22.27,+ 0.17,+0.77%,"66,138","36,186","29,951"
7,1101 台泥,24.95,+ 1.30,+5.50%,"45,223","15,841","29,381"
8,00939 統一台灣高息動能,15.16,+ 0.13,+0.86%,"34,164","6,110","28,054"
9,6770 力積電,49.80,+ 2.30,+4.84%,"31,877","7,212","24,665"
10,6443 元晶,34.80,+ 3.15,+9.95%,"30,134","6,798","23,336"
11,2367 燿華,33.65,+ 3.05,+9.97%,"29,808","7,727","22,081"
12,2002 中鋼,19.55,+ 0.55,+2.89%,"38,110","18,135","19,975"
13,2883 凱基金,17.65,+ 0.20,+1.15%,"22,818","8,020","14,797"
14,1303 南亞,64.70,+ 2.80,+4.52%,"23,182","8,570","14,612"
15,3037 欣興,243.50,+ 18.00,+7.98%,"17,530","3,040","14,489"
16,00991A主動復華未來50,10.64,+ 0.22,+2.11%,"30,878","17,173","13,705"
17,2337 旺宏,61.20,+ 2.90,+4.97%,"19,429","6,075","13,354"
18,00990A主動元大AI新經濟,10.42,+ 0.09,+0.87%,"26,644","13,894","12,750"
19,2406 國碩,28.05,+ 2.55,+10.00%,"14,077","2,902","11,174"
20,00992A主動群益科技創新,10.64,+ 0.16,+1.53%,"19,200","9,010","10,190"
21,00918 大華優利高填息30,22.83,+ 0.16,+0.71%,"16,711","6,893","9,818"
22,00900 富邦特選高股息30,14.26,+ 0.12,+0.85%,"14,651","4,947","9,704"
23,3481 群創,22.00,+ 2.00,+10.00%,"42,221","33,075","9,145"
24,9904 寶成,32.20,+ 0.95,+3.04%,"13,447","5,467","7,980"
25,00753L中信中國50正2,13.21,+ 0.34,+2.64%,"16,758","9,155","7,603"
26,2485 兆赫,27.50,+ 2.50,+10.00%,"9,704","2,115","7,589"
27,00642U期元大S＆P石油,15.53,+ 0.28,+1.84%,"10,623","3,329","7,293"
28,1314 中石化,8.11,+ 0.22,+2.79%,"12,716","5,462","7,254"
29,00713 元大台灣高息低波,51.20,+ 0.20,+0.39%,"12,161","5,144","7,016"
30,2481 強茂,84.40,+ 5.00,+6.30%,"8,741","1,800","6,941"
31,00680L元大美債20正2,7.21,-0.01,-0.14%,"11,048","4,768","6,279"
32,9105 泰金寶-DR,6.02,+ 0.27,+4.70%,"14,603","8,464","6,138"
33,2605 新興,28.90,+ 1.15,+4.14%,"8,606","2,519","6,087"
34,2027 大成鋼,36.45,+ 0.80,+2.24%,"10,879","4,828","6,050"
35,00946 群益科技高息成長,10.01,+ 0.19,+1.93%,"11,410","5,365","6,044"
36,00936 台新永續高息中小,17.04,+ 0.21,+1.25%,"8,533","2,779","5,754"
37,3305 昇貿,121.50,+ 11.00,+9.95%,"7,703","1,952","5,751"
38,4958 臻鼎-KY,158.50,+ 14.00,+9.69%,"7,553","2,241","5,312"
39,2618 長榮航,37.10,+ 0.55,+1.50%,"13,498","8,528","4,969"
40,2327 國巨*,247.50,+ 6.00,+2.48%,"7,210","2,277","4,932"
41,00961 FT臺灣永續高息,9.94,+ 0.18,+1.84%,"9,195","4,546","4,649"
42,4916 事欣科,62.00,+ 3.80,+6.53%,"6,352","1,715","4,636"
43,2408 南亞科,239.00,+ 21.50,+9.89%,"6,727","2,133","4,593"
44,00712 復華富時不動產,9.50,0.00,0.00%,"18,123","13,733","4,390"
45,2308 台達電,"1,055.00",+ 40.00,+3.94%,"5,681","1,486","4,195"
46,2634 漢翔,54.60,+ 1.50,+2.82%,"6,283","2,273","4,009"
47,2455 全新,162.00,+ 14.50,+9.83%,"6,074","2,296","3,777"
48,6239 力成,220.00,+ 20.00,+10.00%,"8,922","5,235","3,687"
49,00738U期元大道瓊白銀,68.80,+ 5.90,+9.38%,"6,640","3,042","3,597"
50,00915 凱基優選高股息30,23.22,+ 0.08,+0.35%,"5,259","1,757","3,502"
