Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,9.28,-0.24,-2.52%,"207,755","1,298,107","-1,090,351"
2,00685L群益臺灣加權正2,10.41,-0.13,-1.23%,"196,205","841,642","-645,437"
3,0050 元大台灣50,99.20,-0.95,-0.95%,"150,837","625,663","-474,826"
4,00631L元大台灣50正2,32.06,-0.11,-0.34%,"144,628","549,478","-404,850"
5,009816凱基台灣TOP50,14.14,-0.14,-0.98%,"103,727","477,542","-373,815"
6,00981A主動統一台股增長,25.90,-0.53,-2.01%,"81,039","316,501","-235,461"
7,0056 元大高股息,49.95,-0.80,-1.58%,"42,325","270,687","-228,361"
8,00991A主動復華未來50,16.50,-0.32,-1.90%,"61,107","268,502","-207,394"
9,00405A主動富邦台灣龍耀,7.56,-0.19,-2.45%,"36,368","214,236","-177,867"
10,00406A主動中信台灣收益,8.72,-0.10,-1.13%,"41,123","205,725","-164,602"
11,00407A主動凱基台灣,8.40,-0.18,-2.10%,"47,662","180,582","-132,920"
12,6770 力積電,63.00,-5.90,-8.56%,"29,682","162,497","-132,815"
13,00929 復華台灣科技優息,27.94,-0.58,-2.03%,"20,530","122,623","-102,093"
14,2303 聯電,130.00,-14.00,-9.72%,"61,805","144,585","-82,779"
15,00919 群益台灣精選高息,28.55,-0.38,-1.31%,"27,378","83,562","-56,184"
16,00400A主動國泰動能高息,12.72,-0.27,-2.08%,"16,203","60,933","-44,730"
17,2330 台積電,"2,320.00",+ 30.00,+1.31%,"27,095","67,286","-40,191"
18,00988A主動統一全球創新,16.56,+ 0.32,+1.97%,"44,048","79,597","-35,549"
19,00982A主動群益台灣強棒,21.08,-0.35,-1.63%,"26,587","61,721","-35,134"
20,0052 富邦科技,57.60,-0.30,-0.52%,"14,559","48,030","-33,470"
21,00992A主動群益科技創新,14.87,-0.35,-2.30%,"19,622","52,376","-32,753"
22,00878 國泰永續高股息,31.36,-0.45,-1.41%,"14,281","45,928","-31,646"
23,2344 華邦電,151.00,-4.00,-2.58%,"29,745","56,840","-27,094"
24,00891 中信關鍵半導體,32.67,-0.68,-2.04%,"10,235","35,440","-25,205"
25,2449 京元電子,270.50,-16.00,-5.58%,"8,488","31,869","-23,380"
26,1314 中石化,8.28,-0.36,-4.17%,"15,812","34,669","-18,856"
27,00935 野村臺灣新科技50,52.20,-1.20,-2.25%,"10,075","28,078","-18,002"
28,2313 華通,199.00,-13.00,-6.13%,"11,353","28,957","-17,604"
29,00990A主動元大AI新經濟,15.82,+ 0.33,+2.13%,"38,960","56,450","-17,490"
30,00922 國泰台灣領袖50,37.50,-0.41,-1.08%,"7,983","24,215","-16,232"
31,8150 南茂,103.00,-7.50,-6.79%,"7,613","23,591","-15,978"
32,2408 南亞科,381.00,-14.50,-3.67%,"10,847","26,790","-15,943"
33,00927 群益半導體收益,34.50,-1.18,-3.31%,"17,899","33,638","-15,738"
34,00999A主動野村臺灣高息,9.88,-0.08,-0.80%,"7,835","21,306","-13,471"
35,2885 元大金,62.90,-2.10,-3.23%,"42,433","54,635","-12,201"
36,00881 國泰台灣科技龍頭,48.85,-0.68,-1.37%,"7,568","19,531","-11,962"
37,3711 日月光投控,597.00,-17.00,-2.77%,"8,390","20,344","-11,954"
38,00984A主動安聯台灣高息,14.47,-0.33,-2.23%,"6,909","18,679","-11,770"
39,1605 華新,31.80,-0.80,-2.45%,"8,196","19,406","-11,210"
40,2382 廣達,316.00,-9.50,-2.92%,"19,830","30,600","-10,770"
41,00663L國泰臺灣加權正2,91.20,-1.05,-1.14%,"6,672","17,433","-10,761"
42,1301 台塑,60.60,-2.20,-3.50%,"12,690","23,298","-10,608"
43,2301 光寶科,193.50,-3.00,-1.53%,"6,707","16,052","-9,344"
44,00408A主動第一金優股息,9.65,0.00,0.00%,"5,712","14,966","-9,253"
45,3033 威健,47.90,-0.90,-1.84%,"5,490","14,179","-8,688"
46,2515 中工,12.20,-0.05,-0.41%,"8,892","17,458","-8,566"
47,00637L元大滬深300正2,20.12,+ 0.83,+4.30%,"25,469","33,992","-8,523"
48,2484 希華,72.70,-8.00,-9.91%,"3,974","12,403","-8,429"
49,2409 友達,25.40,-0.40,-1.55%,"64,297","72,616","-8,318"
50,2353 宏碁,29.25,-0.35,-1.18%,"17,347","25,466","-8,118"
