Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2409 友達,15.95,+ 1.45,+10.00%,"206,250","91,827","114,422"
2,1528 恩德,26.10,-0.85,-3.15%,"106,700","33,534","73,166"
3,4906 正文,39.65,+ 3.60,+9.99%,"114,141","85,370","28,772"
4,00632R元大台灣50反1,14.14,-0.68,-4.59%,"198,370","174,584","23,786"
5,2355 敬鵬,52.80,+ 1.80,+3.53%,"74,747","51,712","23,035"
6,3481 群創,25.05,+ 1.20,+5.03%,"328,716","308,335","20,381"
7,6919 康霈*,94.90,+ 8.60,+9.97%,"38,090","20,540","17,550"
8,00927 群益半導體收益,24.20,+ 0.80,+3.42%,"28,389","11,976","16,413"
9,2419 仲琦,35.15,+ 2.70,+8.32%,"25,815","10,584","15,232"
10,00637L元大滬深300正2,19.34,+ 0.33,+1.74%,"37,175","24,382","12,793"
11,2891 中信金,53.70,+ 2.40,+4.68%,"60,426","47,749","12,677"
12,4960 誠美材,21.90,-2.40,-9.88%,"36,751","24,343","12,408"
13,1402 遠東新,27.15,+ 0.85,+3.23%,"26,788","15,990","10,798"
14,2369 菱生,30.25,+ 2.10,+7.46%,"24,807","14,220","10,587"
15,7721 微程式,76.90,+ 2.90,+3.92%,"7,796",783,"7,013"
16,6116 彩晶,8.25,+ 0.29,+3.64%,"24,158","17,962","6,196"
17,00753L中信中國50正2,10.34,+ 0.43,+4.34%,"18,121","13,318","4,803"
18,00673R期元大S＆P原油反1,17.01,-0.94,-5.24%,"16,559","12,089","4,470"
19,3380 明泰,36.70,+ 1.65,+4.71%,"8,179","3,727","4,452"
20,6285 啟碁,178.00,+ 8.00,+4.71%,"24,963","20,739","4,224"
21,2332 友訊,15.35,+ 0.55,+3.72%,"7,025","2,974","4,051"
22,4526 東台,34.45,+ 2.45,+7.66%,"5,657","2,277","3,380"
23,3596 智易,167.00,+ 15.00,+9.87%,"5,795","2,502","3,293"
24,2455 全新,263.50,+ 17.00,+6.90%,"24,883","21,664","3,219"
25,00665L富邦恒生國企正2,9.59,+ 0.41,+4.47%,"20,792","17,616","3,176"
26,00676R富邦臺灣加權反1,7.80,-0.35,-4.29%,"10,400","7,586","2,813"
27,8215 明基材,24.10,+ 2.15,+9.79%,"4,255","1,520","2,735"
28,3714 富采,49.30,+ 3.75,+8.23%,"13,116","10,384","2,732"
29,9907 統一實,18.65,+ 0.45,+2.47%,"4,541","1,811","2,730"
30,4919 新唐,94.50,+ 5.50,+6.18%,"14,187","11,701","2,486"
31,6505 台塑化,55.70,+ 0.60,+1.09%,"19,943","17,538","2,406"
32,00939 統一台灣高息動能,15.44,+ 0.44,+2.93%,"8,171","5,838","2,333"
33,1906 寶隆,12.70,-1.20,-8.63%,"4,531","2,201","2,331"
34,2351 順德,103.50,+ 9.10,+9.64%,"5,543","3,245","2,299"
35,2484 希華,31.25,+ 2.55,+8.89%,"10,697","8,409","2,288"
36,00650L復華香港正2,16.92,+ 0.84,+5.22%,"6,059","3,839","2,220"
37,9904 寶成,28.85,+ 0.55,+1.94%,"7,632","5,516","2,116"
38,3550 聯穎,18.55,+ 0.95,+5.40%,"3,460","1,420","2,040"
39,3591 艾笛森,20.55,+ 0.80,+4.05%,"3,764","1,781","1,983"
40,00752 中信中國50,23.97,+ 0.50,+2.13%,"2,480",540,"1,939"
41,8028 昇陽半導體,177.50,-3.50,-1.93%,"11,893","9,986","1,907"
42,2458 義隆,127.50,+ 5.50,+4.51%,"4,522","2,934","1,587"
43,2472 立隆電,133.00,+ 7.00,+5.56%,"7,001","5,599","1,402"
44,009811統一美國50,11.02,+ 0.28,+2.61%,"3,693","2,394","1,300"
45,00635U期元大S＆P黃金,49.42,+ 1.18,+2.45%,"9,412","8,120","1,292"
46,00865B國泰US短期公債,48.35,-0.22,-0.45%,"4,439","3,156","1,283"
47,00713 元大台灣高息低波,51.50,+ 0.85,+1.68%,"8,988","7,715","1,273"
48,2897 王道銀行,10.05,+ 0.05,+0.50%,"3,936","2,734","1,202"
49,5388 中磊,76.60,+ 1.60,+2.13%,"3,194","2,000","1,195"
50,1589 永冠-KY,6.15,-0.45,-6.82%,"1,905",736,"1,169"
