Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,3481 群創,44.65,+ 4.05,+9.98%,"388,362","524,601","-136,240"
2,2489 瑞軒,51.40,+ 4.60,+9.83%,"29,542","97,195","-67,652"
3,3090 日電貿,215.00,+ 19.00,+9.69%,"9,231","61,149","-51,918"
4,00919 群益台灣精選高息,26.73,+ 0.20,+0.75%,"80,980","126,324","-45,344"
5,00632R元大台灣50反1,11.08,-0.21,-1.86%,"120,550","163,880","-43,330"
6,2891 中信金,57.60,+ 0.10,+0.17%,"37,280","72,093","-34,814"
7,3702 大聯大,118.00,-5.50,-4.45%,"15,708","43,255","-27,547"
8,1303 南亞,86.70,-0.60,-0.69%,"45,974","71,605","-25,631"
9,3189 景碩,609.00,+ 55.00,+9.93%,"11,455","35,213","-23,758"
10,4919 新唐,199.50,+ 18.00,+9.92%,"42,518","63,210","-20,692"
11,00929 復華台灣科技優息,27.08,+ 0.59,+2.23%,"39,100","57,937","-18,837"
12,6239 力成,283.00,+ 25.50,+9.90%,"7,198","25,308","-18,109"
13,2883 凱基金,21.70,+ 0.30,+1.40%,"43,900","61,915","-18,015"
14,2344 華邦電,125.00,+ 11.00,+9.65%,"193,147","209,614","-16,468"
15,2481 強茂,133.50,+ 1.00,+0.75%,"50,103","66,182","-16,079"
16,2472 立隆電,260.00,-6.00,-2.26%,"16,654","31,302","-14,648"
17,3694 海華,70.50,-1.30,-1.81%,"5,842","20,015","-14,173"
18,00940 元大台灣價值高息,11.49,+ 0.17,+1.50%,"50,842","64,866","-14,024"
19,6271 同欣電,226.50,+ 20.50,+9.95%,"8,498","21,337","-12,839"
20,6209 今國光,85.80,-0.90,-1.04%,"40,358","52,265","-11,906"
21,2027 大成鋼,41.95,-0.40,-0.94%,"24,351","34,914","-10,563"
22,00918 大華優利高填息30,26.99,+ 0.40,+1.50%,"22,805","32,978","-10,173"
23,6531 愛普*,963.00,+ 87.00,+9.93%,"8,160","17,382","-9,222"
24,8261 富鼎,160.00,+ 10.00,+6.67%,"11,495","19,883","-8,388"
25,1727 中華化,102.00,+ 9.00,+9.68%,"15,109","23,469","-8,360"
26,6962 奕力-KY,39.85,+ 0.30,+0.76%,"8,761","16,867","-8,105"
27,2388 威盛,88.00,+ 2.00,+2.33%,"35,609","42,513","-6,904"
28,2412 中華電,137.00,-0.50,-0.36%,"8,350","14,521","-6,171"
29,2455 全新,425.00,+ 38.50,+9.96%,"15,989","21,897","-5,908"
30,2301 光寶科,207.00,+ 2.50,+1.22%,"20,418","26,303","-5,884"
31,6443 元晶,40.05,-0.05,-0.12%,"14,132","19,776","-5,645"
32,009820元大納斯達克精選,10.22,+ 0.05,+0.49%,"29,520","35,112","-5,592"
33,00915 凱基優選高股息30,27.43,+ 0.02,+0.07%,"5,084","10,632","-5,548"
34,1710 東聯,12.95,-0.15,-1.15%,"5,603","11,002","-5,399"
35,5243 乙盛-KY,123.00,+ 11.00,+9.82%,"10,266","15,511","-5,245"
36,6155 鈞寶,61.20,+ 1.80,+3.03%,"23,089","28,329","-5,240"
37,2543 皇昌,45.50,-0.95,-2.05%,"6,869","12,034","-5,165"
38,3031 佰鴻,33.75,+ 0.15,+0.45%,"10,695","15,829","-5,134"
39,00947 台新臺灣IC設計,36.39,+ 1.44,+4.12%,"9,605","14,408","-4,802"
40,00939 統一台灣高息動能,18.80,+ 0.18,+0.97%,"5,082","9,815","-4,733"
41,3209 全科,78.00,-1.10,-1.39%,"5,673","10,285","-4,613"
42,8926 台汽電,60.90,-0.10,-0.16%,"6,818","11,422","-4,604"
43,2484 希華,49.30,+ 4.45,+9.92%,"34,513","38,956","-4,443"
44,3036 文曄,289.00,-2.50,-0.86%,"12,509","16,764","-4,254"
45,3605 宏致,80.90,-0.90,-1.10%,"5,099","9,320","-4,221"
46,8021 尖點,422.00,+ 38.00,+9.90%,"6,017","10,079","-4,062"
47,00985B群益ESG投等債0-5,10.16,-0.01,-0.10%,"3,092","7,128","-4,036"
48,2413 環科,51.50,+ 0.40,+0.78%,"6,775","10,736","-3,961"
49,8028 昇陽半導體,294.00,+ 26.50,+9.91%,"8,520","12,477","-3,956"
50,6719 力智,232.00,-1.50,-0.64%,"2,209","5,716","-3,508"
