Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.68,-0.16,-1.63%,"340,736","1,031,872","-691,136"
2,0050 元大台灣50,104.90,-1.55,-1.46%,"828,671","1,234,764","-406,092"
3,00878 國泰永續高股息,32.38,-0.36,-1.10%,"196,531","588,427","-391,895"
4,00685L群益臺灣加權正2,11.44,-0.40,-3.38%,"1,401,105","1,757,863","-356,757"
5,00881 國泰台灣科技龍頭,49.48,-1.07,-2.12%,"151,604","503,530","-351,925"
6,00961 FT臺灣永續高息,13.00,-0.11,-0.84%,"105,804","346,752","-240,947"
7,00632R元大台灣50反1,10.13,+ 0.16,+1.60%,"1,181,911","1,420,531","-238,620"
8,009816凱基台灣TOP50,15.31,-0.21,-1.35%,"949,952","1,172,261","-222,309"
9,2303 聯電,119.00,-2.50,-2.06%,"589,086","808,816","-219,730"
10,00929 復華台灣科技優息,28.87,-0.33,-1.13%,"160,014","347,969","-187,954"
11,00984D主動聯博全球非投,10.05,-0.03,-0.30%,"159,015","345,427","-186,412"
12,009826貝萊德世界股票,10.18,-0.10,-0.97%,"114,630","291,073","-176,442"
13,00891 中信關鍵半導體,33.88,-0.80,-2.31%,"91,625","245,194","-153,569"
14,2834 臺企銀,16.50,+ 0.20,+1.23%,"316,461","439,504","-123,043"
15,3481 群創,49.50,-1.70,-3.32%,"623,454","713,439","-89,985"
16,00923 群益台ESG低碳50,39.18,-0.66,-1.66%,"45,539","126,972","-81,433"
17,00673R期元大S＆P原油反1,12.32,-0.48,-3.75%,"169,732","244,607","-74,874"
18,2409 友達,26.35,-0.90,-3.30%,"570,049","641,918","-71,869"
19,8150 南茂,89.10,-2.40,-2.62%,"115,661","182,560","-66,899"
20,1718 中纖,10.50,-0.15,-1.41%,"161,080","223,311","-62,230"
21,1314 中石化,7.86,+ 0.05,+0.64%,"150,731","211,521","-60,790"
22,00982A主動群益台灣強棒,22.14,-0.67,-2.94%,"185,524","244,466","-58,941"
23,00953B群益優選非投等債,9.66,-0.01,-0.10%,"280,831","336,444","-55,613"
24,2327 國巨*,576.00,-32.00,-5.26%,"140,238","192,646","-52,408"
25,2337 旺宏,122.00,-7.50,-5.79%,"278,526","330,632","-52,106"
26,9904 寶成,24.50,-0.30,-1.21%,"143,857","195,174","-51,317"
27,2449 京元電子,236.00,-12.50,-5.03%,"77,627","128,757","-51,130"
28,00664R國泰臺灣加權反1,1.64,+ 0.02,+1.23%,"247,505","293,943","-46,437"
29,00988A主動統一全球創新,17.32,-0.37,-2.09%,"301,822","344,751","-42,928"
30,2812 台中銀,19.00,+ 0.20,+1.06%,"169,055","208,240","-39,185"
31,6005 群益證,30.50,-0.05,-0.16%,"59,469","96,549","-37,079"
32,2382 廣達,327.00,-6.50,-1.95%,"138,848","175,161","-36,313"
33,4958 臻鼎-KY,474.00,-29.00,-5.77%,"111,808","146,080","-34,271"
34,2492 華新科,282.00,-9.50,-3.26%,"68,462","99,915","-31,452"
35,2481 強茂,139.50,-5.00,-3.46%,"73,127","103,907","-30,780"
36,2332 友訊,21.00,-1.00,-4.55%,"119,355","149,628","-30,273"
37,00991A主動復華未來50,18.14,-0.44,-2.37%,"1,444,884","1,472,559","-27,675"
38,2105 正新,31.10,+ 0.35,+1.14%,"61,789","86,223","-24,434"
39,6116 彩晶,13.70,-0.45,-3.18%,"118,585","142,873","-24,288"
40,1301 台塑,58.90,-0.20,-0.34%,"143,499","166,898","-23,399"
41,6239 力成,265.50,-12.50,-4.50%,"75,543","98,603","-23,059"
42,00405A主動富邦台灣龍耀,8.60,-0.20,-2.27%,"700,247","723,090","-22,843"
43,3090 日電貿,161.50,-4.50,-2.71%,"24,336","45,863","-21,526"
44,1714 和桐,16.90,-0.25,-1.46%,"92,234","112,798","-20,563"
45,8926 台汽電,56.00,-0.60,-1.06%,"19,916","39,779","-19,862"
46,1326 台化,59.40,+ 0.10,+0.17%,"133,249","152,875","-19,625"
47,2406 國碩,28.75,-0.75,-2.54%,"25,371","44,493","-19,122"
48,00985B群益ESG投等債0-5,10.24,-0.02,-0.19%,"60,426","79,054","-18,627"
49,00686R群益臺灣加權反1,1.00,+ 0.01,+1.01%,"122,224","139,066","-16,842"
50,6505 台塑化,72.00,+ 0.90,+1.27%,"135,468","151,832","-16,364"
