Rank,Stock,Price,Change,ChangePercent,NetSell
1,2610 華航,20.45,-2.05,-9.11%,"-78,295"
2,1303 南亞,185.00,-3.00,-1.60%,"-22,709"
3,2892 第一金,34.95,-0.60,-1.69%,"-17,900"
4,00991A主動復華未來50,17.33,+ 0.47,+2.79%,"-16,125"
5,5880 合庫金,26.10,-0.10,-0.38%,"-13,970"
6,2834 臺企銀,16.50,0.00,0.00%,"-13,574"
7,2886 兆豐金,51.00,+ 0.10,+0.20%,"-10,582"
8,2880 華南金,44.00,-0.40,-0.90%,"-10,479"
9,2884 玉山金,37.80,-0.35,-0.92%,"-9,389"
10,2646 星宇航空,20.75,-0.55,-2.58%,"-6,592"
11,2812 台中銀,18.70,+ 0.05,+0.27%,"-6,400"
12,6005 群益證,33.80,-0.05,-0.15%,"-5,971"
13,4958 臻鼎-KY,470.50,-2.50,-0.53%,"-5,966"
14,2313 華通,215.00,+ 6.50,+3.12%,"-5,186"
15,6505 台塑化,69.00,-2.00,-2.82%,"-5,130"
16,8926 台汽電,57.00,-5.00,-8.06%,"-4,716"
17,2426 鼎元,67.60,-0.20,-0.29%,"-4,398"
18,1714 和桐,16.65,+ 0.90,+5.71%,"-4,242"
19,00982A主動群益台灣強棒,22.68,+ 0.29,+1.30%,"-4,186"
20,1314 中石化,7.74,-0.06,-0.77%,"-4,031"
21,2449 京元電子,248.50,+ 6.50,+2.69%,"-3,882"
22,6770 力積電,67.60,+ 2.10,+3.21%,"-3,732"
23,6901 鑽石投資,16.30,-1.65,-9.19%,"-3,535"
24,00891 中信關鍵半導體,35.50,+ 0.75,+2.16%,"-3,308"
25,2801 彰銀,23.20,+ 0.05,+0.22%,"-3,302"
26,2633 台灣高鐵,25.90,+ 0.10,+0.39%,"-3,242"
27,2324 仁寶,36.30,-0.25,-0.68%,"-3,237"
28,2634 漢翔,61.00,-0.70,-1.13%,"-3,056"
29,2492 華新科,273.50,+ 22.50,+8.96%,"-2,863"
30,00940 元大台灣價值高息,12.44,+ 0.04,+0.32%,"-2,699"
31,2368 金像電,926.00,-56.00,-5.70%,"-2,693"
32,2425 承啟,49.55,-3.35,-6.33%,"-2,610"
33,2412 中華電,136.50,-1.00,-0.73%,"-2,512"
34,1326 台化,58.80,-0.10,-0.17%,"-2,375"
35,00637L元大滬深300正2,20.71,-0.41,-1.94%,"-2,284"
36,2838 聯邦銀,20.15,-0.45,-2.18%,"-2,266"
37,00881 國泰台灣科技龍頭,53.20,+ 0.95,+1.82%,"-2,239"
38,6226 光鼎,21.40,-0.65,-2.95%,"-2,213"
39,4916 事欣科,104.00,-4.00,-3.70%,"-2,056"
40,00632R元大台灣50反1,10.17,-0.18,-1.74%,"-2,045"
41,3045 台灣大,110.50,-1.00,-0.90%,"-2,005"
42,2486 一詮,233.00,+ 2.00,+0.87%,"-1,881"
43,3596 智易,174.00,-4.50,-2.52%,"-1,869"
44,3550 聯穎,23.70,-0.85,-3.46%,"-1,802"
45,2362 藍天,46.80,-3.70,-7.33%,"-1,784"
46,2883 凱基金,31.05,+ 0.20,+0.65%,"-1,772"
47,5871 中租-KY,109.00,0.00,0.00%,"-1,691"
48,3703 欣陸,20.20,-0.20,-0.98%,"-1,624"
49,8033 雷虎,172.00,-13.00,-7.03%,"-1,619"
50,2451 創見,295.50,-1.50,-0.51%,"-1,527"
