Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,11.10,-0.28,-2.46%,"337,537"
2,2002 中鋼,19.20,-0.30,-1.54%,"326,212"
3,00981A主動統一台股增長,31.60,-0.63,-1.95%,"234,544"
4,00919 群益台灣精選高息,30.58,-0.22,-0.71%,"174,969"
5,1301 台塑,49.55,-2.85,-5.44%,"164,198"
6,2618 長榮航,42.95,+ 1.30,+3.12%,"122,160"
7,2409 友達,29.05,-1.90,-6.14%,"85,702"
8,00992A主動群益科技創新,18.95,-0.47,-2.42%,"73,194"
9,2887 台新新光金,32.15,+ 0.10,+0.31%,"67,927"
10,2449 京元電子,329.50,-9.50,-2.80%,"67,373"
11,2610 華航,22.30,+ 0.50,+2.29%,"66,894"
12,2303 聯電,170.00,+ 10.00,+6.25%,"64,923"
13,2883 凱基金,30.10,-0.25,-0.82%,"61,308"
14,1802 台玻,69.90,-6.70,-8.75%,"58,707"
15,5880 合庫金,24.55,+ 0.10,+0.41%,"56,612"
16,00918 大華優利高填息30,32.00,-0.11,-0.34%,"43,340"
17,3711 日月光投控,662.00,-12.00,-1.78%,"43,010"
18,2834 臺企銀,17.65,+ 0.20,+1.15%,"36,921"
19,2337 旺宏,172.00,-13.50,-7.28%,"36,201"
20,2801 彰銀,23.20,+ 0.35,+1.53%,"34,755"
21,2890 永豐金,39.80,0.00,0.00%,"32,261"
22,2408 南亞科,454.50,-50.50,-10.00%,"31,856"
23,00999A主動野村臺灣高息,11.20,-0.23,-2.01%,"30,811"
24,8150 南茂,106.50,-7.50,-6.58%,"30,787"
25,2885 元大金,68.30,-0.50,-0.73%,"29,658"
26,6005 群益證,39.75,-0.05,-0.13%,"29,478"
27,2891 中信金,72.40,+ 1.90,+2.70%,"28,669"
28,2426 鼎元,94.70,+ 4.80,+5.34%,"26,487"
29,00990A主動元大AI新經濟,21.08,-0.65,-2.99%,"23,922"
30,6919 康霈*,108.00,-11.50,-9.62%,"23,335"
31,2301 光寶科,223.50,-8.00,-3.46%,"22,948"
32,2606 裕民,61.70,-0.30,-0.48%,"22,382"
33,2812 台中銀,20.00,+ 0.35,+1.78%,"21,317"
34,3715 定穎投控,180.00,-14.50,-7.46%,"20,729"
35,2867 三商壽,8.72,+ 0.03,+0.35%,"20,346"
36,6213 聯茂,281.00,-27.00,-8.77%,"20,208"
37,1326 台化,53.10,-3.10,-5.52%,"19,848"
38,2388 威盛,79.60,-4.80,-5.69%,"18,969"
39,2369 菱生,44.55,+ 4.05,+10.00%,"18,883"
40,1314 中石化,7.85,-0.19,-2.36%,"18,086"
41,2006 東和鋼鐵,69.70,+ 0.10,+0.14%,"18,029"
42,00982A主動群益台灣強棒,24.79,-0.66,-2.59%,"17,077"
43,00878 國泰永續高股息,33.98,-0.14,-0.41%,"16,158"
44,00929 復華台灣科技優息,31.65,-0.51,-1.59%,"16,156"
45,009816凱基台灣TOP50,15.97,-0.20,-1.24%,"16,056"
46,2441 超豐,136.00,-4.00,-2.86%,"14,772"
47,2340 台亞,43.55,+ 0.75,+1.75%,"14,721"
48,0052 富邦科技,64.60,-0.65,-1.00%,"13,887"
49,1303 南亞,154.50,+ 2.00,+1.31%,"13,521"
50,009805新光美國電力基建,17.18,+ 0.27,+1.60%,"12,567"
